Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-606.8056	-554.2038	-52.60175	7.993487	2.963837	0.0333768	0.00895863	0.000672738	0.0723248	0.00132597	0.0195842	0.104173	0.0772184	0.0232956	0.108711	0.0440353	0.032352	0.0438427	0.01268	0.0195732	0.0208803	0.0279572	0.0291671	0.0391567	0.0135945	0.0386916	0.00709664	0.0297577	0.00860584	0.130506	0.0330923	0.0304365	0.0161894	0.00452204	0.141775	0.0295329	0.122001	0.00725106	0.0299056	0.0170287	0.0382295	0.0296489	0.0420603	0.011305	0.00371743	0.04482327	0.01965675	0.0452873	0.00835875	0.208995	0.0609878	0.0400949	0.0205152	0.0881368	0.0147357	0.0790894	0.119413	0.0406046	0.0183502	0.0494269	0.160457	0.0455477	0.1391452	1	78.91686	0.02064444	0.386445	0.729506	1.08233	1.80172	0.146114	0.192933	0.175421	0.148787	0.239745	0.0970004	0.1588019	0.8762184
100	-598.7592	-547.033	-51.72621	5.31928	2.221247	0.155117	0.0137252	0.0862426	0.0382963	0.0307743	0.0499945	0.0327162	0.0518313	0.0831032	0.0195841	0.103232	0.0631943	0.0257439	0.027884	0.122868	0.037318	0.0115187	0.0600902	0.0258594	4.89502e-05	0.0181177	0.00646506	0.0848907	6.00605e-05	0.0266969	0.0938716	0.0740633	0.00369647	0.0305674	0.114316	0.0604158	0.0254405	0.0504713	0.0125367	0.0526449	0.00248721	0.0145198	0.0149778	0.0270004	0.0730172	0.03830762	0.003656836	0.0542142	0.087827	0.275805	0.00723097	0.0166341	0.00654057	0.0397092	0.0271024	0.0189715	0.074262	0.0451533	0.0719367	0.0243461	0.230072	0.0201944	0.2097288	2	81.67972	0.01737068	0.318328	0.676651	1.07465	1.93037	0.178602	0.221107	0.231337	0.11745	0.171738	0.0797655	0.2133856	0.9828628
200	-590.5989	-546.9306	-43.66834	3.245668	1.859671	0.0531417	0.0318805	0.0243192	0.0659933	0.00856929	0.00391842	0.0545412	0.0605438	0.00559407	0.0981745	0.0624263	0.0188787	0.0304027	0.0105387	0.131214	0.0499074	0.106806	0.0627762	0.103844	0.00471172	0.0570786	0.0416365	0.194471	0.0073452	0.000707092	0.0134108	0.0846138	0.107511	0.147487	0.0362422	0.0148488	0.017645	0.00683728	0.0611664	0.14437	0.00215139	0.277592	0.110343	0.0569545	0.0295526	0.05854244	0.00716973	0.0345359	0.065381	0.381817	0.00669492	0.0225608	0.00475691	0.0688856	0.00517006	0.0350172	0.0754644	0.0237076	0.037746	0.0358525	0.195665	0.00674502	0.1977382	7	66.9344	0.02192291	0.275928	0.639211	1.06605	2.01882	0.127137	0.202193	0.136399	0.120368	0.317936	0.0959682	0.2049079	0.96501
300	-587.5087	-549.7853	-37.72347	1.468847	1.79575	0.0136968	0.0132724	0.151911	0.0454887	0.0972237	0.0154024	0.137674	0.00816566	0.0399701	0.0265856	0.108407	0.00910495	0.00492017	0.042211	0.202863	0.176896	0.0293327	0.0633334	0.0237619	0.0165111	0.00254105	0.0605949	0.00387646	0.000559861	0.017017	0.130189	0.00767891	0.114971	0.102621	0.0497607	0.0102195	0.171462	0.0786284	0.0180026	0.00797165	0.106021	0.0112626	0.00540765	0.0176447	0.00876489	0.07004342	-0.0007644659	0.076798	0.189938	0.106016	0.0457949	0.0822774	0.00248431	0.0225639	0.026224	0.0653589	0.112259	0.0146929	0.0433915	0.0337403	0.143086	0.0353751	0.1704027	7	61.85707	0.02399812	0.267611	0.631374	1.06392	2.03709	0.108417	0.260629	0.166011	0.13242	0.21983	0.112692	0.1696383	1.004506
400	-598.409	-550.8306	-47.5784	4.657211	2.623085	0.00954186	0.00919484	0.0459131	0.0459634	0.00157643	0.000874116	0.223221	0.208647	0.00716858	0.160245	0.0255178	0.0112588	0.132923	0.0150122	0.0494023	0.252376	0.127127	0.0955321	0.202299	0.00881965	0.124161	0.105287	0.049339	0.0380329	0.0616014	0.00149104	0.0567973	0.00211255	0.0377653	0.0688863	0.0269271	0.00764491	0.125426	0.029486	0.0341218	0.050652	0.0454901	0.154268	0.00147136	0.139038	0.05226707	-0.02782794	0.0825669	0.0332169	0.309678	0.104111	0.0159318	0.00877423	0.0654251	0.0107288	0.0433907	0.0511017	0.0286753	0.0806299	0.0151037	0.133923	0.0167437	0.2721351	7	62.82881	0.02880858	0.357824	0.708264	1.0799	1.85401	0.120791	0.255762	0.158592	0.168069	0.211109	0.0856772	0.2443072	1.113906
500	-576.5387	-537.3724	-39.1663	13.34771	1.498303	0.0221163	0.00215028	0.00326426	0.0115006	0.0828752	0.0173882	0.0269551	0.0787658	0.0429442	0.0345853	0.0332032	0.0227469	0.0317871	0.00493383	0.0117225	0.00914281	0.0310278	0.0799119	0.108547	0.0193161	0.0579324	0.00465598	0.0199327	0.0205935	0.0214531	0.113225	0.000390067	0.00217114	0.00419895	0.000212024	0.108242	0.0226136	0.124273	0.0395983	0.0310032	0.0244196	0.0139584	0.0349137	0.0828802	0.106594	0.03499446	-0.001456946	0.0244604	0.0325154	0.164482	0.00778101	0.0524389	0.00746785	0.0963404	0.0106767	0.116169	0.141865	0.0392793	0.208253	0.017533	0.0618786	0.01886	0.2316855	5	72.48033	0.01614306	0.22506	0.588274	1.05032	2.13634	0.171923	0.221029	0.183767	0.118119	0.22269	0.0824721	0.2302286	1.006328
600	-576.2779	-545.9311	-30.34685	16.02752	3.379387	0.0810861	0.00384419	0.00296228	0.018247	0.00719445	0.0365634	0.0417645	0.0352826	0.003442	0.135234	0.0126904	0.0146515	0.033444	0.028691	0.0113828	0.00339896	0.00978766	0.0409279	0.00337377	0.00924666	0.0625675	0.0304533	0.0110534	0.0173729	0.0192093	0.00365907	0.00106634	0.0745451	0.000326143	0.00941427	0.00592077	0.0207008	0.0186872	0.0105101	0.0440143	0.0163699	0.00999688	0.111608	0.0181814	0.0361653	0.02504309	-0.01333674	0.0427731	0.0893198	0.276851	0.0571761	0.0125853	0.00582306	0.0320206	0.0131557	0.144497	0.0601639	0.0170281	0.0944193	0.00288937	0.0617507	0.0895466	0.1796206	4	74.03401	0.01084684	0.416637	0.750583	1.08384	1.74894	0.131477	0.17825	0.23456	0.133188	0.232451	0.0900745	0.1662839	1.080205
700	-564.3787	-540.3175	-24.06113	22.63706	1.640157	0.0732211	0.00758632	0.0148682	0.0418265	0.01115	0.00365003	0.00786871	0.0464977	0.00163429	0.0474742	0.00866713	0.0182718	0.0599753	0.000960391	0.0323438	0.00145976	0.0740436	0.0423894	0.0543773	6.71662e-05	0.0245657	0.0171979	0.00919892	0.00474575	0.0259479	0.0349584	0.0050021	0.0556122	0.0747994	0.00590159	0.00505433	0.0183539	0.000984926	0.00900067	0.00050868	0.00283794	0.018114	0.036355	0.0478027	0.0410934	0.02842083	0.009860041	0.0926757	0.0549202	0.258665	0.0195188	0.0137501	0.0251152	0.0889293	0.00303494	0.0500762	0.103324	0.0330124	0.0835601	0.0393808	0.116104	0.017934	0.1013859	5	85.2877	0.01960543	0.246184	0.610337	1.05769	2.08579	0.187237	0.185632	0.16545	0.139142	0.212983	0.109557	0.1112459	0.9113672
800	-577.3681	-548.3207	-29.04739	7.043952	3.211005	0.0197531	0.0732114	0.137262	0.00193367	0.0805396	0.0129512	0.0019245	0.00858398	0.00593681	0.0148537	0.0195594	0.0340847	0.0308351	0.0180503	0.0725564	0.0132209	0.00339055	0.0228276	0.0345907	0.00886125	0.0040057	0.0168	0.0281292	0.0272662	0.0581129	0.00789199	0.0295828	0.00995615	0.048462	0.0376626	0.122014	0.0163106	0.000668143	0.0198193	0.0172601	0.0395353	0.0334277	0.0174402	0.0326411	0.0210643	0.02717446	0.0180885	0.0999776	0.0511414	0.333884	0.0244466	0.0852649	0.0199048	0.0496711	0.0232168	0.0405663	0.0343786	0.0203467	0.0423895	0.0609691	0.0606701	0.0531726	0.1566239	6	75.38989	0.02350709	0.404954	0.74258	1.08338	1.76909	0.119542	0.244534	0.233203	0.127471	0.183376	0.0918738	0.1747124	0.896467
900	-595.8118	-548.0558	-47.75592	19.35342	1.512664	0.0526601	0.00610466	0.0642856	0.0548722	0.0173428	0.0171994	0.108765	0.101805	0.0599662	0.149706	0.00419747	0.00119212	0.118136	0.115491	0.00325636	0.171466	0.200466	0.0709399	0.0228412	0.0159087	0.0221033	0.0364492	0.172692	0.0116824	0.0280396	0.00808205	0.0453261	0.0971059	0.0579686	0.0227999	0.0865867	0.0143385	0.0712565	0.00226523	0.0537696	0.00295469	0.0308928	0.0176416	0.0557741	0.0386322	0.0484313	0.009793752	0.0467065	0.0807412	0.322558	0.0154331	0.00505693	0.0163312	0.0285115	0.00832392	0.0410676	0.0639731	0.0435213	0.145686	0.0616835	0.114511	0.00589617	0.1356984	7	66.88405	0.0161038	0.227272	0.590651	1.05116	2.13092	0.176106	0.242728	0.12726	0.120237	0.249731	0.0839383	0.1454922	0.9326854
