Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-580.3741	-530.4305	-49.94356	12.09598	1.330119	0.108573	0.127404	0.0850123	0.00410701	0.00448736	0.0436306	0.00591426	0.0512426	0.0165536	0.0243385	0.00357868	0.118973	0.174562	0.0485675	0.00557387	0.0431194	0.0750428	0.036533	0.00954751	0.000635722	0.135872	0.0797388	0.0629254	0.147178	0.00205676	0.0206584	0.0211124	0.0132643	0.0671442	0.0232108	0.0318521	0.00465105	0.0325742	0.0117376	0.0325439	0.152964	0.0941281	0.0197884	0.0355849	0.0734041	0.0239363	0.0376899	0.0278565	0.00677555	0.0509898	0.0294653	0.00464903	0.0865473	0.00619111	0.0134947	0.051488	0.0648897	0.0118966	0.0442088	0.0112035	0.0590755	0.01202	0.0261222	0.0899858	0.124596	0.04775268	0.02973444	0.0401139	0.0443363	0.0794618	0.00150256	0.0917376	0.0831369	0.180782	0.171738	0.0257305	0.0792651	0.00999193	0.044249	0.0557235	0.0855993	0.006632	0.2392932	9	52.26054	0.08132151	0.197847	0.5576	1.03867	2.20589	0.20055	0.0994979	0.126165	0.241282	0.157808	0.174695	0.2690277	0.8894744
1	0	-576.6239	-534.7361	-41.88788	26.23541	2.317558	0.00169409	0.0339411	0.0342581	0.00706084	0.056572	0.111427	0.0326282	0.0686169	0.0176713	0.0657164	0.0223055	0.0196457	0.0171799	0.131841	0.00897719	0.0108378	0.036425	0.0933497	0.00917993	0.00589678	0.014451	0.00052904	0.0390449	0.0646014	0.0327801	0.0242092	0.201477	0.0308125	0.0213893	0.0114158	0.0423175	0.217555	0.0039895	0.00293516	0.0978967	7.08012e-05	0.143545	0.0666389	0.0228017	0.114474	0.0231352	0.0311802	0.0493348	0.0972068	0.0183746	0.111049	0.00766903	0.0944543	0.0231218	0.0322487	0.0599868	0.104651	0.0613581	0.0440259	0.0337905	0.025664	0.104239	0.0176212	0.0360973	0.0468792	0.05917569	-0.00404471	0.122526	0.145831	0.0594029	0.0343454	0.0275906	0.24811	0.00623933	0.0278914	0.00415912	0.110734	0.0375866	0.0593583	0.0147141	0.0560507	0.0454598	0.4294213	8	51.75404	0.04179886	0.328448	0.685027	1.07623	1.9103	0.116442	0.120426	0.0790626	0.343552	0.128137	0.212381	0.4253766	1.009509
2	0	-600.5701	-542.7943	-57.77583	8.124175	0.6034388	0.0160453	0.159164	0.045609	0.00604146	0.0204908	0.0204795	0.00959219	0.156087	0.0822285	0.168748	0.0424556	0.0620553	0.107776	0.0109896	0.0297193	0.0514203	0.177018	0.0817536	0.0736345	0.0211693	0.142495	0.0516481	0.0745169	0.0994363	0.0183057	0.013217	0.0103691	0.313462	0.0110476	0.0227446	0.0287489	0.00288326	0.0381354	0.0593277	0.0189403	0.0164907	0.20347	0.0365941	0.0542597	0.167588	0.0427525	0.131182	0.0566349	0.00830995	0.124804	0.0010784	0.00229787	0.0116019	0.00600592	0.147894	0.0242712	0.112505	0.12968	0.0548662	0.00694492	0.0602665	0.057675	0.0581452	0.0953861	0.135095	0.0644339	-0.05755821	0.026988	0.115687	0.0752863	0.0508741	0.0386971	0.209444	0.0211996	0.0249825	0.0127439	0.217374	0.0376782	0.0750304	0.0173368	0.0639798	0.0126986	0.5465721	8	61.52936	0.08566764	0.0538181	0.314178	0.883063	2.74894	0.126114	0.195143	0.0818516	0.238988	0.16177	0.196134	0.4890139	1.117703
3	0	-592.6134	-542.0044	-50.60902	9.27232	1.272713	0.094742	0.0369326	0.020062	0.00368129	0.238945	0.0274775	0.0031906	0.219211	0.0395255	0.106979	0.000732495	0.0450621	0.00987549	0.000247178	0.00175293	0.133519	0.0120584	0.0949193	0.0254351	0.0474722	0.0401874	0.0168215	0.216066	0.109718	0.0028742	0.00309503	0.0197232	0.157909	0.0255198	0.022563	0.0187856	0.0866597	0.0199201	0.0179683	0.0484183	0.0621905	0.0149853	0.321224	0.0614831	0.0993505	0.233378	0.0441005	0.0369511	0.0434696	0.190179	0.136374	0.036708	0.0583481	0.077921	0.0444655	0.0895075	0.0701753	0.225794	0.0485739	0.0137109	0.0583002	0.0239572	0.0522815	0.0761562	0.260769	0.06746516	0.0002050313	0.0400185	0.286835	0.0435005	0.00892433	0.00540622	0.169879	0.0863855	0.0199303	0.0101009	0.0793458	0.0159155	0.170533	0.0246272	0.02242	0.016178	0.5221974	5	50.04267	0.08834304	0.187983	0.545764	1.03373	2.23252	0.104687	0.136354	0.0859357	0.254749	0.177773	0.240502	0.5224025	0.9996075
4	0	-558.1433	-529.3789	-28.76446	12.07104	1.809376	0.0234299	0.0396589	0.00723677	0.00573693	0.0281938	0.0538404	0.0258911	0.0220038	0.0423888	0.0120965	0.00365898	0.0225072	0.0195375	0.0245067	0.00121211	0.0836308	0.00146422	0.0345622	0.00782158	0.0192407	0.0388408	0.0592065	0.0764925	0.0384371	0.01359	0.00055109	0.0155129	0.0556483	0.0183941	0.00657406	0.0225702	0.0327333	0.0382638	0.009249	0.0609312	0.100482	0.0791925	0.0267318	0.00704131	0.208909	0.0567128	0.0745656	0.0550447	0.0284186	0.0486881	0.0150962	0.173977	0.192961	0.00967892	0.000725154	0.0221649	0.0312147	0.114374	0.0139215	0.00773067	0.0804364	0.146348	0.0284157	0.00520103	0.0670559	0.04405679	0.02265521	0.105386	0.129285	0.0393784	0.00922308	0.0364847	0.243091	0.0584041	0.0393133	0.00528486	0.103147	0.0810942	0.0693362	0.0215382	0.0570818	0.00195263	0.4827298	11	50.33546	0.05579691	0.269407	0.633081	1.0644	2.03312	0.193435	0.0831214	0.102526	0.256185	0.174191	0.190542	0.505385	0.9551724
5	0	-600.1464	-530.3154	-69.83104	8.709965	4.29995	0.0171817	0.0216685	0.210777	0.0431232	0.0384199	0.092365	0.0864445	0.387967	0.106433	0.273154	0.00510315	0.0478557	0.225339	0.0190391	0.0500285	0.242776	0.132526	0.0735249	0.216832	0.00378147	0.233513	0.0150134	0.336938	0.275637	0.017415	0.0554093	0.132254	0.00925839	0.035071	0.16124	0.000119691	0.0265738	0.0393192	0.0467786	0.0037573	0.0381498	0.238874	0.0416422	0.00541504	0.00095141	0.0199185	0.0393747	0.237752	0.0212449	0.108477	0.0781559	0.0215394	0.28344	0.1107	0.0307235	0.0830897	0.0785687	0.0280099	0.0964038	0.0505742	0.148485	0.0159495	0.100963	0.360539	0.0285353	0.09005392	0.05814536	0.13491	0.287743	0.0422305	0.0189264	0.0033798	0.142497	0.0422462	0.0414949	0.00486871	0.112673	0.0447476	0.0706031	0.0101384	0.025012	0.0185296	0.464171	12	50.21042	0.09062895	0.470117	0.784982	1.08425	1.66065	0.121269	0.148757	0.0736818	0.273031	0.134025	0.249237	0.5223163	0.8886779
6	0	-589.2046	-541.1878	-48.0168	14.82801	1.347462	0.00952311	0.0126248	0.0105628	0.00243839	0.114943	0.040164	0.067248	0.0938699	0.0523828	0.0764751	0.0178785	0.0653096	0.0277678	0.00609802	0.0217277	0.0216423	0.0915598	0.0648559	0.00382637	0.0158426	0.111132	0.00682214	0.12727	0.0715339	0.00404141	0.00482949	0.0577481	0.00652065	0.000428304	0.0115008	0.011155	0.0213766	0.0657487	0.00230094	0.0856941	0.00203863	0.0911012	0.045906	0.0599095	0.0594124	0.00840809	0.0460425	0.0265141	0.00345588	0.0758553	0.0785443	0.0159283	0.0583629	0.138915	0.0186971	0.224643	0.133658	0.125207	0.109352	0.112494	0.173471	0.0512311	0.0702268	0.000716945	0.0310785	0.04810162	-0.01035138	0.283565	0.107433	0.0448843	0.0824233	0.104795	0.0243646	0.0941281	0.00937831	0.00923992	0.0760898	0.0829076	0.00556081	0.0466753	0.0133112	0.0152438	0.5561914	10	50.94947	0.02977937	0.200768	0.561027	1.04005	2.19816	0.167599	0.126524	0.128175	0.273868	0.117756	0.186079	0.54584	1.018964
7	0	-575.5687	-526.8124	-48.75632	23.52336	1.145693	0.00249245	0.0225923	0.0387923	0.0260734	0.00678556	0.0858725	0.0409594	0.0190335	0.0950857	0.0997579	0.00690998	0.00525244	0.0990759	0.0398735	0.00781377	0.0720442	0.0963954	0.12358	0.0119626	0.00162241	0.143571	0.0450691	0.122125	0.160959	0.0206148	0.0123317	0.111993	0.0383317	0.0578519	0.0145858	0.0140732	0.00948279	0.0729107	0.0372411	0.064139	0.0645698	0.104049	0.0428755	0.0159423	0.217975	0.0453679	0.0136228	0.0785085	0.0169256	0.0436101	0.000755952	0.00496047	0.0681216	0.0138625	0.0311541	0.0640974	0.0478562	0.0902771	0.18341	0.0617051	0.0541914	0.000593461	0.0215194	0.153769	0.0387907	0.05294594	0.001806694	0.0271178	0.275969	0.117054	0.0438156	0.0384688	0.281491	0.00400743	0.00103393	0.00698195	0.0866904	0.00557204	0.0218768	0.034084	0.05325	0.00258655	0.5257033	7	50.10268	0.04723708	0.165074	0.516554	1.02049	2.29788	0.11162	0.187673	0.105286	0.256297	0.142536	0.196588	0.52751	0.9965751
8	0	-609.6049	-534.1489	-75.45604	10.16879	3.707527	0.0591719	0.0271466	0.079213	0.0178418	0.167067	0.0143083	0.0190153	0.406167	0.405199	0.128948	0.0465612	0.0292071	0.0635139	0.0169938	0.0255643	0.211613	0.0217588	0.0833441	0.0088777	0.032384	0.0358469	0.017534	0.262952	0.159348	0.00504138	0.367816	0.113935	0.0149251	0.0752749	0.0199719	0.0455268	0.0941784	0.175954	0.00076445	0.124199	0.0310617	0.265996	0.0615957	0.408719	0.0838452	0.00717965	0.147396	0.0815086	0.135993	0.090456	0.0405429	0.40058	0.0130637	0.221951	0.0877673	0.0813655	0.203881	0.294549	0.132827	0.0831945	0.0262956	0.014059	0.034754	0.00197182	0.00199348	0.1162549	0.05139244	0.0767351	0.214697	0.0687973	0.055181	0.0152899	0.00858711	0.0708961	0.028088	0.0025917	0.0669757	0.188889	0.0977938	0.0126714	0.0754167	0.0173902	0.49467	12	50.39289	0.07705436	0.437536	0.764446	1.08432	1.7137	0.104735	0.146235	0.0741121	0.347563	0.170168	0.157187	0.5460625	0.9058854
9	0	-566.6253	-531.7837	-34.84158	9.004089	2.337665	0.00201086	0.00846414	0.0373818	0.0704691	0.0239409	0.00335996	0.00237307	0.0231025	0.143167	0.028957	0.101041	0.000191068	0.0135638	0.055217	0.0674481	0.0168295	0.0238813	0.0507291	0.00830866	0.0136511	0.00196397	0.00323779	0.0773734	0.148817	0.0694632	0.0127474	0.0380091	0.0419686	0.00172627	0.0214937	0.00458554	0.0158519	0.00245147	0.0727634	0.0296768	0.126275	0.0964537	0.0934967	0.0391269	0.0229168	0.0290087	0.0116827	0.0503457	0.0353423	0.0297172	0.01194	0.0672493	0.0416403	0.00498782	0.0475799	0.0111132	0.00840553	0.145062	0.0400731	0.0467093	0.0890166	0.0334406	0.00475703	0.11631	0.054437	0.03511954	-0.000863201	0.0613953	0.171339	0.0205582	0.00355711	0.00810874	0.271126	0.0577021	0.0255766	0.00764362	0.153864	0.125559	0.0650607	0.0184727	0.0067176	0.00331916	0.3487118	6	51.78998	0.06459033	0.330505	0.686706	1.07653	1.90626	0.110737	0.102088	0.0612252	0.277577	0.147762	0.300611	0.3478486	1.002482
