Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-580.7266	-512.5466	-68.17996	22.06047	2.543011	0.0301899	0.0461838	0.0250459	0.0647706	0.0387705	0.0160982	0.0273565	0.00125822	0.0222601	0.0258733	0.0248085	0.0100345	0.0174453	0.00431736	0.0157102	0.0044222	0.0836808	0.00199382	0.151255	0.0389498	0.0653641	0.116195	0.0282638	0.00899296	0.00106036	0.072767	0.00321814	0.000613357	0.224179	0.0226793	0.403232	0.0350821	0.177971	0.0721769	0.0856749	0.00521289	0.177419	0.0185411	0.0744662	0.0124038	0.0886164	0.148945	0.0743921	0.306208	0.0185979	0.0381258	0.18177	0.0114117	0.0488936	0.0043828	0.0634406	0.0638091	0.203425	0.332607	0.0822706	0.00296715	0.0842187	0.200912	0.00392891	0.185916	0.07699374	-0.006072732	0.0650497	0.261521	0.0376713	0.0358464	0.0310656	0.00650456	0.0536398	0.0241172	0.0413191	0.0333648	0.173266	0.0956416	0.000408193	0.131174	0.00941006	0.4086875	5	50.83513	0.04645637	0.350497	0.702611	1.0791	1.86779	0.0988684	0.0978815	0.047866	0.528944	0.108736	0.117704	0.4026148	1.015083
100	-579.5997	-515.7971	-63.80261	40.54864	5.942169	0.0680924	0.126881	0.0360918	0.0174932	0.0250779	0.0597538	0.0503042	0.0567143	0.0153174	0.0023238	0.00475625	0.0342151	0.00339723	0.0203724	0.0177499	0.0474179	0.10476	0.0152057	0.12348	0.00445224	0.0586769	0.0426506	0.0701912	0.00698977	0.0155562	0.19387	0.00897725	0.0134803	0.105821	0.0316471	0.0666843	0.122152	0.16341	0.0390879	0.0212207	0.0204548	0.0122399	0.00470307	0.0175593	0.00958972	0.0130463	0.0315386	0.0535801	0.0830996	0.0111273	0.181438	0.0635757	0.010782	0.0185602	0.123095	0.153342	0.0561672	0.188524	0.0942696	0.0629861	0.00111168	0.089956	0.0511574	0.00516582	0.137685	0.05396176	0.06277052	0.0442222	0.295183	0.0523091	0.100214	0.00307103	0.0105926	0.0448819	0.0441941	0.0104229	0.00506028	0.146055	0.0372043	0.0857539	0.119387	0.00144946	0.3621296	7	53.61128	0.04532633	0.537055	0.823528	1.08139	1.55803	0.108623	0.194461	0.0759043	0.375735	0.0974071	0.147869	0.4249001	0.8522699
200	-587.4987	-524.231	-63.2677	30.829	5.236826	0.0846396	0.037851	0.0269775	0.0120587	0.105644	0.0442101	0.0426965	0.0438797	0.116243	0.00808483	0.00667134	0.0255234	0.00337469	0.0114914	0.00309689	0.0350063	0.0487309	0.000549324	0.121533	0.102585	0.0274146	0.129762	0.0305963	0.0079909	0.00435192	0.0425785	0.0298494	0.0305584	0.138723	0.000807676	0.140953	0.0704367	0.0345688	0.0355621	0.00208857	0.00510271	0.0678172	0.115551	0.0529348	0.0160878	0.130798	0.0796384	0.00303438	0.00428196	0.198961	0.025484	0.201471	0.462836	0.0088408	0.0127039	0.275211	0.000873542	0.0902963	0.0361586	0.0239924	0.152168	0.10309	0.0457788	0.090686	0.0133786	0.05937114	0.05705265	0.0175368	0.256265	0.0274359	0.0515216	0.0808535	0.00992678	0.120039	0.0347028	0.0349706	0.0100276	0.0831277	0.0724974	0.050809	0.132357	0.0179298	0.3195196	7	55.80599	0.06637943	0.511626	0.809422	1.08287	1.59609	0.074419	0.118397	0.0854113	0.464362	0.134615	0.122797	0.3765722	0.8484948
300	-597.723	-518.5424	-79.18054	30.4535	4.166775	0.078397	0.267914	0.111726	0.116287	0.0239598	0.111799	0.0152334	0.030061	0.0289766	0.214752	0.00657306	0.271892	0.0342345	0.0852249	0.0853025	0.114132	0.118739	0.10684	0.0919989	0.097367	0.0150232	0.161298	0.00735746	0.00878578	0.0157842	0.045754	0.136395	0.0300917	0.0158856	0.017343	0.015935	0.0409672	0.0620565	0.0166723	0.0490677	0.0283013	0.280977	0.00769816	0.016169	0.0120685	0.222218	0.0593746	0.166398	0.0653254	0.325923	0.000605856	0.0744671	0.00528611	0.0128057	0.110807	0.0270267	0.0069268	0.130658	0.000170996	0.0227315	0.00398116	0.0133192	0.0145352	0.011594	0.282746	0.08717272	0.01129209	0.0539024	0.199081	0.038774	0.00899342	0.016551	0.0445376	0.0784133	0.0343373	0.0158648	0.00340333	0.155648	0.0802048	0.0640789	0.203764	0.00244586	0.3647531	10	61.75698	0.03517391	0.463296	0.780786	1.08434	1.67158	0.124203	0.103604	0.0837465	0.407002	0.133894	0.147551	0.3760452	0.9699714
400	-603.4139	-529.3588	-74.05508	22.49027	2.385455	0.0363529	0.235169	0.0212731	0.0858459	0.0193662	0.102772	0.0305555	0.00803682	0.0319338	0.145766	0.0480915	0.0399307	0.0597666	0.187298	0.0360867	0.087465	0.000831884	0.00457174	0.0731181	0.0494255	0.134746	0.0238559	0.0172412	0.0377284	0.00184552	0.193719	0.194614	0.031589	0.00329913	0.0585671	0.126155	0.0810256	0.165605	0.0427602	0.0440454	0.017663	0.0088184	0.00211663	0.00310069	0.0290839	0.0858817	0.0800788	0.211235	0.0640022	0.0601989	0.250564	0.0790402	0.019016	0.0393839	0.0757553	0.140926	0.184282	0.104733	0.161755	0.100458	0.00657147	0.0395661	0.0502658	0.129865	0.113866	0.103146	0.01930023	0.0109866	0.42667	0.00411792	0.0257605	0.00708336	0.0398627	0.0504043	0.0322583	0.0194438	0.10004	0.162611	0.00327008	0.0222017	0.0882481	0.00704098	0.2799927	9	50.39704	0.06229092	0.335321	0.690604	1.0772	1.89687	0.0927857	0.10205	0.0703799	0.393288	0.156799	0.184698	0.2992929	0.9355139
500	-579.1469	-515.0613	-64.08559	33.09679	3.870191	0.0279605	0.00688479	0.0541655	0.0223251	0.0459349	0.0633051	0.0315654	0.0138188	0.215282	0.0127074	0.0486583	0.05148	0.0455055	0.0624678	0.00395849	0.0702505	0.14202	0.000844056	0.140248	0.000299538	0.0216601	0.0539725	0.0401779	0.0100987	0.141328	0.0660327	0.00297287	0.0134086	0.250228	0.0030244	0.254282	0.0024344	0.0682791	0.141279	0.0133689	0.00390616	0.0262595	0.0565198	0.0401058	0.058108	0.183504	0.0579924	0.0675071	0.0305558	0.00850296	0.184116	0.0263817	0.12146	0.0406438	0.10033	0.0658317	0.0214843	0.0363542	0.010841	0.0481402	0.0402598	0.152486	0.0197946	0.151231	0.00240103	0.0862945	0.0446069	0.0618612	0.293494	0.032909	0.0863079	0.0317058	0.00763765	0.0247848	0.0203542	0.0559837	0.0144288	0.109986	0.0839635	0.0119834	0.136391	0.0282088	0.2795879	10	51.28971	0.08841094	0.447086	0.770597	1.0844	1.69792	0.0950325	0.099041	0.0672874	0.441689	0.157392	0.139558	0.3241948	0.8624071
600	-611.9055	-525.1525	-86.75296	33.83257	3.246773	0.113414	0.0741129	0.00755624	0.0172204	0.238207	0.0099496	0.0978543	0.0394096	0.00225112	0.0115553	0.0225334	0.0580798	0.315238	0.120826	0.0139262	0.141248	0.469533	0.0192091	0.114544	0.0287678	0.067228	0.0605141	0.00251729	0.0632541	0.0229455	0.0738442	0.0276969	0.0128703	0.0946179	0.0126444	0.367319	0.0554015	0.0472841	0.319618	0.0973488	0.0326309	0.206136	0.0443069	0.154304	0.0541453	0.105163	0.234897	0.22121	0.0189258	0.0529102	0.0792144	0.151228	0.0594915	0.0357609	0.0462931	0.0112303	0.0309469	0.00976301	0.010885	0.194437	0.0735063	0.026487	0.0154885	0.0322788	0.0173298	0.08650652	0.04848134	0.0255285	0.279407	0.0437858	0.0285262	0.00895241	0.0170078	0.0763181	0.00421336	0.0632733	0.0286307	0.0698509	0.161379	0.0146431	0.174547	0.00393706	0.2644921	8	59.36477	0.05303339	0.407495	0.744336	1.08349	1.76468	0.130651	0.152679	0.0581989	0.383912	0.162607	0.111953	0.3129734	0.8450944
700	-615.1374	-518.7625	-96.37489	26.65957	3.552853	0.534675	0.0214553	0.122745	0.068035	0.0476473	0.00992281	0.234428	0.0472143	0.0385818	0.0384672	0.00294611	0.0179545	0.0271139	0.0496192	0.067672	0.0450219	0.126691	0.0069104	0.289713	0.0104809	0.443697	0.0808373	0.0869765	0.093654	0.251139	0.221612	0.00784786	0.30355	0.0132798	0.0431674	0.137153	0.0588123	0.00644088	0.0116236	0.480872	0.268161	0.265945	0.107468	0.140855	0.118006	0.00109293	0.317002	0.0768546	0.000214514	0.0255236	0.37609	0.162794	0.358096	0.00122765	0.281678	0.26148	0.506458	0.239738	0.208126	0.528693	0.411656	0.0653645	0.000845331	0.0440724	0.210917	0.1464868	0.008392448	0.0856282	0.333286	0.0487312	0.00197932	0.0195694	0.00520334	0.0321874	0.00454437	0.02385	0.0265866	0.0747	0.195791	0.00974485	0.128599	0.00959966	0.5196341	10	50.35261	0.04759217	0.427973	0.758173	1.08415	1.7297	0.0931741	0.150362	0.0819273	0.403399	0.134215	0.136922	0.5280265	0.984106
800	-624.6912	-522.0592	-102.632	42.9103	2.353357	0.0191849	0.28303	0.0138039	0.0299553	0.0260597	0.0179555	0.0938369	0.0313793	0.0501612	0.0263138	0.0784563	0.00333686	0.0215029	0.0257145	0.0427027	0.00747429	0.0798226	0.0104726	0.0466825	0.00471253	0.356326	0.0808217	0.0566395	0.0239126	0.0694939	0.218007	0.0412753	0.17085	0.0477696	0.14751	0.0209305	0.0263879	0.201499	0.000342108	0.0672209	0.18396	0.0919392	0.0864234	0.00238536	0.223923	0.0914605	0.181235	0.010172	0.382606	0.0694836	0.0499661	0.0257011	0.654944	0.0208609	0.00543319	0.0490489	0.0352987	0.00183815	0.0381399	0.0799712	0.00500285	0.0245283	0.00815028	0.109672	0.113722	0.08661243	-0.03461163	0.05609	0.36095	0.00528043	0.0171106	0.0240723	0.0312295	0.0269955	0.0185487	0.0106863	0.0437581	0.116724	0.0691213	0.0222745	0.165312	0.0318464	0.3059885	8	52.77788	0.0378357	0.332098	0.688	1.07675	1.90315	0.112776	0.174186	0.0746576	0.416504	0.0957845	0.126092	0.2713769	1.127541
900	-596.4749	-517.975	-78.49982	35.82729	4.69009	0.0676987	0.0186451	0.0429141	0.00227104	0.13562	0.0235795	0.0562166	0.101147	0.151976	0.00300453	0.0111835	0.000564251	0.0177561	0.109382	0.0856643	0.00253048	0.123082	0.00354979	0.0384641	0.00117869	0.176282	0.186321	0.0923892	0.00351647	0.0900063	0.0973507	0.022905	0.111813	0.0307651	0.0180306	0.215279	0.0063895	0.0111839	0.0334576	0.0375645	0.12301	0.100602	0.0110122	0.00237833	0.13472	0.0259433	0.0853125	0.142362	0.0986419	0.0452798	0.00251493	0.0585655	0.242422	0.0389469	0.0266252	0.0216457	0.00148946	0.0983359	0.244277	0.0096715	0.00910997	0.0223394	0.0116625	0.00278652	0.198469	0.09025803	0.008622988	0.0763241	0.261495	0.0163045	0.080453	0.0213088	0.0542135	0.0112848	0.00045308	0.0274816	0.0662694	0.209901	0.0759736	0.0164009	0.0664596	0.0156769	0.3165343	6	52.58575	0.04375565	0.488674	0.796135	1.0838	1.63139	0.106089	0.168277	0.0641017	0.449437	0.0974636	0.114631	0.3251573	0.9734806
