Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-1259.878	-751.71	-508.1678	58.08534	4.590722	0.01764066	0.02566378	0.0445458	0.0194897	0.0168171	0.0924769	0.167107	0.0178669	0.112342	0.027061	0.0800822	0.0233274	0.140414	0.0013334	0.0590045	0.195539	0.00259438	0.807083	33	66.8815	0.05927296	0.484137	0.793442	1.08393	1.63849	0.0570565	0.236857	0.0761772	0.268011	0.211365	0.150534	0.8327467	0.9691818
100	-1300.873	-767.9668	-532.9064	63.44991	4.316738	0.01555847	-0.007566198	0.125431	0.0106108	0.0818522	0.148283	0.134583	0.0545182	0.090543	0.00926329	0.0803802	0.0182895	0.061157	0.0174428	0.0281576	0.131771	0.00771688	0.6364047	25	65.65367	0.04323904	0.470959	0.785496	1.08423	1.65931	0.0439491	0.245853	0.0647986	0.24374	0.250179	0.151481	0.6288385	1.012032
200	-1287.955	-764.7174	-523.2371	61.60596	3.311202	0.0183872	0.02451127	0.166002	0.0477451	0.0385672	0.107773	0.0757465	0.0133532	0.158124	0.0182939	0.0425561	0.00592596	0.0966827	0.0120441	0.049426	0.167724	3.60275e-05	0.6534465	33	62.0195	0.05595403	0.411991	0.747422	1.08367	1.75691	0.0479363	0.234492	0.097337	0.220268	0.251879	0.148088	0.6779578	0.9638454
300	-1294.158	-767.3548	-526.8029	59.08929	6.888404	0.0175271	0.07535238	0.123283	0.00463867	0.119737	0.00976105	0.0554741	0.0141859	0.107166	0.038637	0.0867093	0.0129332	0.175472	0.0126716	0.0829274	0.14965	0.00675472	0.4861106	22	74.058	0.07780783	0.565565	0.838626	1.07921	1.51659	0.0909476	0.252143	0.110445	0.252494	0.171856	0.122114	0.5614629	0.8657928
400	-1268.214	-766.2345	-501.9792	63.50699	3.514035	0.02213742	0.0410206	0.153493	0.0505684	0.0509491	0.0428994	0.0492687	0.041842	0.16942	0.029225	0.0338747	0.00184093	0.114428	0.00735924	0.0327191	0.203584	0.0185283	0.7823732	39	63.75283	0.05577376	0.425495	0.756528	1.0841	1.73388	0.0585901	0.198438	0.114973	0.215474	0.251936	0.160589	0.8233938	0.9501811
500	-1264.987	-764.4594	-500.5272	58.69009	5.098068	0.0197672	0.01804493	0.163786	0.00952842	0.0772871	0.161518	0.0862964	0.0125086	0.12728	0.0238729	0.0216364	0.00298544	0.116008	0.016349	0.0262565	0.148102	0.00658428	0.8229697	31	64.20123	0.05083074	0.5061	0.806273	1.08313	1.6045	0.0376805	0.226098	0.102824	0.238997	0.226514	0.167886	0.8410146	0.9785439
600	-1270.913	-758.0963	-512.817	59.9038	4.972908	0.01618952	0.02188686	0.0996616	0.0114249	0.0224008	0.0690708	0.0363138	0.0252792	0.144563	0.0197299	0.0502011	3.9966e-05	0.139514	0.100993	0.0661925	0.212561	0.00205494	0.61893	32	69.46971	0.07164529	0.500949	0.803308	1.08335	1.61239	0.0641366	0.23142	0.127063	0.212027	0.257033	0.10832	0.6408169	0.9658454
700	-1263.811	-746.9364	-516.875	61.23959	6.839306	0.01580013	0.01377771	0.0783496	0.0166127	0.0156172	0.0709217	0.0876271	0.0155719	0.138064	0.0380034	0.0862986	0.00118161	0.0969971	0.0132809	0.037624	0.277921	0.025929	0.6323501	36	68.45811	0.06555388	0.564216	0.837928	1.07933	1.51853	0.0826097	0.258438	0.10966	0.219075	0.201281	0.128937	0.6461279	0.9786765
800	-1274.126	-754.7695	-519.3568	60.00941	4.38504	0.01525997	0.04923027	0.107277	0.0373463	0.0210012	0.0347366	0.0580285	0.0139017	0.208357	0.00583676	0.08745	0.015637	0.123592	0.0236119	0.0380588	0.193049	0.0321171	0.7143903	31	70.9157	0.06371109	0.47434	0.787553	1.08417	1.65394	0.0631516	0.168938	0.0942753	0.219021	0.318247	0.136368	0.7636205	0.9355305
900	-1260.116	-762.8668	-497.2487	62.49972	6.151231	0.01866873	0.05169023	0.0671228	0.0376354	0.0355753	0.00949568	0.14234	0.0142369	0.141716	0.0282564	0.0335299	0.00827859	0.196526	0.00611686	0.0968723	0.178641	0.00365665	0.8575462	30	63.46228	0.05780605	0.543846	0.827191	1.08092	1.54804	0.071542	0.309631	0.0772365	0.207187	0.165595	0.168809	0.9092364	0.9431499
