Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-167.9982	-128.7825	-39.21566	14.58874	3.622652	0.00208487	0.013736	0.145124	0.06264	0.0347062	0.080103	0.0628202	0.705979	0.145561	0.0378677	0.0802406	0.0658567	0.0149631	0.197812	0.0158346	0.0634591	0.253313	0.46666	0.023908	0.0214454	0.115821	0.0638693	0.1504894	-0.06050541	0.0618396	0.101142	0.0736556	0.0676252	0.0469701	0.0225278	0.00166869	0.0119687	0.0499776	0.254348	0.0711892	0.0829067	0.0585036	0.00493816	0.0907384	0.1714005	4	52.00756	0.04261894	0.43235	0.761058	1.08424	1.72235	0.0704017	0.189066	0.0305439	0.593035	0.0519278	0.0650262	0.110895	1.54561
100	-171.0762	-137.2782	-33.79799	20.08348	4.711517	0.0145167	0.0332109	0.0467745	0.215034	0.204113	0.0176194	0.121028	0.0965716	0.0371234	0.0343658	0.13068	0.00212951	0.00441954	0.0433523	0.0940367	0.0196295	0.0801328	0.100636	0.0413843	0.0189181	0.6258	0.177643	0.1252414	-0.0507697	0.0208803	0.0495316	0.160707	0.00928696	0.115587	0.00481039	0.0512982	0.215016	0.0238712	0.217645	0.0524845	0.0260652	0.0326689	0.00180893	0.0183387	0.2379914	2	55.77943	0.07721192	0.489636	0.796703	1.08377	1.6299	0.0353781	0.175209	0.0473809	0.549807	0.0591284	0.133096	0.1872217	1.271174
200	-181.1692	-135.3958	-45.77335	18.63506	3.219394	0.114211	0.174457	0.0133268	0.263314	0.00241632	0.0623098	0.217367	0.0183208	0.259057	0.287141	0.00180527	0.0298746	0.155753	0.129537	0.0238215	0.404872	0.0587352	0.649615	0.399242	0.209081	0.0387974	0.278351	0.1181819	0.01890213	0.0448169	0.0115531	0.141014	0.0363076	0.11692	0.00873897	0.0198557	0.00982777	0.0353211	0.194212	0.0865971	0.0234625	0.153649	0.0303761	0.0873486	0.2133433	3	54.92058	0.02592635	0.405553	0.742995	1.0834	1.76805	0.0970845	0.174696	0.0792194	0.584248	0.0239104	0.0408419	0.2322455	0.9186114
300	-160.9296	-138.9577	-21.97187	15.09707	3.420687	0.0905919	0.0268116	0.00999686	0.00532603	0.0227726	0.00278568	0.0348347	0.00929114	0.0986159	0.0600575	0.0299247	0.261838	0.00668323	0.0256738	0.0152705	0.0457575	0.116536	0.0452967	0.0658435	0.186625	0.00939282	0.0613338	0.03859283	0.0596592	0.0327313	0.0374788	0.164691	0.130888	0.0112857	0.0823338	0.0333774	0.046789	0.040046	0.205924	0.100594	0.0163311	0.0134853	0.0802568	0.00378722	0.1519622	4	54.52496	0.09310172	0.419398	0.752447	1.08393	1.74423	0.0598777	0.175564	0.0368042	0.613714	0.0542004	0.0598401	0.2116214	0.7180851
400	-190.7883	-141.1559	-49.63238	10.15723	2.952713	0.0502894	0.0239813	0.284545	0.214568	0.0155901	0.0178024	0.114417	0.0383924	0.559012	0.424413	0.00130534	0.366415	0.115787	0.0666646	0.528672	0.0690139	0.335594	0.770911	0.0936653	0.588396	0.0808605	0.0343162	0.3257108	-0.03188916	0.0051251	0.0832595	0.105354	0.000327382	0.0164602	0.0506228	0.00905403	0.0641174	0.0580909	0.101015	0.145242	0.014891	0.143986	0.126215	0.0762394	0.2429532	3	51.15573	0.06963879	0.38557	0.728876	1.08227	1.80328	0.0978107	0.154663	0.0446489	0.619335	0.0125475	0.0709949	0.211064	1.151088
500	-164.7196	-132.4354	-32.28419	23.57395	5.589311	0.000531969	0.184709	0.10535	0.00285375	0.029365	0.000429007	0.003875	0.0106356	0.154135	0.24722	0.000633055	0.0931821	0.0890307	0.156766	0.00948935	0.212619	0.00683527	0.00955501	0.0115167	0.0200639	0.19696	0.258761	0.07305294	-3.166709e-05	0.00551334	0.29244	0.0705409	0.128014	0.00689034	0.0104476	0.0138432	0.0603305	0.0551222	0.224134	0.0242047	0.0128012	0.0412843	0.00381192	0.0506223	0.1555313	1	51.30917	0.05426695	0.524854	0.816838	1.08215	1.57616	0.0598967	0.278621	0.0564869	0.509922	0.0310764	0.0639969	0.1554996	1.000204
600	-168.124	-136.4906	-31.63339	34.04248	3.586965	0.175497	0.0224747	0.122089	0.0273056	0.0671337	0.0415824	0.0307881	0.0258852	0.115163	0.171447	0.00227841	0.296346	0.243069	0.156442	0.10276	0.0416426	0.00521282	0.0268011	0.17361	0.000910344	0.0292663	0.155379	0.1184234	-0.02416731	0.0124776	0.15848	0.0168751	0.0544874	0.0208724	0.0414384	0.0138251	0.0180219	0.0994762	0.27586	0.0303282	0.140362	0.0141786	0.0103493	0.0929671	0.2695819	1	50.10333	0.04730821	0.430125	0.759595	1.0842	1.72608	0.110329	0.152401	0.0230465	0.609438	0.0675677	0.0372175	0.2454146	1.098475
700	-153.9869	-136.035	-17.9519	27.25134	4.951056	0.005864	0.0406662	0.0386591	0.0110491	0.0771658	0.0179729	0.197062	0.0783751	0.00787621	0.0258182	0.000926324	0.0351814	0.0010185	0.0136758	0.0342798	0.00428421	0.087526	0.00570725	0.11894	0.00680687	0.0818121	0.0277609	0.04909624	-0.003774485	0.0105943	0.13765	0.162209	0.0523787	0.118158	0.0249266	0.0240337	0.025647	0.0735686	0.0815048	0.00299363	0.0160395	0.127579	0.0565731	0.0861445	0.3089404	2	51.854	0.02165004	0.500032	0.802778	1.08339	1.6138	0.0829494	0.124957	0.0258385	0.657052	0.0469675	0.0622357	0.3051659	1.012369
800	-165.206	-140.8899	-24.31612	26.70145	5.176777	0.00303302	0.00718351	0.0212483	0.0613474	0.0582159	0.0438992	0.11624	0.0117691	0.00742946	0.000922593	0.00546513	0.0271353	0.0441331	0.0689023	0.0404088	0.00118647	0.13681	0.021473	0.109919	0.0197385	0.267453	0.0603091	0.04979265	-0.005201588	0.0700216	0.00282794	0.0229107	0.141889	0.0262881	0.0659045	0.0112612	0.149571	0.044504	0.234277	0.021701	0.0427242	0.00941026	0.00761053	0.149099	0.2293963	1	53.9119	0.06601106	0.509258	0.808076	1.08298	1.59969	0.121804	0.147787	0.0402127	0.540707	0.0353415	0.114147	0.2241947	1.023201
900	-171.7414	-141.646	-30.09542	19.35738	3.332315	0.0584054	0.00707551	0.0193694	0.0993376	0.0532858	0.0385398	0.0839145	0.334111	0.087113	0.15009	0.0576462	0.111922	0.0886808	0.00128221	0.140305	0.00538521	0.0857634	0.222449	0.25702	0.0288276	0.0416423	0.0772349	0.1357144	0.002417327	0.0343413	0.0529151	0.171374	0.0464685	0.0369907	0.000401116	0.0343447	0.00143054	0.14701	0.226835	0.0666135	0.0624409	0.0540924	0.0516354	0.0131069	0.1965148	5	50.98394	0.05277287	0.413441	0.748412	1.08373	1.75442	0.0538793	0.0464868	0.0899667	0.739282	0.0317177	0.0386672	0.1989321	0.9878485
