Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-368.7334	-315.9217	-52.81167	4.598764	5.244998	0.230293	0.0873615	0.0585418	0.0287733	0.080191	0.165831	0.116501	0.680896	0.0763695	0.0283143	0.110919	0.420516	0.50268	0.0332349	0.0431598	0.0454232	0.12494	0.805055	0.0166926	0.0214587	0.881375	0.481964	0.0747422	0.277996	0.399143	0.128634	0.0129329	0.247035	0.0475596	0.574082	0.083219	0.0710273	0.0342353	0.00859119	0.426402	0.0713489	0.310523	0.0171996	0.026638	0.0667575	0.253525	0.0595211	0.0305009	0.255295	0.1714912	0.2338907	0.122226	0.0295078	0.0430523	0.00554008	0.153954	0.0024792	0.116605	0.0108972	0.0334111	0.0645044	0.192357	0.0916742	0.0748859	0.0583318	0.000573135	0.4376591	7	5.235976	0.1901367	0.511945	0.809603	1.08285	1.5956	0.223542	0.32536	0.131249	0.0573798	0.151119	0.11135	0.6715498	0.651715
1	0	-352.4871	-309.7074	-42.77972	6.513349	2.170532	0.0346288	0.0145939	0.156918	0.0764882	0.0202787	0.0633881	0.0141974	0.117285	0.248319	0.606561	0.0381173	0.236744	0.00510613	0.0320786	0.0795388	0.00985945	0.65573	0.0818697	0.0480492	0.0999855	0.461286	0.00477492	0.00132516	0.183143	0.2376	0.0313019	0.196923	0.168917	0.262336	0.00611366	0.01014	0.0364059	0.155044	0.0726666	0.0934268	0.366232	0.0107352	0.0536161	0.0138242	0.0328386	0.237495	0.0237804	0.41196	0.0312718	0.1551091	-0.07412593	0.0979566	0.0179819	0.0109854	0.0457049	0.00533027	0.00825264	0.149971	0.0042629	0.0303966	0.144293	0.250736	0.00506976	0.107872	0.0855957	0.0355905	0.6363672	8	11.38977	0.1315257	0.312815	0.672003	1.07372	1.94146	0.205991	0.265481	0.0695035	0.095585	0.16409	0.199349	0.5622412	1.13184
2	0	-365.6834	-320.1468	-45.5366	6.980366	3.19274	0.222652	0.00500213	0.507531	0.0655837	0.0850235	0.030544	0.0498234	0.0226986	0.100652	0.660982	0.0080974	0.0415339	0.0202079	0.168918	0.0693081	0.0677665	0.314234	0.227878	0.0632744	0.128403	0.774076	0.0284516	0.0132391	0.210547	0.0399385	0.15225	0.00610073	0.231957	0.772518	0.00553001	0.00784699	0.00528788	0.291294	0.0324907	0.0599489	0.0573502	0.301131	0.0156858	0.19991	0.104372	0.256876	0.269808	0.0935876	0.0417942	0.1364054	0.09008579	0.0963522	0.0976942	0.1017	0.0867949	0.00728728	0.000889191	0.066225	0.00123802	0.130549	0.00185581	0.0972476	0.00125638	0.15819	0.126225	0.026496	0.4918712	7	7.095801	0.2109792	0.403644	0.74167	1.08332	1.77137	0.236097	0.270771	0.217367	0.0645138	0.108728	0.102523	0.581957	0.845202
3	0	-377.0345	-314.8452	-62.18939	5.734779	5.949894	0.0754702	0.00362916	0.348125	0.173484	0.350256	0.0360708	0.0369025	0.163678	0.0684933	0.892623	0.0492908	0.177477	0.133035	0.0203045	0.0196399	0.0290269	0.217912	0.32901	0.110018	0.0409518	0.966053	0.0341132	0.494949	0.295169	0.356358	0.17263	0.653762	0.452274	0.150625	0.158749	0.0562687	0.0283231	0.00432353	0.0195091	0.144348	0.0241875	0.0175783	0.106026	0.164081	0.0193719	0.345188	0.782902	0.289635	0.0517155	0.1851154	0.2435336	0.113972	0.180405	0.0604559	0.0133832	0.0259982	0.00614727	0.122336	0.0233091	0.0463453	0.113991	0.165453	0.0783241	0.0115144	0.0340865	0.00427859	0.5003366	6	7.07278	0.1297431	0.537311	0.823667	1.08137	1.55765	0.221801	0.233893	0.143609	0.0848066	0.149344	0.166547	0.7438702	0.6726128
4	0	-374.633	-324.0033	-50.6297	4.811619	1.587585	0.0701182	0.305717	0.24077	0.339303	0.184218	0.00301225	0.00959499	0.237068	0.0944646	0.736507	0.0604149	0.120573	0.509519	0.0388992	0.16557	0.005835	0.233926	0.136495	0.0289372	0.167389	0.559947	0.0165958	0.2543	0.0838577	0.168487	0.00473086	0.827689	0.155992	0.0384974	0.178935	0.0136632	0.109691	0.132864	0.0730272	0.0894642	0.424825	0.165396	0.131495	0.315934	0.56867	0.449716	0.216982	0.0947022	0.027829	0.2042976	0.4383005	0.108137	0.0164657	0.131948	0.121131	0.0222672	0.0276523	0.13459	0.00788637	0.064122	0.130795	0.166922	0.000914895	0.03732	0.0283128	0.0015355	0.4174468	10	5.517225	0.2883728	0.238541	0.602514	1.05518	2.10377	0.158603	0.280903	0.113365	0.0696406	0.183648	0.19384	0.8557473	0.4878155
5	0	-368.5378	-315.4092	-53.12864	6.126064	2.415252	0.245045	0.0221372	0.379164	0.219045	0.0579075	0.0189005	0.0110811	0.0849425	0.0335186	0.998605	0.0186225	0.202617	0.00616943	0.000759531	0.0471275	0.0315731	0.950173	0.0986361	0.00672013	0.070626	0.548764	0.0260371	0.412097	0.0093745	0.00278263	0.0129351	0.213547	0.0717259	0.06481	0.204292	0.175502	0.0255448	0.0411296	0.248137	0.502691	1.05702	0.00354471	0.0183412	0.64719	0.00202302	0.0383015	0.0425639	0.00816062	0.433216	0.1623872	-0.01246204	0.178486	0.0116493	0.0297205	0.0721619	0.0232086	0.00366421	0.113606	0.00382083	0.0971269	0.0610565	0.136902	0.0105311	0.0809403	0.134563	0.0425626	0.4962598	8	7.877497	0.208035	0.338272	0.692971	1.0776	1.89116	0.205891	0.25524	0.146748	0.106048	0.178364	0.107709	0.4837978	1.025759
6	0	-347.7423	-309.7768	-37.96542	5.826052	4.282239	0.0953779	0.052527	0.109143	0.0141506	0.37892	0.0204921	0.0270764	0.138548	0.165769	0.561798	0.0327923	0.00164996	0.0791857	0.00880935	0.0906017	0.0858198	0.498513	0.155754	0.160598	0.0059178	0.488869	0.00615503	0.0139607	0.164646	0.0402283	0.270198	0.238196	0.00624228	0.0553629	0.175162	0.0498336	0.00951468	0.106485	0.0680652	0.0445869	0.326581	0.124773	0.158971	0.00622109	0.0343622	0.169994	0.07301	0.0404567	0.171651	0.1512757	0.2350039	0.13309	0.0679749	0.109492	0.0355377	0.0127602	0.0158209	0.126823	0.00590111	0.0497436	0.134934	0.249505	0.00821674	0.0149334	0.0289837	0.00628421	0.4471167	7	7.741382	0.1391193	0.469225	0.784437	1.08426	1.66208	0.174492	0.267639	0.116471	0.0487502	0.191591	0.201058	0.6821206	0.6554804
7	0	-353.8455	-307.986	-45.8595	6.309047	2.810342	0.0262516	0.174257	0.111379	0.00184874	0.131513	0.0492084	0.0177706	0.0366246	0.130872	0.688154	0.00844146	0.0173431	0.0377624	0.0142557	0.369427	0.0137956	0.408453	0.153806	0.0988236	0.199084	0.465755	0.00577786	0.105616	0.00872018	0.010074	0.0392701	0.24367	0.183315	0.250158	0.0395343	0.040276	0.193306	0.204571	0.120936	0.0465493	0.562232	0.165106	0.0343051	0.135964	0.0621397	0.102704	0.0209288	0.0705336	0.0972761	0.1179252	0.228257	0.10536	0.0585955	0.0420585	0.0287583	0.00787283	0.00743321	0.0820757	0.00241129	0.0380293	0.0924933	0.333015	0.0239518	0.0794242	0.0838531	0.0146672	0.2838609	7	8.038692	0.1639271	0.374036	0.720455	1.0814	1.8241	0.202981	0.305504	0.0891616	0.0951608	0.125501	0.181691	0.5121179	0.5542882
8	0	-370.66	-307.7418	-62.91817	4.869186	5.58305	0.0346522	0.185639	0.376678	0.103911	0.158664	0.00811274	0.0177028	0.102418	0.3275	1.53562	0.0480661	0.064253	0.00339115	0.0137228	0.0147932	0.0439286	0.469503	0.11572	0.518416	0.0412962	1.18609	0.00543948	0.0552753	0.0675508	0.0311556	0.0138773	0.181784	0.118076	0.641136	0.0509517	0.292302	0.552916	0.118368	0.121144	0.0176429	0.827922	0.305845	0.333499	0.021582	0.000564413	0.105038	0.0266758	0.0694454	0.00115683	0.2469878	0.1754625	0.203521	0.0329942	0.0602967	0.0392582	0.0348689	0.00299555	0.139727	0.00215334	0.0215641	0.158384	0.205257	0.032986	0.0257697	0.0311567	0.00906833	0.3573559	6	10.9279	0.1692699	0.524628	0.816713	1.08217	1.57649	0.158789	0.268698	0.118514	0.100072	0.173974	0.179954	0.5328184	0.6706898
9	0	-366.3439	-318.1789	-48.16502	5.787781	3.790254	0.0723946	0.00336978	0.0282697	0.466643	0.190418	0.164419	0.303075	0.493733	0.02455	0.14755	0.1773	0.0119314	0.530252	0.0473906	0.12969	0.111533	0.0609445	0.249185	0.193386	0.0184625	0.755112	0.274941	0.00715781	0.0217653	0.648234	0.33151	0.00879804	0.0136084	0.00694773	0.0730503	0.621902	0.104565	0.272043	0.128467	0.169024	0.00998717	0.153724	0.302806	0.0912045	0.203322	0.057503	0.00907016	0.0146621	0.169057	0.1902695	0.209692	0.138476	0.096253	0.0424595	0.0225097	0.0263277	0.0199259	0.1688	0.00749472	0.0541569	0.0557623	0.213221	0.0172541	0.00217387	0.105596	0.0295903	0.6360983	9	6.079996	0.146212	0.442455	0.767629	1.08437	1.70554	0.175813	0.176871	0.135796	0.0605263	0.275752	0.175241	0.8457903	0.7520757
