Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-156.9402	-135.3873	-21.55289	3.400254	3.089994	0.0161635	0.825857	0.293936	0.0602024	0.937657	0.0665164	0.374058	0.0334115	0.00500055	0.273455	0.308885	0.163535	0.0451979	0.0553423	0.00977556	0.247387	0.233994	0.0178912	0.567599	0.0552813	0.127553	0.401164	0.3178145	-0.1526109	0.0409305	0.350828	0.0150837	0.000153465	0.000518286	0.00703739	0.0413002	0.026376	0.00599856	0.0374895	0.104479	0.0166746	0.00905372	0.0260923	0.317984	0.5767907	5	4.098067	0.2810765	0.396106	0.736392	1.08293	1.78458	0.135599	0.172858	0.117378	0.426772	0.0539523	0.0934397	0.4241798	1.359779
1	0	-134.3924	-124.8758	-9.516584	6.263666	0.6189202	0.0533988	0.14096	0.0166778	0.0362841	0.121549	0.0153757	0.0824677	0.093659	0.0866899	0.161706	0.0668342	0.00511913	0.0148129	0.897262	0.0213962	0.0690851	0.290884	0.00821661	0.0618732	0.17151	0.0022832	0.279884	0.08819479	0.08820366	0.0689281	0.301097	0.0629894	0.0603843	0.0113463	0.0522568	0.0507889	0.034329	0.0314611	0.148873	0.0055948	0.0811456	0.00325067	0.0301957	0.05736	0.310267	2	7.744669	0.1965609	0.0570323	0.322627	0.890673	2.72967	0.131539	0.136227	0.0530764	0.527772	0.0265124	0.124873	0.3984706	0.7786445
2	0	-128.0178	-121.692	-6.325869	6.607491	9.934264	0.0388905	0.00797193	0.0196124	0.00236347	0.0181629	0.0693078	0.0464128	0.00383561	0.00529824	0.00656943	0.138334	0.0042343	0.101199	0.229842	0.00768523	0.135177	0.217512	0.00657771	0.0631692	0.285118	0.00834963	0.00843231	0.07583325	-0.1121205	0.0802577	0.11916	0.0549197	0.0912983	0.000253268	0.0683663	0.10947	0.138929	0.0175169	0.0901588	0.0236842	0.0479294	0.0473589	0.0395327	0.0711655	0.612315	6	10.09346	0.1589266	0.630381	0.870382	1.07247	1.42677	0.0733162	0.160219	0.072917	0.582851	0.0503782	0.0603181	0.5001945	1.224154
3	0	-112.7241	-124.7182	11.99409	5.496934	0.6672683	0.0193581	0.00605724	0.0578438	0.00604202	0.0406029	0.00941416	0.134459	0.0251591	0.0333884	0.0941313	0.0179339	0.0605629	0.0920686	0.0821101	0.00849161	0.0352014	0.00250742	0.0318694	0.136347	0.052296	0.00043498	0.00327479	0.0381479	0.03747631	0.0247556	0.069455	0.0995043	0.121295	0.0401275	0.0562595	0.103639	0.0142358	0.103691	0.180871	0.0114268	0.0717027	0.038567	0.0372018	0.0272683	0.6530677	2	6.065887	0.3196375	0.0672152	0.347668	0.912108	2.67301	0.0808105	0.139455	0.0678638	0.56174	0.0617102	0.0884196	0.690544	0.9457293
4	0	-120.5338	-126.7526	6.218781	6.407318	0.3572045	0.00248642	0.0521512	0.000529469	0.00582125	0.00555406	0.0330905	0.0280226	0.109204	0.0371654	0.0374594	0.010181	0.0220764	0.009475	0.0924162	0.0511739	0.0374831	0.0280318	0.167033	0.0114458	0.0123909	0.335668	0.0663472	0.04895032	0.0213473	0.0456788	0.0968872	0.049818	0.0104382	0.0028994	0.0112235	0.073048	0.170892	0.0261014	0.220564	0.00525805	0.00319967	0.0471558	0.114634	0.122203	0.4537341	2	11.56084	0.1438641	0.0110552	0.149147	0.680485	3.15931	0.163964	0.132002	0.038033	0.574851	0.0526231	0.0385264	0.4750814	0.955066
5	0	-109.6888	-133.7292	24.04038	4.196068	0.4484064	0.0209506	0.00727903	0.0107783	0.00182834	0.0363938	0.0229305	0.0628741	0.00552132	0.0712314	0.00121739	0.0173069	0.0236438	0.0120053	0.102392	0.0331132	0.0779152	0.0990716	0.00226588	0.0182202	0.0890052	0.0195053	0.0388772	0.0335236	0.1318181	0.0202858	0.027927	0.0726431	0.125645	0.0205223	0.0917533	0.0972355	0.0143818	0.0297443	0.0776558	0.205171	0.0482043	0.137089	0.0122408	0.0195014	0.462281	3	4.859651	0.3040546	0.0242719	0.216907	0.778768	2.98005	0.0944272	0.090392	0.121631	0.525172	0.0769052	0.091473	0.5940991	0.778121
6	0	-144.2618	-127.8131	-16.44874	4.963303	0.9459079	0.00799042	0.390711	0.446548	0.00700567	0.0797361	0.0455107	0.198318	0.0894611	0.199456	0.507989	0.50012	0.0402805	0.0215426	0.00445772	0.301351	0.0494126	0.0872585	0.24741	0.036496	0.165952	0.50272	0.0112875	0.1866425	0.2108612	0.141568	0.0232279	0.193021	0.0628188	0.0136358	0.0279417	0.0284885	0.110872	0.102957	0.107092	0.0703727	0.0162885	0.0209972	0.0457754	0.0349441	0.3826906	4	8.651985	0.1768274	0.126039	0.459867	0.990425	2.42367	0.113355	0.266622	0.0973432	0.381783	0.0744552	0.0664409	0.5935518	0.6447467
7	0	-112.7345	-120.9531	8.218576	9.209729	2.000734	0.00944439	0.0278881	0.0269976	0.0172739	0.0225624	0.0687112	0.145559	0.0263931	0.0385034	0.031488	0.0153003	0.0101583	0.102837	0.050227	0.0464778	0.0326085	0.00472845	0.00739402	0.000587872	0.117689	0.0298471	0.00983388	0.06048472	0.0773012	0.217498	0.0243981	0.162949	0.0205168	0.0342562	0.211345	0.0941467	0.0033609	0.0175171	0.0342817	0.0154117	0.100785	0.00325514	0.0581544	0.00212391	0.4391607	4	10.53048	0.2493555	0.293362	0.655092	1.07001	1.98154	0.0774731	0.116406	0.0786614	0.600357	0.0764979	0.0506042	0.5164619	0.8503255
8	0	-146.4694	-129.1445	-17.32491	10.91151	1.179061	0.00747518	0.106161	0.0496942	0.0499005	0.246907	0.0391926	0.05935	0.032654	0.102565	0.221701	0.0127722	0.0111885	0.0178414	0.0944993	0.261959	0.257568	0.10765	0.262206	0.0454764	0.0719188	0.0483584	0.214997	0.1212315	0.08631081	0.131748	0.0521038	0.221965	0.105679	0.095467	0.0186533	0.0201989	0.0380752	0.0267438	0.0852663	0.00677809	0.0569449	0.0267765	0.00378981	0.109811	0.4428094	4	12.71944	0.1727401	0.171238	0.524668	1.02432	2.27977	0.049349	0.178445	0.0523393	0.57572	0.0675221	0.0766253	0.5291202	0.8368786
9	0	-126.6356	-120.273	-6.362642	6.14098	1.091348	0.00705818	0.0763444	0.142733	0.0107863	0.0192797	0.136762	0.163935	0.0158194	0.0648263	0.0430811	0.0357511	0.102208	0.313446	0.398827	0.315019	0.00143045	0.21925	0.160128	0.0166026	0.108565	0.0405157	0.213436	0.1280699	-0.1635462	0.033212	0.0838717	0.26435	0.0122018	0.102012	0.036181	0.0710736	0.0841188	0.0355717	0.104113	0.0555462	0.0295612	0.0439541	0.000159603	0.0440738	0.5299404	5	6.699434	0.1967055	0.154812	0.502586	1.01363	2.32897	0.0565212	0.125095	0.0691512	0.545231	0.0617017	0.1423	0.3663942	1.446367
