Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-418.9338	-362.9614	-55.9724	9.186613	5.456616	0.0187336	0.000997385	0.00251625	0.0312583	0.00742011	0.0266213	0.216383	0.0200319	0.00427639	0.0948578	0.0348148	0.106932	0.00625807	0.0548386	0.114016	0.0291021	0.0111956	0.0535167	0.0662546	0.0569179	0.0141244	0.0521508	0.0048466	0.124679	0.152306	0.337998	0.00744852	0.129905	0.419979	0.0536079	0.0280543	0.0338658	0.220337	0.0278344	0.0196449	0.0568413	0.113556	0.0571261	0.588162	0.442582	0.00437645	0.0309679	0.206838	0.013372	0.332903	0.0651153	0.245304	0.0100815	0.449153	0.0637475	0.00842867	0.202449	0.239809	0.0517228	0.660959	0.0565592	0.0591565	0.12659	0.0346167	0.220547	0.0201474	0.0877608	0.1091946	0.0189934	0.0488916	0.115275	0.0299987	0.0261475	0.0364669	0.0643493	0.184342	0.02947	0.0930926	0.0591925	0.120529	0.00551035	0.0358927	0.105747	0.0450953	0.7619771	14	10.66445	0.1578993	0.520004	0.814139	1.08243	1.58343	0.224981	0.166594	0.190045	0.0649241	0.245033	0.108423	0.7809705	0.9756798
100	-422.4673	-367.1489	-55.31837	9.347279	6.212065	0.0402169	0.0899626	0.0396265	0.0790196	0.0194155	0.046292	0.0286722	0.0506905	0.116164	0.546549	0.000786201	0.0731598	0.00114326	0.0474018	0.00752464	0.0165996	0.273965	0.0255686	0.0491022	0.162155	0.0277879	0.015911	0.0133333	0.00828237	0.255873	0.535744	0.0539391	0.0542925	0.376254	0.170188	0.0447607	0.025835	0.115926	0.0186878	0.0670842	0.00286032	0.107362	0.0340381	0.512183	0.128779	0.00407262	0.139369	0.763623	0.710968	0.191898	0.0855064	0.397678	0.110866	0.101601	0.00571906	0.017224	0.00924799	0.457988	0.0781455	0.0997388	0.0132971	0.137791	0.039317	0.231172	0.0615201	0.0151783	0.176183	0.1169625	0.02833437	0.0482747	0.0740166	0.0346242	0.038019	0.106639	0.0418071	0.0670829	0.000399641	0.151478	0.0949727	0.130263	0.00989804	0.057564	0.102134	0.0428266	0.5746529	14	9.575881	0.2610347	0.545766	0.828219	1.08078	1.54524	0.141412	0.154327	0.17487	0.11552	0.23815	0.175722	0.6029873	0.95301
200	-436.308	-365.8053	-70.50271	9.484289	3.74855	0.858042	0.0842954	0.0588003	0.0024719	0.0135105	0.143824	0.00457498	0.0315906	0.140781	0.401666	0.00889898	0.047095	0.0695433	0.179097	0.0817485	0.0754497	0.199059	0.276001	0.00365782	0.108457	0.0196168	0.0350586	0.278977	0.0636759	0.14858	0.0842914	0.465861	0.0434868	0.157871	0.0240848	0.894228	0.12641	0.0238827	0.0257155	0.104456	0.0326768	0.00342488	0.165646	0.303313	0.0989384	1.13819	0.458629	0.0397282	0.340572	0.0338588	0.100478	0.551604	0.00199455	0.0260108	0.0624901	0.0606559	0.0456456	0.0985575	0.563705	0.0364703	0.00824228	0.0720941	0.0725769	0.402306	0.177529	0.00581587	0.204455	0.1442877	0.1610628	0.0729572	0.0228366	0.303391	0.0885517	0.0602364	0.044365	0.0242127	0.01394	0.106092	0.036781	0.155914	0.0126532	0.00016373	0.0411521	0.0167538	0.5317271	14	9.686947	0.1753119	0.439992	0.766039	1.08435	1.70962	0.143582	0.228082	0.194296	0.097699	0.207705	0.128635	0.6927899	0.7675157
300	-470.9047	-374.0404	-96.86421	7.934903	3.638038	0.355139	0.0649855	0.0152186	0.0201114	0.0197361	0.0217092	0.12088	0.325227	0.109461	0.77185	0.505533	0.0589469	0.130014	0.154026	0.0453345	0.184477	1.3207	0.0269769	0.0231214	0.175397	0.0412401	0.258998	0.0649601	0.0131825	0.207294	0.0735809	0.0502438	0.264855	0.0337119	0.0871825	0.839368	0.111956	0.999463	0.0861392	0.0200849	0.388327	0.0065417	0.233946	0.619872	0.108184	1.60605	0.279922	0.021952	0.754762	0.174978	0.0694932	0.315113	0.00116047	0.0884232	0.035244	0.000942564	0.221462	0.117808	0.465469	0.216721	0.170612	0.0113947	0.332828	0.0412409	0.0776255	0.00636109	0.472661	0.2364156	0.136697	0.0473782	0.17841	0.118234	0.0275552	0.0724083	0.102862	0.00930946	0.026611	0.0541264	0.0339498	0.0919724	0.0102587	0.0719142	0.14647	0.00854065	0.8305883	14	9.125595	0.2345187	0.433301	0.761682	1.08426	1.72076	0.116557	0.126126	0.270559	0.0988095	0.254824	0.133125	0.9672852	0.8586798
400	-439.7739	-362.4894	-77.28452	9.904144	7.324604	0.0217871	0.450328	0.0664747	0.337932	0.0966115	0.0371765	0.0509874	0.134874	0.094406	0.0481438	0.06739	0.271543	0.188893	0.187735	0.117459	0.125044	0.00873783	0.167392	0.098202	0.0198656	0.002923	0.0470555	0.00686449	0.147518	0.171293	0.369094	0.020637	0.0896894	0.243118	0.137772	0.0408974	0.00544645	0.139293	0.0249133	0.0679537	0.501935	1.15298	0.749436	0.693706	0.0482442	0.326588	0.0368632	0.0351585	0.0499372	0.288429	0.089768	0.465422	0.00827163	0.0362313	0.00529301	0.0168773	0.124402	0.024925	0.0831625	0.169664	0.166753	0.0167834	0.0373045	0.0171754	0.557492	0.0862462	0.0650191	0.1434733	0.2031175	0.0408563	0.0682414	0.104024	0.0116776	0.0833199	0.0700315	0.128395	0.0501	0.117527	0.0393687	0.146283	0.00552486	0.0555549	0.0562859	0.0228094	0.6770127	13	11.05893	0.21456	0.577016	0.844487	1.0782	1.5003	0.183265	0.136686	0.218101	0.0724668	0.252361	0.13712	0.8801302	0.7692188
500	-430.8044	-369.6294	-61.175	7.521448	4.976508	0.340301	0.0402935	0.00330828	0.00816543	0.0343178	0.069764	0.0029546	0.0524545	0.0324038	0.155227	0.11335	0.04965	0.172587	0.406608	0.18925	0.264727	0.0263159	0.57579	0.0171448	0.047979	0.0586248	0.160952	0.0214123	0.0359881	0.160274	0.158803	0.0293095	0.00741403	0.0191283	0.148649	0.392357	0.0171899	0.690878	0.154896	0.0484143	0.21359	0.00207499	0.186659	0.0585965	0.0541508	0.346719	0.411548	0.0723646	0.298431	0.00274903	0.427662	0.00112995	0.0107081	0.0100562	0.00223361	0.0177132	0.0979845	0.0202916	0.612839	0.0284774	0.0619488	0.0154362	0.0557912	0.194019	0.188006	0.0347789	0.291581	0.1353835	0.209673	0.0230744	0.144391	0.0356365	0.0335717	0.0655734	0.0993047	0.0294015	0.00328512	0.106955	0.10576	0.0781083	0.0221587	0.0431627	0.124952	0.084666	0.5384391	11	8.828781	0.1871228	0.501099	0.803395	1.08334	1.61216	0.154421	0.139883	0.153906	0.102246	0.347481	0.102061	0.7481122	0.7197305
600	-440.2853	-358.4327	-81.85264	11.67218	5.434568	1.58573	0.00580642	0.0133693	0.0279789	0.00368388	0.257825	0.106445	0.103553	0.290597	0.821486	0.0598909	0.039998	0.041028	0.173291	0.0363678	0.0121475	0.0850998	0.0404361	0.00131875	0.0137705	0.155046	0.0480299	0.0720553	0.0611092	0.00349949	0.484852	0.0792537	0.121243	0.562549	0.0459715	0.574275	0.0575948	0.0409854	0.0576137	0.0148274	0.241333	0.134709	0.563421	0.197023	0.0431114	0.0133174	0.742126	0.135276	0.308599	0.0315879	0.481396	0.00507236	0.00819715	0.309589	0.0571111	0.0136479	0.303166	0.0014224	0.156263	0.0307919	0.0219369	0.410431	0.00061246	0.0469613	0.0175008	0.402132	0.0717207	0.1499102	0.04822204	0.0215886	0.0741087	0.0723671	0.0904409	0.0658294	0.0359955	0.0521469	0.00470888	0.147938	0.1325	0.146466	0.0041889	0.0181725	0.0570847	0.0764644	0.6015925	16	12.37833	0.1769152	0.519183	0.81368	1.08247	1.58466	0.16293	0.120037	0.286944	0.0641578	0.227666	0.138265	0.6498146	0.9257911
700	-446.7837	-363.3619	-83.42178	7.743383	5.5339	0.0267345	0.064177	0.00425904	0.219426	0.01226	0.0634602	0.274934	0.0494578	0.324626	0.303277	0.126304	0.027423	0.0589504	0.0112152	0.00908929	0.0098188	1.02595	0.00266874	0.313103	0.00376744	0.0220607	0.101223	0.0157217	0.0208671	0.162923	0.612523	0.0489803	0.0137391	0.346377	0.0942511	0.104534	0.0362167	0.212395	0.0272253	0.0534265	0.0182724	0.0282231	0.000406318	0.538449	0.122469	0.114662	0.00845095	0.0186378	0.3093	0.227857	0.0343378	0.612872	0.0120076	0.248103	0.0434359	0.717354	0.612099	0.183771	0.0201271	0.0645663	0.0307997	0.409629	0.271635	0.143586	0.0307831	1.03954	0.184325	0.1162005	-0.2178841	0.085254	0.0428075	0.0215519	0.0694165	0.10172	0.0669692	0.0748596	0.006317	0.138253	0.071248	0.0608902	0.0419033	0.0267208	0.171772	0.020317	1.015936	15	10.55371	0.2510855	0.522847	0.815724	1.08227	1.57916	0.133467	0.162269	0.165947	0.0910566	0.337028	0.110232	0.798052	1.27302
800	-428.7929	-357.1058	-71.6871	12.20841	3.275122	0.0576186	0.127982	0.0241895	0.00834102	0.0715401	0.14581	0.122036	0.0981351	0.164101	0.400374	0.624867	0.140404	0.361324	0.0154185	0.0638266	0.00918745	0.0239617	0.00399201	0.109672	0.0854178	0.00751533	0.0729506	0.0104139	0.00264113	0.0791064	0.233679	0.031728	0.0179998	0.57929	0.0436403	0.008037	0.000274303	0.253353	0.141223	0.0367859	0.0286805	0.619445	0.0313866	0.200667	0.00178786	0.0456104	0.076068	0.369813	0.432629	0.149764	0.0560234	0.413225	0.00868834	0.369484	0.104108	0.00326967	0.0335567	0.019069	0.0250949	0.00502965	0.817709	0.00111924	0.0832433	0.037867	0.363698	0.0189454	0.0983502	0.1355907	0.1283444	0.105502	0.0937481	0.0532661	0.0392715	0.0955347	0.06187	0.0140122	0.00669159	0.149343	0.0466571	0.178037	0.0707691	0.0186871	0.0428403	0.0237707	0.3526557	15	12.6337	0.215104	0.409486	0.745706	1.08357	1.76123	0.157005	0.1026	0.239525	0.0774726	0.264796	0.158601	0.4810001	0.7331718
900	-404.2811	-360.515	-43.76613	14.46249	4.176042	0.0710816	0.0226911	0.0127644	0.164709	0.0683632	0.0101088	0.00359144	0.00500421	0.000762832	0.0112309	0.0178626	0.0404452	0.0694636	0.131101	0.00294265	0.00514942	0.0281032	0.00223967	0.0466856	0.0149053	0.0089374	0.0325074	0.0249414	0.0354464	0.0360134	0.213693	7.28914e-05	0.0249659	0.164519	0.102482	0.0212138	0.000848335	0.069055	0.00300626	0.0437255	0.267046	0.12497	0.0751643	0.0680268	0.282356	0.161805	0.0580721	0.15268	0.114689	0.0183276	0.0674528	0.0699444	0.00476847	0.287827	0.00592106	0.00257087	0.00176888	0.0320548	0.0347887	0.179646	0.255031	0.0442156	0.0556903	0.0386921	0.117228	0.00852487	0.0748247	0.06244267	-0.05103732	0.0732464	0.080588	0.0831031	0.0278684	0.0520223	0.0705809	0.286637	0.00209101	0.0667234	0.0582501	0.0383678	0.00254956	0.0850344	0.0414132	0.031524	0.7547052	11	19.51283	0.1020303	0.463779	0.781085	1.08433	1.6708	0.0881689	0.0734061	0.277566	0.0680915	0.365603	0.127165	0.7036679	1.07253
