Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-362.1112	-354.5037	-7.607498	14.02264	4.090503	0.0302004	0.0560689	0.010328	0.0718579	0.0167751	0.0252872	0.00818172	0.00244238	0.0016332	0.0590211	0.0182222	0.00526271	0.00800429	0.0110707	0.00306119	0.00252668	0.0119146	0.0612683	0.0460643	0.0259621	0.0129338	0.039457	0.00564823	0.0127362	0.00117883	0.0456984	0.0309857	0.00266106	0.06388	0.0183485	0.000647221	0.0241391	0.00940189	0.0340792	0.0295861	0.142633	0.00667672	0.0325444	0.0419906	0.0866598	0.0306486	0.00810283	0.0175857	0.0429952	0.0495853	0.0670271	0.0212339	0.0147408	0.00362112	0.0212208	0.00446828	0.00780836	0.0016292	0.128006	0.0338075	0.0127189	0.0656113	0.0419108	0.0254139	0.0321258	0.0776506	0.0783955	0.0293774	-0.01016682	0.0139482	0.124294	0.230896	0.0593452	0.0881986	0.0491426	0.00207654	0.00643424	0.141655	0.0112465	0.0428109	0.0210676	0.0375553	0.101486	0.0698447	0.4996173	9	53.84317	0.0789738	0.459266	0.778282	1.08438	1.67808	0.175188	0.151898	0.233475	0.0881977	0.263405	0.087837	0.4894505	1.020772
100	-337.7562	-343.6796	5.923376	16.4908	3.326867	0.00279768	0.000638867	0.00633779	0.0778792	0.0176912	0.0115503	0.0144431	0.0204218	0.0159738	0.0227864	0.0293702	0.00453051	0.0129894	0.0278473	0.00677576	0.0106495	0.00484424	0.0386771	0.00527485	0.0436287	0.00726289	0.103011	0.0187388	0.0072145	0.0231826	0.0111347	0.0179785	0.0192925	0.0154148	0.0315448	0.0532464	0.0043203	0.0120595	0.00672332	0.0350614	0.00846705	0.00461001	0.00438921	0.0305209	0.0178347	0.00328956	0.0929339	0.0166975	0.0644872	0.00529234	0.0275848	0.03775	0.0251405	0.00218349	0.00493865	0.0128418	0.0756294	0.0102839	0.0726861	0.0501633	0.00365475	0.0497311	0.0262357	0.0215863	0.0781571	0.0062248	0.090936	0.02498147	-0.03391927	0.0718731	0.0721446	0.0942536	0.115692	0.0834972	0.0344475	0.0694654	0.026951	0.129528	0.122393	0.0202412	0.00690106	0.0882162	0.0510296	0.0133658	0.5176571	11	52.22166	0.07477917	0.413068	0.748158	1.08371	1.75506	0.135733	0.128409	0.283972	0.0863316	0.217841	0.147713	0.4837378	1.070119
200	-358.7587	-345.5765	-13.18223	19.13725	6.38485	0.00976231	0.00150888	0.00120439	0.071519	0.0183699	0.0120558	0.000393076	0.00101458	0.0108043	0.0433183	0.00447441	0.0109233	0.00227845	0.00577426	0.00689344	0.0272212	0.000430268	0.00537352	0.0252563	0.0159407	0.00253571	0.0510969	0.0331135	0.00380677	0.0245222	0.00961731	0.00538137	0.0185896	0.00796601	0.0164636	0.00789763	0.00542882	0.00830023	0.0173188	0.12321	0.0870539	0.0150119	0.0099295	0.0393361	0.0069165	0.0019809	0.0220789	0.0673564	0.0119238	0.0356554	0.00525073	0.0174522	0.0169767	0.106713	0.0224506	0.0942905	0.00709554	0.0571449	0.0261889	0.0464027	0.00155709	0.180553	0.0462606	0.0556186	0.0352452	0.061792	0.0125767	0.03032096	-0.002633394	0.105366	0.122541	0.0702051	0.0408742	0.0550913	0.0327698	0.0421334	0.000484506	0.195938	0.154726	0.0135568	0.00451744	0.0855469	0.0412806	0.0349683	0.4340987	6	50.57802	0.13619	0.551086	0.83105	1.08038	1.53748	0.156859	0.0792622	0.203492	0.0921937	0.347387	0.120807	0.4314653	1.006103
300	-352.9526	-350.9531	-1.999504	16.71941	3.024974	0.00509813	0.000120851	0.00201539	0.03065	0.117256	0.0213683	0.000738978	0.0196094	7.83317e-05	0.00255332	0.0556552	0.000320176	0.0147853	0.00491894	0.0226149	0.0299513	0.0284945	0.0605271	0.0202874	0.00697265	0.0131311	0.160904	0.00268666	0.00651215	0.0777474	0.0127676	0.032519	0.0106916	0.0580779	0.0729233	0.0212102	0.00705417	0.00982503	0.0549804	0.0856761	0.00649808	2.54024e-05	0.0206314	0.00491924	0.0294446	0.00453039	0.0227631	0.0147226	0.0363629	0.0414246	0.00412889	0.00775672	0.00164053	0.0070428	0.0382689	0.0010646	0.0615225	0.00988358	0.00984784	0.031695	0.0230721	0.137365	0.0518702	0.0270224	0.0388298	0.00310318	0.0286929	0.02689701	0.02938729	0.100852	0.0618205	0.193746	0.0820406	0.0658845	0.042213	0.0406973	0.00030701	0.0549652	0.0832592	0.0853515	0.0592026	0.0675196	0.0371293	0.0250117	0.76264	11	52.32822	0.06991824	0.391185	0.732901	1.08264	1.79328	0.128298	0.151096	0.278612	0.0771595	0.225556	0.139279	0.7920272	0.9628961
400	-368.0903	-351.4186	-16.67166	13.06129	1.784884	0.0271413	0.0181593	0.01117	0.10308	0.0989224	0.0080726	0.0187497	0.0024834	0.00405451	0.0302299	0.0365456	0.00108505	0.00845753	0.0134008	0.0213907	0.147566	0.00294243	0.0424901	0.0460477	0.0083779	0.0054958	0.00221544	0.0124813	0.00593545	0.0320168	0.0845103	0.037542	0.0250971	0.0839372	0.0065245	4.04063e-05	0.0129342	0.0906031	0.0106675	0.0926989	0.00626377	0.0570089	0.0509547	0.00351851	0.0024344	0.0529457	0.0162575	0.193039	0.0524132	0.0933515	0.00817938	0.00239287	0.0165283	0.0176665	0.0185919	0.012872	0.0638381	0.0204324	0.0190645	0.0063412	0.0220613	0.113018	0.0680616	0.00516769	0.018715	0.0130386	0.0624666	0.03418503	0.09216668	0.0405778	0.0854983	0.203752	0.114537	0.0398691	0.0423986	0.0808067	2.81301e-05	0.130251	0.0716394	0.0853327	0.00379109	0.0606272	0.0122199	0.028672	0.3779395	7	53.77546	0.06715728	0.26617	0.629998	1.06354	2.04029	0.195864	0.137586	0.140608	0.106448	0.298911	0.120583	0.4701062	0.803945
500	-353.447	-345.4925	-7.954485	22.63393	4.162722	0.0373692	0.00101042	0.0162819	0.0670087	0.0239316	0.0756654	0.000556166	0.0179996	0.102517	0.0270836	0.020992	0.0327692	0.00219071	0.0326341	0.0151369	0.0166435	0.0444534	0.00696589	0.0197298	0.00149755	0.00666162	0.0109325	0.0121526	0.0909644	0.0922683	0.0363286	0.0253747	0.00776261	0.0159609	0.0445206	0.00436398	0.00593253	0.0237008	0.0133312	0.0102914	0.141937	0.0733177	0.00240831	0.0255033	0.0338172	0.0433861	0.0151095	0.0640061	0.0948256	0.0106374	0.0225601	0.00963313	0.0305433	0.0028362	0.0226875	0.0211927	0.0698621	0.0575873	0.0585603	0.068231	0.00199726	0.0340363	0.212323	0.0185186	0.0252789	0.0298449	0.0167732	0.03790139	-0.03870693	0.117404	0.118744	0.0810202	0.141137	0.0912724	0.0339224	0.00754532	0.0124585	0.0952932	0.0441083	0.0300136	0.00368493	0.0427644	0.139796	0.0408355	0.6312691	11	54.12791	0.0961475	0.463084	0.780655	1.08434	1.67192	0.0969838	0.127882	0.235155	0.131019	0.312144	0.0968171	0.5925621	1.065321
600	-359.7675	-359.5262	-0.2412443	14.4796	2.377488	0.00515816	0.0335748	0.0294417	0.0156738	0.00486225	0.0294491	0.00674891	0.061089	0.00492458	0.00465895	0.0494901	0.0244283	0.00642223	0.0140363	0.0038897	0.0248098	0.0108928	0.0543803	0.0200564	0.0839242	0.00191695	0.0179642	0.0730212	0.0198792	0.000804255	0.0168714	0.0379967	0.0379523	0.00291624	0.00472606	0.0874474	0.0103025	0.0172193	0.0485835	0.0146339	0.0259209	0.0199554	0.0778392	0.0096939	0.0284476	0.0284096	0.0166887	0.121138	0.0902658	0.0321969	0.00487578	0.0230242	0.0203185	0.0193875	0.0198867	0.0604782	0.00152509	0.0449885	0.0285823	0.0144815	0.0123551	0.0117463	0.0985977	0.0376385	0.0187878	0.0181761	0.000754489	0.03384316	0.05166957	0.0610765	0.0615645	0.156147	0.0770789	0.134097	0.0163023	0.072332	0.000407961	0.099261	0.0598478	0.0535196	0.0228809	0.0624222	0.0514288	0.071634	0.3484301	11	52.77586	0.1277619	0.334525	0.689962	1.07709	1.89842	0.129074	0.174354	0.186371	0.109316	0.21653	0.184354	0.4000997	0.8708582
700	-337.565	-335.8057	-1.759286	21.63951	3.90997	0.0197827	0.0705416	0.0608909	0.0278137	0.095618	0.0429982	0.00543466	0.0566565	0.00972715	0.0293806	0.0150344	0.0149107	0.0245937	0.00976912	0.0413997	0.0136774	0.0184813	0.0158665	0.00400611	0.00926561	0.0406963	0.0172639	0.026077	0.0407767	0.00586119	0.0139499	0.008816	0.00249133	0.00451588	0.0128006	0.0210143	0.0170331	0.0681256	0.00511023	0.0731928	0.00587029	0.00248317	0.142892	0.00103641	0.0256855	0.00141563	0.00122446	0.0334378	0.00339818	0.0267618	0.00804349	0.00429441	0.0108239	0.0213462	0.0290527	0.000992973	0.00794295	0.00212886	0.005311	0.051284	0.124227	0.0122194	0.0504012	0.0110327	0.00742808	0.0119856	0.00115968	0.02052343	0.005297785	0.0990752	0.0930868	0.231129	0.086231	0.0789115	0.0150979	0.0269377	0.00351819	0.139704	0.0519849	0.0510522	0.00584118	0.103581	0.0116534	0.00219542	0.4752509	11	52.79738	0.1002265	0.449347	0.772037	1.0844	1.69421	0.150539	0.19368	0.187508	0.0769168	0.293412	0.0979439	0.4805487	0.9889756
800	-311.1119	-338.4934	27.38151	28.01104	3.510915	0.0145705	0.00430127	8.00649e-05	0.0144487	0.00872688	0.00888942	0.00845203	0.0207726	0.00730629	0.0141621	0.00503455	0.00234564	0.0127457	0.00898099	0.00701502	0.00151718	0.0111901	0.00154126	0.00516515	0.00651715	0.0487266	0.00593429	0.000617431	0.0168552	0.00812962	0.0063965	0.0216011	0.0125202	0.00786141	0.0211035	0.0017431	0.0251601	0.0606281	0.00518002	0.041103	0.00211852	0.00523578	0.0759891	0.0172467	0.00146481	0.00436574	0.00727409	0.0428991	0.00299109	0.0128948	0.00489056	0.0114528	0.0321784	0.0771209	0.0039329	0.0148063	0.00449736	0.00785315	0.00919668	0.00267249	0.003152	9.83908e-05	0.00417579	0.0113438	0.0177754	0.00516878	0.0137712	0.01466915	-0.008909986	0.073875	0.089853	0.192411	0.140858	0.102962	0.0562729	0.022453	0.000651147	0.123137	0.0710246	0.0348161	0.00866937	0.0452024	0.0129931	0.0248212	0.5167946	10	51.10765	0.05423509	0.425294	0.756394	1.08409	1.73422	0.125611	0.146842	0.251524	0.0815612	0.26553	0.128931	0.5078847	1.017543
900	-369.6503	-350.6833	-18.96701	18.21607	4.344122	0.0140721	0.030065	0.0282032	0.0597204	0.0243168	0.00716772	0.08487	0.00542523	0.0222372	0.0459522	0.119163	0.0112877	0.071163	0.0556906	0.00621904	0.00197703	0.0164087	0.038987	0.00284664	0.00222695	0.00392907	0.0283442	0.0280029	0.0157773	0.0774001	0.00770268	0.00229242	0.0105638	0.0246663	0.0395835	0.0152867	0.0285892	0.0208666	0.0440062	0.0112397	0.0589508	0.0327414	0.013982	0.0962952	0.0480895	0.0141674	0.134331	0.0914384	0.039905	0.0144247	0.00830311	0.0151272	0.0142372	0.137146	0.00881325	0.0426495	0.0133317	0.0698438	0.00619945	0.0401545	0.0595389	0.0312357	0.0203727	0.150197	0.0157542	0.0074615	0.00405976	0.02840648	-0.03858327	0.0607208	0.0459043	0.167367	0.031627	0.121169	0.0487224	0.00894021	0.00823858	0.234101	0.10362	0.0296591	0.0749884	0.0370125	0.00748793	0.020442	0.4391383	10	50.09897	0.0762041	0.472322	0.786327	1.08421	1.65714	0.115788	0.11702	0.199287	0.0832394	0.398341	0.0863249	0.400555	1.096325
