Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-585.7446	-498.9155	-86.82913	27.01565	1.502068	0.0707063	0.984616	0.517089	0.00712541	0.03467	0.0962739	0.174652	0.0114559	0.261107	0.205878	0.0239349	0.0976331	0.112287	0.145141	0.555933	0.351597	0.0535608	0.412361	0.560998	0.818512	0.286211	0.560034	0.116183	0.0491605	0.038829	0.194965	0.300388	0.380747	0.570444	0.161515	0.412031	0.143821	0.02805	0.0344521	0.296969	0.0282381	0.355317	0.177942	0.2073051	-0.001329175	0.018244	0.336129	0.0266912	0.0996037	0.0413671	0.0290894	0.0681502	0.0323608	0.00401527	0.00204672	0.0266204	0.106007	0.0360864	0.162463	0.011126	0.2068442	3	27.02	0.07296562	0.225642	0.5889	1.05054	2.13492	0.0804957	0.136111	0.0625503	0.427049	0.0928981	0.200896	0.205515	1.006468
100	-598.7244	-503.4948	-95.22962	26.57766	1.940893	0.12197	0.853571	0.070048	0.300853	0.358047	0.179248	0.313584	0.258041	0.632696	0.194556	0.146128	1.70827	0.276744	0.382885	0.945609	0.111779	0.175999	0.222907	0.565432	0.287295	0.312183	0.0238204	0.405613	0.0359503	0.0702553	0.00638814	0.0385009	0.136817	0.135119	1.04543	0.23921	0.135972	0.0105149	0.83702	0.220008	0.0345285	0.0107777	0.109083	0.2686655	-0.02336736	0.0745389	0.124364	0.0523217	0.193227	0.00626877	0.00149414	0.0835649	0.0270266	0.0113421	0.000351591	0.290425	0.0337024	0.020228	0.0767192	0.00442542	0.3650829	3	28.53884	0.05362843	0.286115	0.648577	1.06844	1.99687	0.0869194	0.138962	0.0671495	0.407653	0.126295	0.173022	0.3417156	1.068382
200	-566.6578	-493.3217	-73.33613	32.18707	5.328343	0.0865257	0.0447678	0.144681	0.193967	0.0149792	0.0987528	0.0375354	0.0729246	0.633955	0.0512881	0.0936581	0.122442	0.280381	0.18732	0.0774889	0.506001	0.0164177	0.359496	0.222838	0.378336	0.0317856	0.482426	0.00475942	0.17149	0.0737885	0.0818196	0.111265	0.011675	0.0297407	0.0157584	0.0903702	0.228024	0.232454	0.322557	0.00303397	0.431282	0.00853623	0.00321354	0.2069706	-0.01265029	0.130184	0.366803	0.0412278	0.0143676	0.0186998	0.00879494	0.15845	0.0276536	0.0138186	0.00210525	0.0478353	0.0145789	0.0125344	0.134802	0.0081454	0.2311879	7	33.98367	0.06719262	0.515168	0.811425	1.08269	1.59072	0.111295	0.0889838	0.0669591	0.473543	0.11658	0.142639	0.2185376	1.057886
300	-571.9689	-490.5069	-81.46202	6.583764	3.142606	0.110396	0.254626	0.0114973	0.00735896	0.497717	0.0577698	0.111276	0.101227	0.275634	0.267592	0.00432461	0.332772	0.097092	0.162505	0.148159	0.0779603	0.78568	0.762808	0.485111	0.857936	0.623498	0.332751	0.186238	0.523779	0.179898	0.119487	0.219584	0.0361347	0.388237	0.0173693	0.190691	0.0343809	0.098548	0.0261456	0.0218763	0.00905371	0.200488	0.218106	0.2383413	0.07567975	0.0639782	0.203498	0.0386317	0.0277657	0.0117624	0.0466933	0.16911	0.0290921	0.026888	0.0195645	0.147748	0.0211125	0.00270532	0.159937	0.0315134	0.3591716	3	37.3088	0.1312739	0.400002	0.73913	1.08314	1.77773	0.112379	0.106593	0.0730248	0.390045	0.175051	0.142908	0.4348514	0.8259641
400	-589.1035	-501.7326	-87.3709	6.479993	4.449326	0.658173	0.48795	0.0594567	0.147491	0.407515	1.09582	0.0348539	0.207618	0.127981	0.266498	0.529465	0.0377639	0.202051	0.205109	0.214711	0.0235003	0.661145	1.23402	0.408209	0.333507	0.334542	0.0648653	0.298957	0.414713	0.148399	0.694357	0.0800086	0.846792	0.394021	0.249544	0.133879	0.0335976	0.206787	0.0577006	0.0564772	0.0209412	0.0163281	1.45474	0.2779854	-0.09175581	0.0166625	0.35281	0.078952	0.0696543	0.0151236	0.0203806	0.0942475	0.0182465	0.00365587	0.00836189	0.164909	0.0393784	0.000399478	0.11505	0.00216792	0.5074272	3	26.39139	0.08625461	0.477463	0.789442	1.0841	1.64899	0.134438	0.0927648	0.124043	0.304853	0.19175	0.15215	0.4156714	1.220741
500	-590.565	-517.4624	-73.10256	6.838004	2.144733	0.04542	0.584138	0.0202875	0.0239525	0.00671915	0.0249396	0.454821	0.664788	0.363325	0.26105	0.455514	0.231984	0.126459	0.907457	0.169444	0.0882626	0.166577	0.384141	0.236687	0.282674	0.0953254	0.161951	0.306955	0.00361085	0.368446	0.423471	0.0614872	0.12046	0.427875	0.121536	0.49556	0.026517	0.683384	0.182593	0.00311948	0.0136355	0.0364204	0.00150652	0.2254218	-0.1451513	0.0167142	0.158378	0.0226683	0.0663014	0.0442028	0.0528627	0.0359951	0.0899773	0.137082	0.0259142	0.155033	0.021093	0.0345683	0.122041	0.0171681	0.5331112	3	26.34823	0.08130101	0.30996	0.669572	1.07322	1.94725	0.179165	0.0730496	0.07976	0.327511	0.14916	0.191354	0.3879599	1.37414
600	-572.8267	-495.1727	-77.654	18.07251	2.523444	0.317905	0.467187	0.198253	0.0120842	0.0412215	0.00723954	0.230545	0.00927401	0.324892	0.0199651	0.0697176	0.180691	0.688895	0.568859	0.200141	0.285909	0.298274	0.0290616	0.232971	0.521756	0.0135452	0.142465	0.114747	0.180294	0.0659396	0.229893	0.260605	0.400028	0.280123	0.231223	0.151664	0.113512	0.0236509	0.123529	0.00102244	0.861033	0.0708573	0.176634	0.2713714	-0.008970235	0.00470016	0.324117	0.0599752	0.183874	0.0426309	0.010486	0.0727086	0.0380263	0.0376298	0.031234	0.0119249	0.0497176	0.0139445	0.117063	0.00196815	0.1824066	4	31.86222	0.07519047	0.348668	0.701186	1.07889	1.87126	0.11444	0.147828	0.0943421	0.400456	0.105976	0.136959	0.1734364	1.051721
700	-553.5174	-496.2551	-57.26226	27.81556	2.552314	0.0669147	0.211279	0.032988	0.0156778	0.127675	0.0870285	0.0839314	0.114485	0.0167211	0.120759	0.0585225	0.023435	0.131855	0.246882	0.143367	0.0521415	0.083514	0.0893822	0.352398	0.26233	0.0758288	0.33306	0.133478	0.325181	0.0555993	0.00234302	0.0239743	0.0525621	0.0807212	0.240552	0.0396803	0.2457	0.114884	0.00893768	0.0949288	0.0718702	0.339165	0.138566	0.1232039	0.008888032	0.0208676	0.419526	0.0229004	0.027037	0.000402653	0.00523983	0.0840842	0.0072915	0.0200135	0.0877112	0.0956952	0.0338334	0.0212284	0.137547	0.016622	0.3928461	3	28.90402	0.1144582	0.351361	0.703283	1.0792	1.86616	0.102634	0.185445	0.0867452	0.371365	0.118434	0.135378	0.4017341	0.9778758
800	-572.294	-497.802	-74.49197	7.778563	1.352702	0.13294	0.431224	0.112101	0.00219064	0.105596	0.0164758	0.252148	0.230581	0.144487	0.0114651	0.0412875	0.337087	0.216681	0.591711	0.50051	0.299153	0.277447	0.30352	0.221865	0.16858	0.273153	0.0860161	0.0187488	0.544443	0.0189832	0.167532	0.811697	0.232025	0.0175782	0.149111	0.667928	0.369772	0.00183158	0.0135874	0.0856019	0.373119	0.196077	0.249356	0.2207794	0.01238701	0.0133136	0.17853	0.0583626	0.159968	0.0212691	0.034257	0.143468	0.0284524	0.0174894	0.0195882	0.172063	0.0252269	0.00802465	0.0813881	0.0385995	0.5405359	1	30.56537	0.05875771	0.201645	0.562049	1.04046	2.19585	0.0859909	0.104739	0.0703783	0.440278	0.0989544	0.199659	0.5529229	0.9775972
900	-548.2754	-484.6747	-63.60066	27.03506	3.628969	0.0142859	0.227041	0.0483965	0.00593227	0.302133	0.0973868	0.0472686	0.0183371	0.0530493	0.0725037	0.00920379	0.0271666	0.159683	0.58446	0.22676	0.00399228	0.0654938	0.266563	0.237103	0.43908	0.318957	0.0849442	0.00495172	0.313678	0.0147274	0.0171261	0.12047	0.153338	0.0867745	0.0137632	0.00750921	0.111791	0.000521707	0.0378583	0.0780571	0.204378	0.0619656	0.00475502	0.1301585	-0.1633156	0.0400333	0.437101	0.0945958	0.0091379	0.027577	0.0129188	0.0707318	0.0122978	0.010247	0.00360121	0.0919474	0.0213382	0.00255549	0.153516	0.0124018	0.3475995	4	27.39105	0.1502084	0.432741	0.761315	1.08425	1.7217	0.0595665	0.135262	0.0573884	0.395667	0.205207	0.146909	0.1842838	1.886218
