Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-628.4489	-529.7386	-98.71029	27.18992	1.827471	0.2909	0.474033	0.104141	0.0856009	0.0149472	0.0762307	0.593254	0.146899	0.10638	0.0165052	0.0839492	0.1079	0.0217114	0.0270542	0.00165703	0.0365354	0.00810915	0.0833108	0.0879545	0.302216	0.178592	0.132212	0.213526	0.0670847	0.0913348	0.0659865	0.437136	0.0319433	0.325472	0.0458568	0.175737	0.566887	0.222818	0.0722559	0.0101249	0.144499	0.166222	0.0278735	0.00635176	0.37888	0.284102	0.0261919	0.178005	0.0716098	0.00548978	0.00787405	0.942675	0.168915	0.0673534	0.0197005	0.568326	0.138615	0.0493076	0.232503	0.0207364	0.104315	0.269837	0.484719	0.349219	0.0698605	0.2195734	-0.06399226	0.0144629	0.237727	0.0238891	0.194262	0.0147769	0.049813	0.0205912	0.0498061	0.0150068	0.0136998	0.0588028	0.11747	0.00504706	0.133511	0.0511342	0.46654	11	28.3526	0.07391315	0.271772	0.635317	1.06501	2.02791	0.0910925	0.107778	0.0505624	0.478218	0.133239	0.13911	0.4025478	1.158968
100	-580.8639	-508.485	-72.37886	29.24595	4.384759	0.325609	0.0298709	0.0139365	0.00280779	0.0458385	0.15733	0.0769673	0.00265637	0.19848	0.135011	0.0977326	0.00681603	0.0747769	0.00362236	0.0754848	0.0816582	0.124436	0.0981664	0.00923531	0.0900071	0.116776	0.071675	4.22975e-05	0.0266826	0.0359944	0.0806736	0.140829	0.00765745	0.00207935	0.0393259	0.0169769	0.0768671	0.0384209	0.104271	0.0231063	0.0965489	0.06647	0.0708395	0.0320658	0.252624	0.0791214	0.208175	0.0419872	0.00613213	0.0842807	0.0671564	0.263237	0.0258455	0.210793	0.157291	0.0865977	0.0175044	0.202612	0.0577811	0.0177876	0.0138384	0.0690635	0.154921	0.100063	0.00679353	0.08560057	-0.02067554	0.0542355	0.329242	0.0673443	0.0073166	0.0131938	0.0242599	0.0360605	0.017297	0.0606891	0.0374926	0.108006	0.120904	0.00141973	0.121758	0.000780872	0.4297155	8	31.74476	0.04912965	0.474326	0.787545	1.08417	1.65396	0.097199	0.122473	0.050311	0.470968	0.154098	0.104951	0.40904	1.050546
200	-602.9524	-516.362	-86.59036	24.46187	2.804958	0.291687	0.0379487	0.118885	0.00379361	0.0102048	0.133623	0.327552	0.0952285	0.0106976	0.189547	0.0410584	0.0310511	0.0164442	0.0600375	0.0694786	0.0229101	0.193227	0.0626304	0.582063	0.22628	0.0125032	0.115985	0.00695798	0.127824	0.0285496	0.13683	0.000261824	0.259124	0.00916545	0.249124	0.0122883	0.221041	0.0316666	0.0189733	0.118305	0.231824	0.0290119	0.134247	0.175613	0.107031	0.029695	0.188385	0.233626	0.0120852	0.145663	0.654505	0.0338054	0.00919335	0.274566	0.084625	0.288109	0.11959	0.513424	0.202594	0.0824497	0.083313	0.0018508	0.177267	0.152116	0.0580836	0.1145085	0.04662787	0.029456	0.224799	0.0297575	0.00549667	0.0553289	0.00400648	0.0434706	0.000950917	0.105355	0.0334248	0.153711	0.140478	0.00676529	0.135432	0.0315682	0.487113	11	27.54342	0.151926	0.373587	0.720123	1.08137	1.82492	0.102209	0.0812728	0.0435622	0.476492	0.189937	0.106526	0.5337408	0.9126395
300	-599.7149	-516.0163	-83.69859	23.64792	2.112294	0.327599	0.012834	0.139009	0.0221847	0.00778874	0.0349067	0.182071	0.135404	0.254083	0.0199186	0.150298	0.0118747	0.0449738	0.262185	0.138145	0.183147	0.0813232	0.161892	0.268979	0.0519974	0.033855	0.0211685	0.00988131	0.0510001	0.291487	0.0193955	0.272666	0.00150148	0.140194	0.268463	0.0447335	0.0787414	0.115453	0.177797	0.00654854	0.0115978	0.102533	0.116351	0.0116058	0.113925	0.0914496	0.00293592	0.24788	0.0439838	0.111087	0.00336803	0.0599135	0.0690544	0.226764	0.440845	0.298714	0.0725127	0.220127	0.104977	0.0997203	0.0550405	0.317583	0.0925152	0.0118018	0.00257672	0.11872	-0.02363224	0.012552	0.410717	0.0269103	0.0134296	0.0638972	0.0266407	0.0688454	0.00350818	0.0192792	0.0281781	0.0997315	0.106232	0.00203852	0.105104	0.0129362	0.435782	6	37.46537	0.0768356	0.306321	0.666447	1.07256	1.95467	0.0705077	0.0998266	0.0474225	0.469076	0.168346	0.144821	0.4121498	1.057339
400	-597.5027	-523.5165	-73.98623	22.21992	3.592878	0.218999	0.0135054	0.0170166	0.0237177	0.000838952	0.0490615	0.0932509	0.359616	0.110166	0.0108055	0.0336803	0.523387	0.119776	0.0084609	0.196685	0.0087095	0.00923159	0.00417104	0.127666	0.309185	0.21732	0.263924	0.00993281	0.0415292	0.182633	0.12527	0.177173	6.86352e-05	0.00201445	0.0917562	0.0474717	0.0881524	0.0191278	0.303038	0.230058	0.0350857	0.106326	0.144513	0.0430499	0.152951	0.0365887	0.0299827	0.0290888	0.0719114	0.138427	0.0894917	0.0294175	0.274667	0.0412114	0.169018	0.271706	0.0236331	0.15446	0.390627	0.177862	0.0813772	0.0378568	0.0222985	0.101315	0.130321	0.1264791	-0.00419311	0.0149784	0.25147	0.0920966	0.0117298	0.020215	0.0570452	0.0529627	0.030384	0.0286636	0.0608264	0.0890601	0.19568	0.00871381	0.0848585	0.00131529	0.4538193	11	30.75898	0.09465237	0.430495	0.759839	1.08421	1.72546	0.0977856	0.131173	0.0462056	0.468193	0.137909	0.118733	0.4496261	1.009326
500	-585.076	-524.0914	-60.98461	29.87853	6.606494	0.517466	0.0126052	0.154011	0.0103367	0.0494831	0.000536303	0.260779	0.00901482	0.268861	0.0194193	0.0668594	0.122771	0.197233	0.0596361	0.057237	0.157011	0.0296284	0.0321334	0.057174	0.0151013	0.18249	0.0367818	0.0838149	0.00934368	0.0402894	0.264532	0.121154	0.0132106	0.00250354	0.0318023	0.0323127	0.0629643	0.016514	0.0849195	0.0168523	0.00351481	0.0936909	0.00186914	0.0309428	0.0163459	0.0149485	0.125387	0.0308057	0.0591342	0.0235401	0.214608	0.0626913	0.0287895	0.160226	0.00978679	0.0559867	0.0563987	0.0430552	0.0227624	0.0251703	0.0772833	0.0479782	0.329463	0.00398279	0.21711	0.1017868	-0.04405853	0.0453228	0.277349	0.0536903	0.00266532	0.0464357	0.0100068	0.0818103	0.0289161	0.0447017	0.0105418	0.174194	0.109771	0.0136707	0.0962394	0.004685	0.50413	10	33.43006	0.07078417	0.557639	0.834502	1.07987	1.52799	0.0863354	0.0877037	0.0777123	0.501563	0.122543	0.124143	0.4600715	1.095765
600	-590.3236	-513.0188	-77.3048	24.73796	3.588217	0.369845	0.0972146	0.185067	0.0178681	0.0117919	0.0743723	0.110954	0.00128406	0.0587254	0.0557573	0.193278	0.0164224	0.015332	0.0506856	0.10005	0.0164861	0.0739275	0.0523004	0.0227679	0.301123	0.166745	0.184297	0.0126791	0.113846	0.0923727	0.0793414	0.0604875	0.125369	0.00411392	0.0468652	0.0367288	0.084569	0.43535	0.230937	0.00753987	0.0265926	0.00934439	0.0300798	0.00952092	0.00224674	0.169183	0.043971	0.00829224	0.00223298	0.137956	0.0399412	0.00209337	0.146919	0.151046	0.0396337	0.0334737	0.0832811	0.238083	0.287262	0.474471	0.042655	0.169408	0.0998761	0.0415376	0.00732462	0.1140036	-0.01168256	0.00911752	0.323669	0.0265571	0.0159784	0.0289773	0.051261	0.0316847	0.0152057	0.0304036	0.0365193	0.27696	0.0408812	0.000634876	0.097823	0.0143273	0.3349072	8	37.31439	0.06669488	0.430203	0.759646	1.0842	1.72595	0.0776645	0.165118	0.0546735	0.405524	0.128605	0.168415	0.3232247	1.036144
700	-600.7951	-533.2832	-67.51189	22.53713	2.681067	0.056009	0.0315934	0.0643251	0.0485524	0.00667063	0.0403026	0.157954	0.0402104	0.0952193	0.0308633	0.0429224	0.0207827	0.206982	0.0186195	0.0263578	0.000304551	0.0527541	0.0670818	0.0409829	0.00117606	0.0776683	0.213023	0.0614441	0.0207649	0.0566441	0.199766	0.0800489	0.132195	0.00813758	0.0967327	0.012989	0.0813676	0.0644145	0.298389	0.0233842	0.304304	0.158159	0.00524599	0.207024	0.050622	0.279913	0.115068	0.0107933	0.0973796	0.083009	0.0629445	0.0570892	0.230902	0.0573171	0.175375	0.102185	0.0289059	0.0174045	0.131155	0.0945511	0.105338	0.153163	0.087222	0.354003	0.00110509	0.1116788	0.003862724	0.0697798	0.218251	0.00939345	0.0493675	0.0130274	0.025304	0.116522	0.0344175	0.00857884	0.0675505	0.142941	0.0177445	0.0506416	0.130181	0.0462996	0.4986715	7	29.18293	0.08560293	0.362978	0.712186	1.08041	1.84442	0.136347	0.140296	0.0642064	0.406272	0.0809935	0.171885	0.5025342	0.9923135
800	-582.9317	-521.9109	-61.02079	27.29267	2.216239	0.0867006	0.0121388	0.0929124	0.0154128	0.0196385	0.0436989	0.166185	0.00664483	0.069998	0.019	0.000475351	0.0523717	0.139832	0.0418747	0.0529083	0.00266631	0.0975668	0.124338	0.0945995	0.0538114	0.0965406	0.0329425	0.0323475	0.0705636	0.0750794	0.222363	0.432831	0.0341446	0.00453933	0.0189425	0.0197125	0.0594412	0.050983	0.027501	0.128807	0.0293721	0.0175622	0.0459568	0.00749395	0.087528	0.00473149	0.0837693	0.00870428	0.0741264	0.200682	0.018131	0.258781	0.00365337	0.369089	0.0585785	0.143814	0.0187571	0.135163	0.0847769	0.0885066	0.153216	0.00671858	0.000957071	0.103444	0.0242959	0.08023708	0.004519301	0.0520859	0.251447	0.0314841	0.0825637	0.0101239	0.0102654	0.0409265	0.0234237	0.0794431	0.0286655	0.225003	0.0568873	0.00910534	0.097486	0.00108988	0.523517	6	27.358	0.09830205	0.317789	0.6762	1.07457	1.93144	0.0796993	0.091309	0.0869491	0.468705	0.0946373	0.178701	0.5280363	0.9914413
900	-583.8349	-519.5688	-64.26609	24.32834	2.288116	0.389019	0.0150667	0.0240829	0.00435051	0.000335863	0.021995	0.113281	0.016125	0.070107	0.00146609	0.0351454	0.0269367	0.0598076	0.0619692	0.0565804	0.0347939	0.287427	0.123518	0.058771	0.00440549	0.0648635	0.056769	0.0306486	0.0318146	0.0350181	0.20687	0.257871	0.022216	0.0012933	0.0438209	0.0174873	0.219805	0.00670096	0.143417	0.243384	0.332946	0.0243767	0.0316746	0.0112586	0.0324132	0.0781427	0.0191921	0.113342	0.00404751	0.00846429	0.0424864	0.00695841	0.11885	0.307066	0.00484872	0.000436738	0.0679593	0.306471	0.153381	0.670901	0.0435997	0.0119212	0.0928042	0.158133	0.152326	0.0808951	-0.0555749	0.115285	0.174795	0.0342206	0.044756	0.0266127	0.101405	0.0647826	0.0804276	0.0499752	0.00316731	0.0370126	0.135007	0.00346576	0.11404	0.0150473	0.5567483	10	30.88393	0.1002655	0.325401	0.682527	1.07577	1.9163	0.0919139	0.0808789	0.0717477	0.466679	0.14713	0.141651	0.5011734	1.11089
