Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-359.7472	-322.3466	-37.40061	7.114114	4.918338	0.105644	0.0216539	0.010511	0.0898029	0.0196597	0.0309947	0.0770719	0.0327154	0.486078	0.39082	0.055615	5.14733e-05	0.0971561	0.0191713	0.0551582	0.0256483	0.10611	0.108803	0.425294	0.310898	0.0522639	0.122943	0.00776817	0.17485	0.0534434	0.0236439	0.0290586	0.0737633	0.158951	0.330163	0.102601	0.0525632	0.0415896	0.079834	0.0297753	0.126803	0.125021	0.0156439	0.0890506	0.0344609	0.0187439	0.0587809	0.0655576	0.109504	0.09614977	0.1625147	0.0957147	0.042907	0.00270443	0.0287579	0.0148057	0.00658333	0.167555	0.0473096	0.058785	0.0416055	0.171528	0.137404	0.117882	0.055902	0.0105558	0.2971961	7	11.39777	0.1750625	0.49865	0.801977	1.08344	1.61593	0.246894	0.190011	0.138589	0.0814826	0.176971	0.166053	0.4597108	0.646485
100	-379.354	-320.4978	-58.85626	7.300942	3.076097	0.441227	0.0050104	0.159043	0.00396027	0.152854	0.058518	0.24502	0.21286	0.340781	0.608889	0.00529367	0.0221055	0.390743	0.00763345	0.050839	0.0783705	0.0773217	0.0778703	0.299713	0.261375	0.18326	0.201234	0.0250771	0.211109	0.0254488	0.271147	0.146088	0.226702	0.264874	0.257467	0.223701	0.0301044	0.0274511	0.0654378	0.00686879	0.372896	0.110627	0.103355	0.262674	0.0182454	0.0132001	0.043863	0.247117	0.133933	0.1307068	0.122652	0.16606	0.0606987	0.017238	0.0332921	0.0328926	0.0139953	0.0485015	0.00325599	0.024435	0.0667131	0.333787	0.0387978	0.0354809	0.0833584	0.0414933	0.6897958	7	7.819238	0.08529384	0.395065	0.735656	1.08287	1.78641	0.246208	0.231565	0.097006	0.13397	0.145822	0.145429	0.8124478	0.849034
200	-382.9497	-320.046	-62.90371	5.552233	2.953281	0.0160003	0.12182	0.390582	0.02841	0.285021	0.00412273	0.393478	0.0878981	0.0832727	0.115368	0.0276618	0.160921	0.469457	0.597163	0.0229353	0.180426	0.0164964	0.113718	0.298553	0.279382	0.330328	0.340065	0.322123	0.871113	0.461471	0.283027	0.485323	0.0527144	0.00444866	0.0610934	0.463995	0.112574	0.0287139	0.253627	0.00373369	0.236511	0.113306	0.326396	0.11673	0.0884295	0.157595	0.031384	0.118673	0.0997348	0.1503167	0.08491413	0.130867	0.103348	0.0245496	0.00762392	0.0482115	0.00912564	0.0939415	0.0122053	0.0684391	0.0540486	0.218852	0.0707672	0.117653	0.0247334	0.0156345	0.3263127	10	5.798256	0.1658544	0.385615	0.728908	1.08228	1.8032	0.206121	0.376885	0.123316	0.0506373	0.118973	0.124068	0.4112268	0.7935103
300	-365.8661	-308.2994	-57.56675	10.20904	3.088636	0.0223642	0.0503592	0.496649	0.144597	0.0190155	0.000617342	0.282476	0.0645062	0.0752053	0.0389424	0.397512	0.0714543	0.0284029	0.516538	0.0210362	0.0205445	0.00344333	0.161875	0.0116741	0.00269767	0.788788	0.0526812	0.0590245	0.397352	0.158705	0.0553607	0.213268	0.0192469	0.182808	0.163752	0.230381	0.0121277	0.318608	0.32659	0.140362	0.0316958	0.15785	0.0635449	0.000693669	0.299167	0.203919	0.0145792	0.536001	0.00833446	0.1402216	0.1029538	0.0516016	0.064011	0.0239277	0.0041546	0.000674486	0.0156798	0.069677	0.00366826	0.035633	0.100773	0.246076	0.0821375	0.0320073	0.252244	0.0177344	0.309203	6	15.31478	0.1573173	0.396005	0.73632	1.08292	1.78475	0.276149	0.292447	0.0991917	0.0979311	0.131925	0.102356	0.4121568	0.7502072
400	-358.9149	-315.4091	-43.5058	5.845274	2.008532	0.06821	0.00396085	0.107518	0.00943294	0.144514	0.00106319	0.113481	0.00600977	0.240115	0.479308	0.160299	0.0107687	0.0456498	0.753767	0.281053	0.10953	0.0461038	0.165646	0.0490795	0.0645172	0.0895895	0.0657728	0.0830406	0.260565	0.0279102	0.0286918	0.00566669	0.00624003	0.031629	0.314322	0.301659	0.000836421	0.0687137	0.482239	0.130332	0.211134	0.0218096	0.0402848	0.194751	0.0832892	0.0371919	0.362556	0.00993386	0.678213	0.1852785	0.0008601831	0.0618626	0.0495488	0.0700871	0.0841432	0.028049	0.00851966	0.101897	0.0086256	0.0578548	0.000374081	0.3578	0.0137541	0.137403	0.0148038	0.00527675	0.5183325	7	6.885946	0.1716034	0.294291	0.655918	1.0702	1.97959	0.183593	0.327719	0.088858	0.0840522	0.0967001	0.219078	0.5191927	0.9983432
500	-390.5986	-318.9986	-71.59999	5.297436	2.121132	0.341834	0.0280381	0.0990598	0.00180226	0.0950539	0.000422019	0.214694	0.0779413	0.474082	0.676666	0.494064	0.0599279	0.379936	0.166424	0.812759	0.250936	0.109817	0.176026	0.277719	0.111241	0.112703	0.691817	0.0343488	0.148578	0.569081	0.125594	0.104713	0.0403897	0.0613702	0.317129	0.376523	0.0390396	0.307635	0.241386	0.0260288	0.953088	1.60938	0.0371872	0.140456	0.0323529	0.166261	0.0927798	0.503525	0.539413	0.3537011	0.1532966	0.0798086	0.0361957	0.0864646	0.0525652	0.0601791	0.0262661	0.0606671	0.00728061	0.058804	0.049903	0.306464	0.0136839	0.0752201	0.0740585	0.0124391	0.3874485	6	8.174829	0.2095568	0.307318	0.667306	1.07274	1.95263	0.270154	0.258276	0.0772277	0.123413	0.136781	0.134148	0.5407451	0.7165086
600	-360.219	-309.8419	-50.37712	4.81399	4.591621	0.118057	0.00533658	0.019418	0.049686	0.124721	0.0114879	0.0493564	0.0464148	0.684163	0.782901	0.0900843	0.177965	0.030917	0.0736554	0.23417	0.150671	0.225809	0.156974	0.2005	0.0030871	0.753663	0.358088	0.00565435	0.240319	0.146748	0.0421996	0.018088	0.00718936	0.27098	0.128366	0.0120673	0.0113735	0.051765	0.892391	0.032069	0.176506	0.111955	0.326808	0.27644	0.0151667	0.554901	0.0509281	0.0225215	0.22558	0.1769327	0.03967377	0.0860329	0.030125	0.0267951	0.0439513	0.00840853	0.0148452	0.0902803	0.00410143	0.0149861	0.0640605	0.44039	0.00883211	0.0727221	0.0644261	0.0300429	0.5100663	8	6.376003	0.2121831	0.484178	0.793467	1.08393	1.63842	0.233137	0.271337	0.0916871	0.0976221	0.138836	0.16738	0.54974	0.9278318
700	-377.9136	-317.849	-60.06464	6.800469	2.042097	0.137939	0.0111201	0.0148376	0.00431846	0.512306	0.0951634	0.0104435	0.29408	0.64256	0.872288	0.163417	0.0286329	0.432397	0.106638	0.0497351	0.0455811	0.0334638	0.0455798	0.231431	0.353607	0.0301411	0.445837	0.0280022	0.070304	0.0068094	0.0270987	0.148476	0.00389292	0.0667005	0.0515058	0.141962	0.123549	0.193391	0.4118	0.00893534	0.22085	0.251955	0.424516	0.0182601	0.294383	0.412544	0.226202	0.342121	0.521885	0.2153909	0.03550624	0.101323	0.0221394	0.0184396	0.00706716	0.0181839	0.0434622	0.297339	0.0431255	0.03036	0.0845357	0.176181	0.0091133	0.00146236	0.117078	0.0301899	0.3795884	9	7.491702	0.1205436	0.298249	0.659417	1.07101	1.97133	0.233585	0.209917	0.103465	0.0842569	0.152159	0.216617	0.4150946	0.9144623
800	-378.6819	-311.7423	-66.9396	7.023546	2.187495	0.499087	0.00945164	0.057054	0.0631087	0.10698	0.179703	0.0304262	0.0237115	0.474736	0.60794	0.0110236	0.0253651	0.244403	0.279827	0.015201	0.476377	0.000441511	0.0983314	0.310151	0.367144	0.0177408	0.0805082	0.00228878	0.00283772	0.0728641	0.140057	0.0398485	0.177453	0.162077	0.63607	0.0111425	0.0610801	0.301063	0.492304	0.0139993	0.510335	0.101376	0.0117571	0.579616	0.0133846	0.232553	0.415266	0.0283633	0.332004	0.2368856	-0.02357931	0.0871378	0.0439172	0.000641295	0.00755522	0.00471287	0.017899	0.044199	0.00145512	0.165754	0.100079	0.243797	0.079487	0.102824	0.0850698	0.0154722	0.4998576	5	10.43887	0.1454717	0.314674	0.673577	1.07404	1.93771	0.246615	0.382686	0.0921959	0.0672226	0.134018	0.0772623	0.4762783	1.049507
900	-377.3001	-323.936	-53.36408	6.00382	1.83277	0.830254	0.143854	0.00514039	0.0127508	0.282668	0.0103013	0.0466352	0.083959	0.445461	1.05389	0.225935	0.0476378	0.182927	0.025327	0.301883	0.072846	0.197641	0.0747165	0.284421	0.649174	0.16088	0.126004	0.0168386	0.00920702	0.00200782	0.0178098	0.0139171	0.0146679	0.220617	0.0369281	0.36761	0.0820223	0.163634	0.432405	0.0198814	0.286509	0.382818	0.0035531	0.118517	0.0728511	0.00876004	0.32674	0.409556	0.316408	0.2079085	0.06682504	0.163506	0.135044	0.00937531	0.0723256	0.0275694	0.0269321	0.00270556	0.00620768	0.0448671	0.114549	0.359668	0.00867415	0.0158608	0.00426444	0.00845114	0.5472514	10	7.023872	0.2576267	0.272461	0.635965	1.06518	2.02639	0.157624	0.285182	0.0742696	0.187646	0.146303	0.148976	0.6140764	0.891178
