Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-311.1911	-277.6365	-33.55451	12.53597	1.537746	0.211871	0.229258	0.0146213	0.260367	0.0154001	0.0170735	0.0587367	0.0418215	0.0612703	0.261716	0.000378829	0.364233	0.246656	0.0181171	0.0337229	0.11931	0.488506	0.0957484	0.172295	0.0885321	0.0759811	0.0954793	0.1521618	-0.05855067	0.0348785	0.0989061	0.0298375	0.102008	0.00526059	0.00100592	0.188417	0.00313429	0.0352422	0.00681197	0.263427	0.0200161	0.0143398	0.186698	0.010017	0.3196801	0	50.07877	0.03242578	0.231095	0.594721	1.05256	2.12162	0.186474	0.308347	0.110721	0.100766	0.204354	0.0893386	0.2611294	1.224221
100	-325.2844	-293.3908	-31.89363	21.19635	3.924811	0.215282	0.079315	0.0552213	0.156015	0.00214996	0.00202383	0.403833	0.166595	0.0190249	0.0567949	0.00907634	0.309677	0.045386	0.0637999	0.0236575	0.0991534	0.0130988	0.107042	0.0117664	0.172639	0.0202611	0.0231917	0.09829397	-0.01458438	0.00423719	0.0329177	0.00943836	0.12853	0.0236233	0.021644	0.0800922	0.0131407	0.110905	0.0866238	0.312762	0.0236241	0.0392769	0.106555	0.00663009	0.1499214	0	56.98388	0.02835413	0.450183	0.772568	1.08441	1.69284	0.244054	0.294444	0.0989728	0.107252	0.182759	0.0725179	0.135337	1.107763
200	-307.083	-283.7835	-23.29949	25.06333	1.192481	0.0509935	0.0315204	0.00944774	0.0660847	0.0968276	0.00856242	0.0901118	0.180306	0.0393635	0.0289754	0.0266087	0.0679099	0.0302255	0.165581	0.0941793	0.00509075	0.107745	0.000903559	0.00762269	0.0174084	0.0589278	0.0487518	0.05203223	0.0476913	0.0376713	0.139144	0.0364426	0.0757577	0.0189783	0.00249282	0.0893055	0.000113069	0.086166	0.0897123	0.13715	0.113847	0.0326023	0.0740298	0.0665871	0.1040853	1	72.53752	0.02338021	0.173688	0.527839	1.02579	2.27269	0.172732	0.315455	0.105591	0.086873	0.155889	0.16346	0.1517766	0.6857797
300	-314.4768	-281.1267	-33.35001	25.17269	4.285794	0.0124226	0.0179256	0.0568255	0.07427	0.0285551	0.0333542	0.122419	0.100944	0.00331777	0.0950672	0.0221445	0.1217	0.0157868	0.0911059	0.00767214	0.090877	0.0421211	0.142562	0.189567	0.036599	0.0495289	0.0227014	0.05344253	0.02477024	0.0129386	0.147773	0.0555082	0.013724	0.00337524	0.00030513	0.0748671	0.00562057	0.0721132	0.065913	0.33638	0.055764	0.0927408	0.0424695	0.0205078	0.1300921	0	55.12621	0.03283846	0.469405	0.784546	1.08426	1.66179	0.161999	0.406126	0.102534	0.135573	0.134813	0.0589545	0.1548624	0.84005
400	-309.9532	-283.9353	-26.01795	9.839408	2.480065	0.0288217	0.162113	0.103338	0.0677622	0.0146683	0.0858647	0.303937	0.122109	0.0653753	0.00933853	0.0157787	0.0393378	0.111922	0.00351929	0.0989374	0.0547588	0.103987	0.0508922	0.0828416	0.113268	0.181384	0.0486015	0.1365554	0.04682541	0.0203195	0.151993	0.00787622	0.13487	0.000942395	0.00343538	0.154322	0.00840732	0.117815	0.123436	0.134946	0.0355254	0.0015173	0.0380301	0.0665646	0.1924787	0	55.81161	0.03588409	0.344558	0.697962	1.0784	1.87908	0.204246	0.293071	0.117617	0.0656515	0.161156	0.158259	0.2393041	0.8043268
500	-307.0606	-281.006	-26.05465	12.9968	0.8397184	0.0186093	0.16506	0.0817878	0.0402797	0.00393706	0.0807536	0.27061	0.100233	0.0719183	0.0244582	0.0195885	0.222011	0.0879428	0.0399951	0.0400999	0.0713633	0.036528	0.279787	0.0884865	0.163832	0.00111145	0.140611	0.1185405	-0.04638294	0.0171521	0.120129	0.0199431	0.00365438	0.0494841	0.0146791	0.198337	0.0127329	0.228815	0.0174454	0.153387	0.0224214	0.0479922	0.0862536	0.00757321	0.2058214	0	50.07747	0.03146089	0.103978	0.422647	0.967381	2.50599	0.232745	0.289155	0.156091	0.114634	0.143421	0.0639547	0.1594385	1.290914
600	-310.4467	-279.2765	-31.17021	23.71051	2.261992	0.0807836	0.236376	0.00759434	0.0589489	0.00318314	0.0104392	0.138602	0.0706864	0.0341054	0.0344511	0.0457806	0.0293603	0.184121	0.182031	8.93939e-05	0.027657	0.0361011	0.0561005	0.0786951	0.0501122	0.256874	0.0244672	0.07063496	0.009209133	0.00479461	0.230878	0.000683035	0.0244074	0.0274847	0.000530857	0.151506	0.00376245	0.119983	0.0467089	0.113878	0.0576891	0.0619568	0.080002	0.0757351	0.09112806	0	80.30637	0.04152762	0.322664	0.680264	1.07535	1.92172	0.226187	0.43906	0.0763572	0.0694797	0.111376	0.0775404	0.1003372	0.9082182
700	-308.0685	-278.9609	-29.10756	14.35962	1.093587	0.000820203	0.321055	0.112923	0.0493266	0.00430517	0.0342576	0.207598	0.0247704	0.0222592	0.0466587	0.0472676	0.180856	0.0498124	0.0719467	0.003949	0.135439	0.0505743	0.0755615	0.0418589	0.00348174	0.355156	0.0996231	0.09328665	-0.01868402	0.00866971	0.0928563	0.00207897	0.0302037	0.0430732	0.000549448	0.116813	0.000642679	0.133757	0.0301812	0.356112	0.011631	0.0214691	0.150023	0.00194047	0.09984516	0	64.2161	0.04375753	0.15524	0.503181	1.01393	2.32765	0.239905	0.389603	0.117713	0.0873842	0.102779	0.0626165	0.08116114	1.230209
800	-317.6042	-281.0341	-36.57008	8.936282	2.666152	0.059087	0.413599	0.0327101	0.0333927	0.00647477	0.0878749	0.260816	0.0732437	0.0886574	0.284954	0.0319195	0.0163637	0.225572	0.107213	0.373138	0.343771	0.0519085	0.172988	0.12651	0.357682	0.574936	0.0339206	0.2724708	0.01112495	0.00950942	0.0347088	0.0100045	0.0643255	0.0113646	0.00314532	0.114245	0.00163528	0.032108	0.0312878	0.570793	0.00248416	0.060071	0.0106476	0.04367	0.3170579	1	50.85776	0.05616227	0.361664	0.711191	1.08029	1.84686	0.288811	0.391738	0.0517009	0.0667074	0.115531	0.085512	0.3281828	0.9661013
900	-306.7769	-283.2694	-23.50751	15.42646	1.081705	0.0607744	0.106902	0.0126671	0.0121555	0.0141043	0.209247	0.0241347	0.0231414	0.052006	0.0640938	0.0176433	0.0654427	0.05413	0.106443	0.0713362	0.0122535	0.166185	0.193474	0.0904236	0.0694801	0.0443563	0.0337098	0.06437738	0.04820195	0.0223398	0.133277	0.00140501	0.0386261	0.118443	0.000292478	0.1467	0.0292339	0.142447	0.037285	0.243167	0.0498752	0.00260381	0.00740347	0.0269021	0.1443026	0	54.49009	0.01965077	0.152962	0.500004	1.01232	2.33471	0.203631	0.347968	0.109176	0.0892527	0.192629	0.0573427	0.1925045	0.7496061
1000	-318.9731	-290.4652	-28.50794	13.85849	0.9382675	0.0380117	0.264244	0.0420505	0.103245	0.04934	0.025976	0.203964	0.0519388	0.0764631	0.169014	0.0484561	0.20988	0.1722	0.0840069	0.121513	0.136872	0.131275	0.0244515	0.0357733	0.0173689	0.212732	0.053137	0.1526934	-0.0694497	0.0727093	0.105581	0.00417276	0.027506	0.0453554	0.0262712	0.0794635	0.000294555	0.128325	0.065592	0.121518	0.0352661	0.0385931	0.176684	0.0726679	0.4086106	3	51.75552	0.03196875	0.124478	0.457376	0.988967	2.42918	0.18814	0.329114	0.121137	0.0890485	0.163715	0.108845	0.3391609	1.204769
1100	-312.1981	-276.1711	-36.02699	10.79823	2.196442	0.0470892	0.186171	0.0394077	0.146742	0.000195893	0.044136	0.169594	0.176896	0.0740276	0.00224615	0.00496055	0.0848371	0.214045	0.0977155	0.0385603	0.175662	0.0521829	0.0511867	0.00545932	0.413005	0.384223	0.17086	0.0804497	0.07927745	0.0209296	0.0802751	0.00492169	0.00979729	0.0138771	0.00241218	0.169235	0.00587972	0.0661947	0.178316	0.128221	0.0183401	0.0143622	0.272546	0.0146924	0.1256803	0	55.50173	0.07361362	0.315648	0.674399	1.07421	1.93574	0.258962	0.209518	0.123849	0.121502	0.200991	0.0851784	0.2049578	0.613201
1200	-311.9506	-276.0784	-35.8722	12.75407	1.655321	0.107975	0.141144	0.0261978	0.0380371	0.0340073	0.0106159	0.0946557	0.00211487	0.10008	0.0214532	0.025451	0.267208	0.0387352	0.0260012	0.122822	0.115762	0.0323613	0.0756127	0.025332	0.387118	0.299506	0.469744	0.1259942	0.004442727	0.0221127	0.191261	0.0209353	0.0198036	0.0264084	0.00753734	0.0851248	0.00198576	0.126934	0.0552478	0.205489	0.0227543	0.0117646	0.197274	0.00536765	0.3828705	0	53.38185	0.01587471	0.24835	0.612521	1.05838	2.08075	0.241774	0.314225	0.128244	0.072924	0.184507	0.0583261	0.3873132	0.9885294
1300	-318.1768	-286.9028	-31.274	9.973235	2.749956	0.127615	0.0513892	0.171707	0.213379	0.00348685	0.0486531	0.155641	0.0787269	0.0923133	0.0164597	0.363336	0.433971	0.0768181	0.1074	0.082552	0.122864	0.000150065	0.406913	0.0303752	0.0108069	0.133058	0.0632657	0.1688898	-0.06250556	0.0753112	0.123056	0.00317285	0.0419955	0.0023065	0.0117184	0.142222	0.00597488	0.155151	0.000492265	0.249474	0.0815862	0.000489859	0.0907272	0.0163217	0.2338818	0	50.20616	0.0924847	0.368943	0.716671	1.08097	1.83342	0.223716	0.313255	0.0858225	0.102995	0.180705	0.0935067	0.1713763	1.364727
