Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-373.7561	-317.1211	-56.63503	5.822217	2.252075	0.046721	0.375983	0.0840212	0.391658	0.0478417	0.0648763	0.117642	0.0417728	0.0142492	0.00370846	0.0337738	0.335168	1.01826	0.041204	0.200642	0.000977785	0.00920238	0.387107	0.00168565	0.0926691	0.153854	0.267991	0.116171	0.179393	0.60312	0.0200505	0.440986	0.402427	0.178589	0.0352702	0.228922	0.0215783	0.0422002	0.263191	0.0594369	0.00351897	0.222653	1.42366	0.0123407	0.110842	0.788513	0.0949433	0.394594	0.000841733	0.2072601	0.03242347	0.0871464	0.0780666	0.0163239	0.00588316	0.0612373	0.0199223	0.166415	0.0111789	0.0959656	0.0914376	0.123337	0.0699782	0.0276058	0.087465	0.0580375	0.4769328	10	6.882518	0.2969224	0.321616	0.679395	1.07518	1.92381	0.295356	0.230049	0.148566	0.068124	0.12547	0.132435	0.5093563	0.9363442
100	-375.2785	-311.1298	-64.14866	4.641973	3.592151	0.0192654	0.878488	0.213147	0.33649	0.247538	0.0880867	0.367299	0.000525879	0.466391	0.00318355	0.003569	0.518309	1.21308	0.121488	0.333314	0.0829834	0.00640764	0.615683	0.0369325	0.359377	0.297205	0.0626774	0.62425	0.210987	0.0267696	0.0073618	0.0262647	0.247142	0.287515	0.0125875	0.202503	0.073724	0.0704314	0.363902	0.316592	0.254708	0.00520302	0.655856	0.538922	0.255049	0.468701	0.00360438	0.0655275	0.57184	0.2613095	0.07910622	0.106296	0.00570339	0.071191	0.0149365	0.0147611	0.0160286	0.0674697	0.00647011	0.0178209	0.0436787	0.321188	0.0109652	0.138209	0.11637	0.0489115	0.4641181	9	6.620291	0.2859044	0.43045	0.759809	1.08421	1.72554	0.231064	0.344752	0.13597	0.0681161	0.0904598	0.129638	0.5432243	0.8543765
200	-369.2003	-313.3116	-55.88875	5.041261	3.551311	0.325655	0.00157641	0.782482	0.397703	0.187465	0.135053	0.22634	0.0119645	0.107967	0.440592	0.00186273	0.0238581	0.0125428	0.00133133	0.438965	0.313806	0.0980576	0.00408309	0.722996	0.00371818	0.809728	0.0110294	0.179278	0.138139	0.569658	0.165324	0.0280514	0.0650647	0.177402	0.335177	0.446456	0.252344	0.00424857	0.033135	0.660763	0.0977835	0.0484366	0.117088	0.15461	0.200882	0.263312	0.0289956	0.0709461	0.118757	0.1690437	0.2054516	0.110143	0.0685656	0.0165006	0.0208248	0.104497	0.0256425	0.0882362	0.0061762	0.0178655	0.138192	0.197013	0.0101583	0.0232672	0.0654708	0.107447	0.544016	6	7.293666	0.2524442	0.427876	0.758108	1.08415	1.72986	0.183601	0.257903	0.0922964	0.120747	0.200811	0.144642	0.7494676	0.72587
300	-352.0947	-314.133	-37.96171	9.571643	4.555485	0.0628609	0.0471862	0.351653	0.211425	0.104981	0.201523	0.00795356	0.000114129	0.0133863	0.0734707	0.00455228	0.0367058	0.0159982	0.0236135	0.0492024	0.107873	0.0330673	0.0251116	0.155364	0.0164308	0.394634	0.0167803	0.00969678	0.118629	0.0200123	0.0887434	0.0309799	0.000582848	0.200946	0.216145	0.327044	0.136122	0.0109433	0.00715134	0.0708163	0.0803093	0.0710243	0.346114	0.0865143	0.0937712	0.146435	0.248026	0.00463363	0.242571	0.0777357	0.1997404	0.0849482	0.0194559	0.0187347	0.0133743	0.00144652	0.0277465	0.16257	0.00968381	0.178654	0.152659	0.144308	0.0279172	0.00316893	0.0909303	0.0644022	0.299846	4	10.13989	0.1039346	0.482498	0.792465	1.08398	1.64106	0.300542	0.183602	0.15729	0.0556057	0.224752	0.078209	0.4995864	0.6001885
400	-382.2518	-314.8054	-67.44645	4.381212	6.382433	0.085899	0.0960074	0.0987577	0.0147418	0.0254699	0.0268541	0.0490955	0.439622	0.0433697	0.000539572	0.00520185	0.387796	0.614918	0.0258004	0.342675	0.167251	0.00122537	0.720993	0.243325	0.297006	0.0568894	0.339771	1.15636	0.0193029	0.277912	0.0436786	0.157853	0.398594	0.0965036	0.0162815	0.567497	0.280341	0.0279923	0.110242	0.744876	0.275614	0.190041	0.548578	0.311383	0.633778	0.271721	0.00140944	0.184549	0.000924358	0.2403611	0.1712852	0.0456923	0.0340386	0.075387	0.0565378	0.0693724	0.000754346	0.0720093	0.00871286	0.0819008	0.0642906	0.411062	0.0471854	0.0185134	0.009804	0.00473953	0.6687371	4	5.333519	0.2972596	0.551013	0.831011	1.08039	1.53759	0.241968	0.353133	0.0933009	0.0895605	0.139821	0.0822163	0.8400223	0.7960945
500	-374.241	-327.1857	-47.05526	7.320033	2.041743	0.0297506	0.09103	0.0352826	0.035379	0.160677	0.00631475	0.0965998	0.292205	0.0742963	0.00409703	0.0316913	0.487314	0.303556	0.162853	0.295879	0.0652602	0.0142636	0.186143	0.0291588	0.172845	0.280967	0.0655079	0.26421	0.193695	0.0814106	0.00999663	0.00512672	0.0554518	0.00436144	0.106832	0.0730803	0.0827079	0.149875	0.0589093	0.768405	0.399605	0.0382787	0.0761791	0.194273	0.127618	0.0227058	0.144563	0.0171584	0.0621626	0.1274323	0.1307143	0.0980809	0.144585	0.0312446	0.0376219	0.0222889	0.0222968	0.0812109	0.0173062	0.104715	0.0209863	0.141709	0.0240941	0.152435	0.0445621	0.0568622	0.3236779	7	8.033899	0.2246917	0.298207	0.65938	1.071	1.97141	0.131265	0.339996	0.095736	0.0786365	0.229172	0.125194	0.4543921	0.7123316
600	-371.4108	-307.7453	-63.66554	7.429553	4.026419	0.0103989	0.423709	0.00442843	0.00673275	0.0388067	0.00694601	0.516287	0.0509816	0.177848	0.0527962	0.00853358	0.61515	0.89692	0.0864382	0.0569117	0.0354483	0.0613614	0.926965	0.152654	0.261996	0.0726111	0.303805	0.127397	0.110256	0.427094	0.0243844	0.0762523	0.0276687	0.0903526	0.0385771	0.0462613	0.261486	0.0802367	0.0475281	0.396382	0.133457	0.853782	0.381022	0.295795	0.000100894	0.0528425	0.228696	0.0320423	0.133231	0.2097088	0.08307885	0.0972453	3.30901e-06	0.0134129	0.0247852	0.0599992	0.0260835	0.0787724	0.000200748	0.00777752	0.113368	0.267216	0.0140545	0.11069	0.141181	0.0452095	0.8372417	8	8.649698	0.136839	0.455808	0.776118	1.0844	1.68368	0.217278	0.296787	0.102241	0.0689118	0.143355	0.171428	0.9203205	0.9097284
700	-359.5819	-306.4671	-53.11481	7.629826	4.212729	0.0306242	0.0319772	0.0272441	0.00863307	0.259377	0.00209049	0.486865	0.0803486	0.0786176	0.00679023	0.0394666	0.381165	1.07496	0.0530559	0.17537	0.460789	0.00877056	0.706189	0.124676	0.0135359	0.330993	0.0225883	0.118981	0.0892863	0.0270328	0.0825175	0.120579	0.0126949	0.0867824	0.000826117	0.00533342	0.00770331	0.0913439	0.0407682	0.14669	0.100736	0.545512	0.343086	0.254422	0.0484787	0.115085	0.0697085	0.111426	0.0994514	0.1411249	0.1525923	0.0994273	0.0195826	0.00923113	0.0432559	0.0118805	0.00589973	0.119387	0.0179465	0.00622404	0.122604	0.381681	0.0103354	0.0206131	0.112625	0.0193076	0.5069808	8	7.814209	0.1658583	0.46568	0.782258	1.08431	1.66775	0.220094	0.286673	0.133329	0.0851476	0.128001	0.146755	0.6595731	0.7686499
800	-370.5219	-321.593	-48.92888	5.993672	2.376992	0.232434	0.0575025	0.312389	0.0943712	0.130828	0.598625	0.0998522	0.0522657	0.174604	0.0155694	0.0136945	0.307726	0.00103853	0.0833869	0.0189453	0.101056	0.0275346	0.0273597	0.178771	0.0489207	0.717038	0.451128	0.00478669	0.352417	0.0799706	0.0360084	0.0911056	0.0590145	0.0859987	0.528187	0.02111	0.203724	0.182081	0.359388	0.24039	0.801393	0.00409821	0.0233393	0.0919598	0.0137114	0.782402	0.0751394	0.00835815	0.101767	0.1390745	0.2261907	0.130155	0.0569575	0.022368	0.0177702	0.0925763	0.00974673	0.0788032	0.00496082	0.0353821	0.0962003	0.274684	0.0602288	0.0340366	0.0661934	0.0199371	0.2819221	9	6.789541	0.3192489	0.334475	0.689923	1.07709	1.89852	0.208661	0.293854	0.0885023	0.0812169	0.174932	0.152835	0.5081128	0.5548416
900	-386.0229	-318.5817	-67.44121	6.252216	4.320154	0.00538076	0.0062127	0.0765626	0.00248162	0.0228192	0.0090352	0.0825092	0.0276805	0.118641	0.193071	0.0338909	0.804254	0.718917	0.0705884	0.173913	0.461189	0.0160752	1.01674	0.00960887	0.0620452	0.0851699	0.665759	0.143057	0.103878	0.23287	0.323318	0.0177626	0.0967368	0.0736399	0.0833197	0.0953248	0.0238576	0.397948	0.0171559	0.0876152	0.0835837	0.403513	0.191228	0.198598	0.656892	0.0157563	0.404724	0.170702	0.0147378	0.235198	0.1157586	0.164578	0.0947051	0.0383323	0.0162523	0.0114904	0.00994647	0.162152	0.0183565	0.0683017	0.0789577	0.188674	0.00580056	0.0258584	0.0827567	0.0338378	0.2998591	5	13.7498	0.1399967	0.471129	0.7856	1.08423	1.65904	0.196462	0.172918	0.145121	0.0883509	0.19136	0.205788	0.4156178	0.7214781
