Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-289.1287	-250.2827	-38.84606	3.062475	2.483455	0.04916072	0.03356873	0.0561081	0.00260827	0.0674995	0.0346642	0.00258298	0.00236297	0.166498	0.0711912	0.0327435	0.171958	0.140574	0.19907	0.00252261	0.0340625	0.0155544	0.0921468	2	53.08937	0.03570915	0.344882	0.698217	1.07844	1.87846	0.235109	0.24677	0.169923	0.0821712	0.20134	0.0646864	0.1257155	0.7329787
100	-289.8231	-251.1132	-38.70981	3.142175	2.740237	0.06526399	-0.02943416	0.0621422	0.0092619	0.117907	0.077517	0.107257	0.122416	0.126509	0.0325355	0.029454	0.120906	0.0234446	0.0483173	0.0293125	0.089194	0.00382526	0.158781	2	67.62962	0.01357271	0.368111	0.71605	1.08089	1.83495	0.271944	0.149089	0.0985209	0.113905	0.216894	0.149646	0.1293468	1.22756
200	-283.0091	-244.1531	-38.85601	2.242677	5.413908	0.1140063	0.03952623	0.0642529	0.0069871	0.208406	0.0147831	0.0240673	0.00115831	0.087566	0.041433	0.00779418	0.120092	0.0187774	0.145101	0.0377178	0.117084	0.10478	0.1011852	2	68.03586	0.04366532	0.51841	0.813247	1.08252	1.58583	0.170487	0.238055	0.168714	0.0813637	0.272531	0.0688498	0.1407115	0.7190973
300	-289.3549	-249.9692	-39.38574	1.997653	2.308114	0.07308546	-0.005219769	0.115882	0.0320002	0.127974	0.0408024	0.0884374	0.0555553	0.052571	0.0267887	0.165202	0.045151	0.0400821	0.077724	0.018342	0.0443339	0.0691536	0.2467854	1	51.38285	0.01427295	0.327475	0.684231	1.07608	1.91221	0.210382	0.157805	0.242648	0.104922	0.210107	0.0741354	0.2415657	1.021608
400	-287.8812	-244.7214	-43.15987	3.423853	4.573025	0.1148241	-0.01730177	0.0969489	0.00676399	0.0764079	0.0136816	0.0733785	0.0030288	0.249675	0.0314561	0.0873394	0.113824	0.00563954	0.0746265	0.0506475	0.109646	0.00693648	0.2154361	1	52.48753	0.01308479	0.483315	0.792953	1.08396	1.63978	0.145368	0.224172	0.136713	0.133217	0.282588	0.0779429	0.1981343	1.087323
500	-291.0596	-253.542	-37.51762	3.973632	1.931475	0.09962847	0.03498335	0.0204708	0.0208316	0.054618	0.113072	0.0768386	0.0623924	0.107679	0.189035	0.0378853	0.0776791	0.000436019	0.157543	0.0530632	0.0227932	0.00566337	0.1467912	2	64.76565	0.02615565	0.284955	0.647523	1.06818	1.99935	0.191226	0.273183	0.121422	0.105832	0.223375	0.0849617	0.1817746	0.8075454
600	-286.4411	-243.3155	-43.12564	2.863197	4.877219	0.08379228	-0.01866806	0.0537963	0.028763	0.106672	0.0216789	0.0315895	0.000459649	0.0660965	0.0921798	0.136245	0.164636	0.0125876	0.108554	0.039454	0.0668697	0.0704184	0.1518904	2	63.17302	0.02155581	0.496897	0.800958	1.08351	1.61864	0.213121	0.238092	0.188073	0.070579	0.229576	0.0605585	0.1332224	1.140127
700	-282.5264	-247.7795	-34.74684	1.531113	1.935642	0.1016843	0.01042537	0.049833	0.0100106	0.0932939	0.0191724	0.0142648	0.00135303	0.0599218	0.0412444	0.0501847	0.175173	0.0464048	0.0996806	0.147952	0.10719	0.0843207	0.1599757	2	53.40503	0.01475605	0.285469	0.647991	1.06829	1.99825	0.167102	0.216957	0.225382	0.110764	0.204063	0.0757308	0.1704011	0.9388187
800	-292.1314	-251.9839	-40.14746	3.793528	2.035235	0.09407474	0.04765097	0.0395105	0.00655666	0.21514	0.0482978	0.0387474	0.0223853	0.0651926	0.0567248	0.00950407	0.161209	0.111467	0.0457021	0.0333286	0.0220064	0.124227	0.2182913	2	62.90011	0.01350371	0.297445	0.658709	1.07085	1.973	0.270598	0.281752	0.133868	0.0882705	0.166424	0.0590877	0.2659422	0.8208221
900	-287.7712	-245.9568	-41.8144	11.71568	2.464792	0.05671418	-0.005623147	0.0880684	0.00276251	0.197839	0.019341	0.0929282	0.026605	0.0563688	0.0114451	0.0275847	0.16426	0.00149781	0.0368185	0.0526198	0.153521	0.06834	0.1007543	2	57.96827	0.01898875	0.343093	0.696805	1.07822	1.88189	0.161502	0.244963	0.180476	0.101293	0.231783	0.0799829	0.0951312	1.059109
