Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-321.4966	-293.8497	-27.64696	5.977819	4.401428	0.0891965	0.0208132	0.0340771	0.00883239	0.0503416	0.0104967	0.0719178	0.205364	0.0149127	0.0341847	0.100876	0.0579628	0.128154	0.0575609	0.0491827	0.168925	0.120572	0.0756006	0.00355347	0.0587771	0.03929	0.0869525	0.187137	0.512497	0.23653	0.327668	0.0920703	0.0183744	0.325895	0.0969055	0.0951402	0.0415824	0.356378	0.231123	0.221723	0.0706572	0.379155	0.0472214	0.0148113	0.114306	0.0352392	0.0451138	0.0784935	0.00848379	0.1281821	0.1701295	0.030319	0.104198	0.00849032	0.0428789	0.0311262	0.0122545	0.284797	0.0161712	0.1133	0.0135192	0.248008	0.00453212	0.0247749	0.0504682	0.0151627	0.670709	9	7.24621	0.2311097	0.475141	0.788039	1.08415	1.65267	0.202101	0.331196	0.142918	0.0603072	0.179548	0.0839299	0.8408385	0.7976668
100	-314.2514	-293.1984	-21.053	7.422618	1.264009	0.0341388	0.0123725	0.0679405	0.0690507	0.0314343	0.00751778	0.00228293	0.0412931	0.0963329	0.00207696	0.037087	0.0581794	0.026997	0.101127	0.0301839	0.259197	0.0437473	0.0022495	0.1319	0.0784541	0.00654029	0.22712	0.0984535	0.305984	0.0567042	0.119117	0.00431845	0.0510213	0.167719	0.0330011	0.214357	0.151893	0.0052132	0.272399	0.213652	0.0784791	0.0405586	0.0558374	0.0463953	0.183435	0.0975232	0.0469472	0.0216767	0.0332705	0.09234156	0.2560983	0.0667315	0.0944293	0.00530445	0.0388721	0.0117508	0.00457461	0.160586	5.97193e-05	0.174161	0.0022285	0.140884	0.052405	0.052133	0.145813	0.0500667	0.3202304	8	7.525468	0.164038	0.186461	0.543901	1.03293	2.23671	0.287065	0.278679	0.119117	0.0494523	0.183749	0.0819378	0.5763287	0.5556384
200	-325.2628	-307.9019	-17.3609	5.856768	1.303997	0.0610493	0.0565667	0.0363981	0.0964989	0.0629387	0.00692013	0.0567995	0.0322	0.144804	0.00309536	0.0365568	0.0460867	0.213557	0.0384141	0.0269236	0.0258922	0.0568348	0.0206136	0.0499771	0.00322032	0.189017	0.123913	0.237814	0.0792624	0.0133362	0.0478208	0.0334417	0.00143459	0.111605	0.149641	0.185838	0.013141	0.0293496	0.158109	0.218057	0.025585	0.152034	0.108523	0.128265	0.20188	0.00794715	0.13175	0.0155089	0.00770588	0.07678619	0.2976204	0.0398427	0.148465	0.0124543	0.0649228	0.00319252	0.0278431	0.0866769	0.0117433	0.262879	0.106515	0.0595415	0.0115347	0.0579205	0.102297	0.00417053	0.3420499	6	6.070659	0.1770898	0.193396	0.55231	1.03649	2.2178	0.241416	0.379943	0.104125	0.0747467	0.116345	0.083424	0.6396703	0.5347284
300	-330.7233	-295.6274	-35.09595	6.021362	1.385984	0.0447882	0.00497572	0.025635	0.0410426	0.155099	0.00810332	0.020916	0.064959	0.0368394	0.0316062	0.0315357	0.00596831	0.0548142	0.0722488	0.5382	0.0675965	0.00418419	0.00586795	0.0185155	0.000366796	0.0175971	0.316256	0.459731	0.138841	0.0231988	0.261756	0.0823221	0.211155	0.00797119	0.000648383	0.018839	0.0438484	0.0505946	0.0097129	0.508692	0.36584	0.145499	0.146888	0.0563753	0.447112	0.0301619	0.101253	0.123819	0.164481	0.09719546	0.3685054	0.0458732	0.0765018	0.0421758	0.0693302	0.000433646	0.00117429	0.397848	0.00805584	0.142502	0.0089297	0.0892793	0.0100651	0.0828467	0.0194635	0.00552138	0.4179614	7	9.048201	0.3313743	0.20716	0.568409	1.04296	2.18147	0.221681	0.328416	0.0944314	0.0526606	0.185168	0.117643	0.7864668	0.5314419
400	-333.5837	-298.279	-35.30472	5.644309	2.114524	0.188052	0.0488048	0.282777	0.0797867	0.0642082	0.291707	0.0879066	0.0515438	0.0685392	0.486798	0.319559	0.0493265	0.138611	0.0710912	0.293404	0.0121143	0.00106286	0.0142829	0.0173353	0.0939493	0.0280818	0.0245318	0.142617	0.285731	3.73283e-05	0.235432	0.311357	0.118502	0.0524909	0.0883932	0.432149	0.0306406	0.0840127	0.0218538	0.357318	0.113668	0.114553	0.00100463	0.19153	0.160111	0.0585113	0.107063	0.102016	0.0708877	0.1571606	0.2213034	0.0521363	0.122309	0.023696	0.0505856	0.016097	0.0031514	0.23631	0.00165456	0.150924	0.0531474	0.13466	0.0211489	0.0368736	0.0430158	0.0542896	0.4881083	6	6.162864	0.1919249	0.306573	0.666664	1.07261	1.95416	0.185487	0.297407	0.160621	0.0432526	0.229193	0.0840385	0.7094117	0.6880466
500	-314.1803	-291.2037	-22.97661	12.35526	1.770833	0.0156515	0.0452987	0.086238	0.033892	0.0432606	0.022701	0.0322731	0.0147596	0.0130602	0.0137337	0.0890729	0.111456	0.0386958	0.0303817	0.0187838	0.0126924	0.0140836	0.00849722	0.0345957	0.0664227	0.00197473	0.0503755	0.453149	0.194088	0.0236415	0.0745447	0.0829844	0.0843125	0.00386908	0.0427898	0.00474199	0.155132	0.136561	0.00810473	0.0473698	0.168349	0.00982771	0.008187	0.104723	0.116848	0.00376792	0.109125	0.0608551	0.181108	0.08412573	0.009518804	0.0387839	0.249338	4.32891e-05	0.059058	0.065356	0.0124557	0.122173	0.010751	0.0776266	0.119456	0.102779	0.0159664	0.0181149	0.101123	0.00697484	0.4858609	8	12.39917	0.1135688	0.264295	0.6282	1.06303	2.04447	0.144864	0.36049	0.0945367	0.10918	0.211177	0.0797521	0.4953798	0.9807848
600	-343.4678	-301.9249	-41.54291	8.235401	1.490371	0.151071	0.0584489	0.0643822	0.022596	0.0349016	0.127606	0.153882	0.00126115	0.0752653	0.0815117	0.0738162	0.149474	0.12843	0.670969	0.0526845	0.0319609	0.0748707	0.0100747	0.030466	0.301487	0.0387417	0.131034	0.0624051	0.0398967	0.00405071	0.0850361	0.118862	0.102872	0.734125	0.00619686	0.0450426	0.0317959	0.414923	0.0140699	0.274741	0.070504	0.120916	0.482272	0.0347859	0.155596	0.0849727	0.0293797	0.0403432	0.230455	0.1247314	0.04865751	0.0217325	0.091429	0.0241739	0.0323852	0.109908	0.0110481	0.195631	0.00893471	0.0582843	0.042089	0.109172	0.0279018	0.0274765	0.184887	0.0549457	0.4295088	9	11.75703	0.1138916	0.223831	0.586946	1.04985	2.13937	0.182213	0.354995	0.107221	0.0699835	0.19625	0.0893379	0.4781663	0.8982414
700	-310.7262	-297.2952	-13.43107	6.356617	2.508208	0.0825453	0.145354	0.0622476	0.0127486	0.00055046	0.0339479	0.051379	0.0500852	0.0079286	0.0732034	0.00112915	0.0872933	0.00721013	0.00563265	0.0783174	0.0108325	0.076767	0.00192935	0.0814167	0.0963091	0.00370631	0.0146556	0.0713719	0.114437	0.0391763	0.0317282	0.0294069	0.150491	0.0192776	0.277001	0.00558661	0.00239186	0.00112643	0.0330544	0.0846126	0.206339	0.176587	0.0468301	0.0159874	0.102662	0.206099	0.011775	0.218972	0.0680229	0.05714015	0.02192597	0.0320871	0.19701	0.0107094	0.0441502	0.0145561	0.0245504	0.145636	0.0164892	0.0809724	0.0849839	0.144459	0.0302019	0.0101563	0.1422	0.0218386	0.6936843	6	8.490888	0.1883977	0.347233	0.700064	1.07872	1.87398	0.133828	0.365006	0.0950564	0.115373	0.156936	0.133801	0.7156103	0.9693605
800	-336.7442	-300.9096	-35.83462	5.490313	1.547119	0.0232411	0.0768165	0.171172	0.0511666	0.181472	0.0108198	0.475069	0.0165743	0.232146	0.00829761	0.26686	0.331555	0.0643852	0.146964	0.190958	0.0177532	0.00103172	0.0235229	0.20543	0.0194531	0.279677	0.00859764	0.259974	0.0182326	0.0699334	0.178418	0.0181611	0.560147	0.126413	0.011619	0.211834	0.0160623	0.393229	0.0295138	0.396181	0.00819047	0.522638	0.126017	0.041711	0.109292	0.261308	0.00913842	0.0530059	0.0109969	0.1635865	0.07659573	0.0269272	0.0886751	0.0220857	0.100592	0.00555335	0.00644692	0.048608	0.0230782	0.162736	0.0044322	0.294709	0.0610877	0.0335689	0.0822527	0.0392463	0.5633407	9	8.779476	0.1961907	0.23251	0.596216	1.05307	2.1182	0.273794	0.28669	0.0893696	0.0917545	0.117008	0.141384	0.6399364	0.8803073
900	-333.8403	-291.9228	-41.91758	7.313066	0.9786661	0.0308548	0.0404579	0.129141	0.134776	0.0190794	0.00654377	0.258962	0.155145	0.209258	0.0469145	0.294345	0.160723	0.103242	0.112712	0.107843	0.018837	0.0345693	0.141563	0.226945	0.0304178	0.0196669	0.0246877	0.153636	0.0295684	0.391512	0.222602	0.0334413	0.313092	0.0368342	0.288302	0.124217	0.0313101	0.536394	0.0507036	0.0503302	0.0610556	0.318641	0.0350886	0.30966	0.0309918	0.0211942	0.0108191	0.653424	0.0061861	0.09944364	-0.1203414	0.0165291	0.13175	0.0226383	0.0752355	0.00371848	0.00446712	0.162112	0.00516003	0.17657	0.110839	0.204434	0.0431944	0.00482724	0.0163477	0.022176	0.6762167	6	8.461206	0.1489612	0.132678	0.470244	0.996373	2.40071	0.156793	0.385257	0.0967838	0.0730273	0.163609	0.12453	0.5558753	1.21649
