Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-332.0675	-308.314	-23.75349	5.311658	1.461642	0.111796	0.00219429	0.445642	0.607982	0.050762	0.239408	0.104307	0.0214735	0.24517	0.564495	0.0357151	0.134479	0.377442	0.427062	0.00580681	0.0704011	0.360025	0.340452	0.423232	0.30876	0.0570769	0.00701008	0.2488992	0.09336044	0.067314	0.0165301	0.0519452	0.059311	0.0317247	0.0369998	0.101338	0.206088	0.0172325	0.150512	0.0761548	0.0608007	0.0220661	0.0989801	0.0030031	0.2997395	2	5.794597	0.1996078	0.219336	0.582045	1.04809	2.15053	0.230916	0.312772	0.140385	0.0794466	0.100028	0.136453	0.3930999	0.762502
1	0	-329.2309	-305.8411	-23.38978	5.923895	4.939234	0.343816	0.00378398	0.151756	0.228181	0.0353936	0.154722	0.108567	0.264754	0.399574	0.763009	0.0494686	0.0301163	0.367275	0.144516	0.0175222	0.0644057	0.181832	0.0181035	0.281869	0.0128411	0.0193331	0.480547	0.1683197	0.04855503	0.0163629	0.0135599	0.0767152	0.0592163	0.00464788	0.0633013	0.0893522	0.205622	0.00927283	0.15448	0.0280992	0.00847274	0.103923	0.126793	0.0401816	0.3368217	2	6.078903	0.1248635	0.499534	0.80249	1.08341	1.61457	0.187697	0.370334	0.117437	0.0782107	0.072188	0.174133	0.3853767	0.8740063
2	0	-335.5201	-309.524	-25.99602	5.285065	2.342065	0.0397713	0.0253066	0.00330454	0.45555	0.225222	0.0962044	0.901426	0.201043	0.296304	0.0492519	0.124336	0.34893	0.14841	0.39698	0.030024	0.273504	0.589362	0.0130487	0.163559	0.667482	0.449622	0.0595693	0.26108	0.09366486	0.0407179	0.0190036	0.0571053	0.0688268	0.00451529	0.0245923	0.0434708	0.0536853	0.051679	0.0210016	0.186185	0.047936	0.221494	0.154604	0.00518364	0.2876082	4	5.419273	0.0766739	0.330953	0.68707	1.07659	1.90539	0.220559	0.367808	0.114751	0.102916	0.0923489	0.101617	0.3812731	0.7543365
3	0	-332.6507	-308.0446	-24.60613	4.387436	2.696906	0.0394232	0.00765089	0.425397	0.352695	0.177636	0.134713	0.375928	0.102852	0.068346	0.0404988	0.17088	0.23661	0.0972593	0.211848	0.072809	0.354576	0.301175	0.258127	0.0281585	0.702321	0.342698	0.569209	0.2071129	0.1907315	0.122802	0.0225587	0.064486	0.0320387	0.0165515	0.0398943	0.218487	0.0348775	0.0146575	0.00321433	0.0879152	0.0538552	0.171565	0.0978564	0.0192409	0.1767327	1	7.305473	0.1451811	0.364364	0.713234	1.08055	1.84185	0.189044	0.227469	0.134643	0.0783314	0.186144	0.184368	0.3674642	0.4809522
4	0	-342.3683	-317.9078	-24.46048	5.851078	2.451521	0.00609195	0.0108046	0.294093	0.138221	0.0681939	0.368485	0.20385	0.00944018	0.363153	0.366658	0.112083	0.0753456	0.0784285	0.0760422	0.000971038	0.0202409	0.00444205	0.15779	0.280846	0.751826	0.695707	0.273309	0.1827235	0.0755414	0.0833402	0.0820736	0.0553122	0.0503711	0.0522675	0.0848007	0.0568782	0.0380602	0.0640004	0.060785	0.0575936	0.0612196	0.0709914	0.0619971	0.120309	0.374434	1	9.579258	0.1083959	0.341812	0.69579	1.07806	1.88434	0.255998	0.315721	0.0813615	0.105132	0.162728	0.0790596	0.4499754	0.832121
5	0	-356.4716	-305.8676	-50.60397	9.096667	1.824872	1.40334	0.917408	0.871736	0.00516008	0.375201	0.105029	1.43275	0.0349811	0.455531	0.669319	0.739561	0.415603	0.00719986	0.0905194	0.368376	0.97777	0.570703	0.185995	0.122591	0.335801	1.2616	0.149414	0.584361	0.2566127	0.0222509	0.00992221	0.0183441	0.0290716	0.087841	0.0359067	0.129396	0.0420268	0.0162534	0.13194	0.0914826	0.00974285	0.128405	0.20411	0.0433078	0.1696987	2	9.240218	0.1613755	0.271434	0.634998	1.06492	2.02865	0.264577	0.262739	0.115839	0.0891019	0.142443	0.1253	0.4263114	0.3980628
6	0	-353.0122	-312.0481	-40.96415	4.86198	5.59858	0.0899219	0.0509008	0.0973964	0.338675	0.427407	0.120621	0.673865	0.287173	0.773106	0.281873	0.269682	0.855467	1.10243	0.0872762	0.0923566	0.930861	0.221699	0.238911	0.135442	0.732857	1.36003	0.494753	0.3934097	-0.00209885	0.0763015	0.0101176	0.0345917	0.00253788	0.0582681	0.0378963	0.0583103	0.00429628	0.000531645	0.20278	0.30606	0.0426107	0.0576949	0.0337427	0.074261	0.4216027	1	6.059979	0.1431629	0.525187	0.817022	1.08213	1.57566	0.247177	0.269881	0.0732587	0.0889701	0.16029	0.160423	0.4195038	1.005003
7	0	-340.3678	-315.718	-24.64982	6.488597	1.234208	0.162942	0.00383452	0.19635	0.0891931	0.177098	0.0345191	0.879755	0.0571113	0.592317	0.330527	0.432793	0.171217	0.0258008	0.166703	0.265373	0.123491	0.434485	0.0492966	0.113043	0.16822	0.487116	0.463609	0.2129501	0.01928111	0.088507	0.104429	0.190365	0.0714599	0.0372709	0.00381298	0.0916093	0.0162108	0.0169036	0.0864431	0.1975	0.00392403	0.00479952	0.0287238	0.0580407	0.395497	3	7.125238	0.1567438	0.181197	0.537374	1.03008	2.25135	0.174619	0.271362	0.135477	0.0785981	0.147094	0.19285	0.4147781	0.9535146
8	0	-347.8449	-309.4423	-38.40263	10.22484	1.05733	0.0224235	0.0169397	0.0643586	0.251506	0.275708	0.142045	0.200292	0.0270508	1.3763	0.57201	0.117517	0.213088	0.330211	0.28821	0.153141	0.665861	0.272055	0.967195	0.109204	0.154238	0.558852	0.252141	0.2859774	0.06907026	0.0689485	0.0308242	0.0799358	0.0125222	0.104204	0.0567206	0.0847812	0.0266374	0.0667835	0.0591267	0.0984101	0.0106507	0.177448	0.0557635	0.0672429	0.4337273	2	10.3491	0.1299092	0.148249	0.493331	1.00889	2.34953	0.196612	0.33407	0.125323	0.0968821	0.130954	0.11616	0.5027976	0.8626281
9	0	-349.7059	-310.0173	-39.68854	7.090018	0.6504548	0.361752	0.0121488	0.216425	0.196331	0.015713	0.0511978	0.0994941	0.0188774	0.268334	0.667568	0.873236	0.0906622	0.546146	0.114598	0.597068	0.273025	1.37425	0.0434669	0.734422	0.220311	0.185124	0.792704	0.3942482	0.2053401	0.138315	0.0161751	0.0588744	0.0512821	0.0251442	0.0484799	0.248406	0.0575215	0.0224188	0.0202153	0.155253	0.033276	0.0941616	0.0216823	0.00879548	0.3774623	2	11.53418	0.1590331	0.0636538	0.339184	0.905028	2.69213	0.211058	0.29747	0.113769	0.0849191	0.151753	0.141031	0.5828025	0.6476677
