Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-130.4152	-122.3843	-8.030916	16.12187	2.541048	0.0379479	0.0821108	0.0148883	0.0363041	0.0498425	0.0171857	0.00361322	0.0916732	0.0118759	0.00820713	0.0130133	0.0464243	0.00437249	0.00113036	0.0755944	0.115747	0.0363777	0.0195109	0.0678564	0.0272595	0.0228647	0.00158032	0.04150241	-0.05767209	0.0274718	0.214204	0.0242486	0.0139624	0.0090629	0.0316948	0.0728757	0.0219514	0.0625667	0.0546744	0.118873	0.145864	0.0446802	0.0271934	0.130677	0.2959371	4	54.17361	0.02916916	0.350314	0.702469	1.07908	1.86814	0.0963372	0.200845	0.127378	0.463175	0.0396119	0.0726527	0.238265	1.24205
100	-98.95274	-120.6309	21.67811	13.34438	6.759795	0.000283393	0.000738926	0.0118653	0.00526412	0.0104259	0.0034666	0.000154658	0.00934805	0.00442208	0.00223505	0.006409	0.00563827	0.000526968	0.004541	0.0232921	0.0243695	0.0103254	0.00495275	0.00063935	0.00173315	0.00220932	0.0339132	0.007255839	0.002245418	0.0238055	0.0628031	0.212331	0.0191973	0.0164446	0.0124955	0.0984283	0.127943	0.0138585	0.214522	0.0888726	0.000131655	0.00513534	0.0205582	0.0834731	0.2975011	1	50.80129	0.04173423	0.562004	0.836779	1.07951	1.5217	0.0714354	0.27043	0.0986404	0.419794	0.0338078	0.105892	0.2997465	0.9925089
200	-103.229	-118.1095	14.88052	25.87552	1.844341	0.00992022	0.0146881	0.0104117	0.00692251	0.00362538	0.0013782	0.00457739	0.0133905	0.00244968	0.00118777	0.00479151	0.00324373	0.00685501	0.00235122	0.00618981	0.0104326	0.00678881	0.0404298	0.0204935	0.00850745	0.0118219	0.0129096	0.01099929	0.01592138	0.154616	0.0411121	0.13366	0.0964948	0.043104	0.0470648	0.0852055	0.0845585	0.00712865	0.20091	0.00452708	0.0376151	0.0349334	0.000926541	0.0281435	0.09721808	2	62.20855	0.04297114	0.273958	0.63737	1.06556	2.02311	0.0694577	0.239238	0.032353	0.431439	0.0598794	0.167633	0.1131395	0.8592765
300	-123.5609	-121.2778	-2.283044	8.694003	1.358503	0.123483	0.0494522	0.0239583	0.0116169	0.0290108	0.0306553	0.0313863	0.00181917	0.0749733	0.0157267	0.0259355	0.00106133	0.0364848	0.0186342	0.048985	0.0419945	0.0399726	0.0354099	0.0297261	0.00173548	0.00430878	0.0111621	0.04999288	-0.02339562	0.054676	0.0079619	0.168817	0.0129896	0.064005	0.0457257	0.0760222	0.0855643	0.0659764	0.212009	0.108671	0.00814787	0.024759	0.00105803	0.0636176	0.4742198	2	52.16513	0.02223247	0.202613	0.563175	1.04091	2.19331	0.110768	0.228006	0.0467647	0.43758	0.0333882	0.143494	0.4508241	1.051895
400	-138.9794	-127.8895	-11.0899	14.03866	1.784838	0.0248687	0.18371	0.00953159	0.0532267	0.014368	0.00424014	0.0297181	0.016137	0.00244331	0.184958	0.00762156	0.111128	0.0621687	0.0395388	0.0121751	0.0022089	0.0460718	0.029846	0.0153667	0.00460896	0.120892	0.0330867	0.03764884	-0.05830067	0.0534918	0.0818972	0.07726	0.039054	0.0932011	0.203918	0.0356221	0.0373634	0.0715328	0.169634	0.0408629	0.00766675	0.0741175	0.00296934	0.0114086	0.2239409	1	52.39603	0.1000793	0.266164	0.629992	1.06354	2.0403	0.0357075	0.268593	0.109547	0.386987	0.0493189	0.149847	0.1656402	1.351972
500	-122.1382	-123.3831	1.244947	12.06872	2.231568	0.00381357	0.0300376	0.00393334	0.0177889	0.0149157	0.0529142	0.0399239	0.0574422	0.0323168	0.0102114	0.00334889	0.0122839	0.0251556	0.0106118	0.0688362	0.00926903	0.00898947	0.00810532	0.0311542	0.131664	0.0277847	0.00173581	0.030397	0.01026316	0.0229625	0.0696509	0.124764	0.083403	0.0401897	0.00225193	0.10377	0.149786	0.0141145	0.244485	0.0881476	0.0105774	0.0155522	0.0155545	0.0147911	0.2836232	2	51.02214	0.05273608	0.319434	0.677577	1.07483	1.92815	0.0378939	0.383164	0.0486079	0.42419	0.0512837	0.0548612	0.2938864	0.9650778
600	-122.4051	-125.3078	2.902655	7.122591	0.5719399	0.0970337	0.0177293	0.0397733	0.00382252	0.0119359	0.00520467	0.0356858	0.0977017	0.0242805	0.027306	0.000847123	0.0224461	0.0222948	0.0393858	0.00850797	0.0432282	0.0623617	0.0124305	0.00351604	0.0146429	0.0365231	0.080058	0.03941685	0.003525437	0.0662929	0.056495	0.182318	0.0898806	0.0408655	0.201838	0.0366925	0.0286308	0.0382484	0.0978254	0.0487313	0.0488349	0.0140914	0.00384752	0.0454077	0.2410439	0	50.55425	0.07252333	0.0473771	0.29631	0.866299	2.79001	0.122827	0.133015	0.0636853	0.437082	0.107787	0.135603	0.2445693	0.9855851
700	-117.193	-125.3427	8.149659	14.59627	3.085295	0.00077303	0.00456372	0.0115273	0.0252294	0.00588034	0.000681659	0.00784192	0.0185399	0.00704352	0.0211762	0.0013212	0.0177461	0.00802607	0.0738074	0.021285	0.00625465	0.020521	0.0124058	0.0100285	0.0211455	0.00884757	0.00639624	0.02546218	0.0118898	0.0864035	0.0038002	0.0734475	0.103136	0.0716429	0.0217021	0.0599575	0.0831025	0.0456238	0.185632	0.00217866	0.065042	0.0887145	0.0775484	0.0320691	0.2618481	1	58.21742	0.04109848	0.395755	0.736144	1.08291	1.7852	0.109823	0.289437	0.0541382	0.371024	0.046301	0.129277	0.2737379	0.956565
800	-103.1437	-124.3207	21.17702	29.06578	1.136283	0.00360965	0.00253674	0.00536155	0.0055216	0.00763096	0.00341946	0.00329125	0.00958309	0.0017878	0.00359785	0.00513173	0.01212	0.0200964	0.00312162	0.0245703	0.00757849	0.000603326	0.00234454	0.0101068	0.0318914	0.00597316	0.00223508	0.009128797	-0.03276803	0.110713	0.0958987	0.182421	0.0258754	0.0464546	0.12099	0.0689783	0.0448619	0.100893	0.0296068	0.0507875	0.0395984	0.0192994	0.00550124	0.0581206	0.1770467	1	52.65158	0.03006012	0.163316	0.514204	1.01936	2.30312	0.0728687	0.22215	0.115604	0.481144	0.0101457	0.0980879	0.1442787	1.227116
900	-129.8112	-128.9057	-0.9054924	10.17538	1.824029	0.0441725	0.00242504	0.00144041	0.0265399	0.00114659	0.00270554	0.00339887	0.021585	0.0186034	0.0113999	0.0195144	0.00866195	0.0390365	0.00143877	0.00538248	0.0283754	0.0280251	0.0422222	0.0892267	0.000295533	0.0287458	0.0962163	0.02222288	-0.06585184	0.0607312	0.0122649	0.199379	0.0398803	0.109128	0.0550739	0.0830703	0.103859	0.0203669	0.100567	0.025533	0.0494547	0.107318	0.011948	0.0214255	0.4903173	2	52.25247	0.02137366	0.271324	0.634894	1.06489	2.02889	0.103383	0.175764	0.0827072	0.529763	0.0245632	0.0838201	0.4244655	1.155141
