Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-241.0432	-235.8554	-5.187849	2.740547	3.48084	0.0312628	0.0423799	0.0881291	0.00744549	0.0736089	0.0282324	0.125751	0.00357746	0.0588209	0.00792785	0.0357907	0.00344929	0.0211154	0.0286401	0.0297688	0.00450189	0.02656966	0.006656942	0.0644954	0.0344441	0.287239	0.00455958	0.0317794	0.0611271	0.197907	0.0496075	0.0966021	0.043918	0.00218156	0.0885697	0.0262692	0.00995311	0.00134749	0.2290981	1	64.8073	0.02321207	0.423349	0.755097	1.08404	1.73751	0.146194	0.152504	0.211645	0.0348679	0.363933	0.0908565	0.235755	0.9717633
100	-263.7503	-237.727	-26.02333	1.625975	3.170068	0.00863937	0.0258525	0.864065	0.0822265	0.0671306	0.0696796	0.221663	0.0463952	0.0674983	0.253218	0.180839	0.24987	0.0457523	0.0705875	0.199073	0.144142	0.1178811	-0.01162715	0.0838899	0.00613661	0.16485	0.0114386	0.0544499	0.018041	0.105928	0.0387801	0.047511	0.0703701	0.00893703	0.0497678	0.101546	0.0944518	0.143903	0.2668996	1	72.31914	0.02333275	0.402005	0.74053	1.08324	1.77423	0.23991	0.239722	0.152275	0.0745597	0.246006	0.0475289	0.2552724	1.045548
200	-241.6809	-240.3732	-1.307709	3.133307	2.386082	0.0366933	0.083582	0.0898599	0.050127	0.072266	0.0659107	0.0893521	0.0314176	0.0726392	0.0583184	0.0974443	0.0430405	0.0758304	0.0382973	0.0636087	0.0303475	0.04638767	-0.002827052	0.0400709	0.0865516	0.315531	0.010322	0.117591	0.0292764	0.0400625	0.114962	0.00017925	0.0414513	0.0223046	0.134702	0.0132756	0.0243529	0.00936702	0.09755298	3	50.62299	0.05112391	0.335383	0.690654	1.07721	1.89675	0.139305	0.313569	0.188056	0.056522	0.222293	0.0802541	0.09472593	1.029845
300	-239.6687	-236.1498	-3.518851	13.58641	1.687136	0.00721771	0.00915073	0.0586524	0.0169129	0.0238202	0.0143519	0.0610536	0.0101149	0.0685959	0.117721	0.0214961	0.0177049	0.00296669	0.0106683	0.0511243	0.00730594	0.05077625	0.02949324	0.160687	0.00476957	0.220723	0.0316202	0.0489852	0.0756307	0.0296535	0.0169431	0.112708	0.0359073	0.0113126	0.110709	0.0166189	0.0493996	0.0743316	0.1789025	1	55.24241	0.04010857	0.252838	0.617006	1.05975	2.0704	0.148549	0.219004	0.173789	0.101185	0.273568	0.0839043	0.2083958	0.8584749
400	-249.294	-239.9613	-9.332738	2.665304	1.343602	0.0152459	0.00093843	0.00758824	0.000919807	0.140118	0.00615589	0.268034	0.0121744	0.114622	0.0398742	0.048665	0.086447	0.0580205	0.0856655	0.0522967	0.164518	0.0728379	0.01477278	0.155449	0.0348583	0.142523	0.0174336	0.00175483	0.0627544	0.0306888	0.0732315	0.0477951	0.052496	0.0234612	0.22915	0.10264	0.0228508	0.00291312	0.230397	2	54.03115	0.02394953	0.20012	0.56027	1.03975	2.19986	0.254361	0.149168	0.184638	0.131903	0.228745	0.0511848	0.2451698	0.9397447
500	-231.4539	-237.4527	5.998791	3.930358	1.760528	0.0278552	0.0141277	0.0562279	0.0377624	0.0795881	0.0190482	0.0318792	0.0159387	0.0247928	0.0150199	0.104492	0.0469239	0.028841	0.0486378	0.00800946	0.031596	0.03994715	0.01564844	0.145022	0.0642069	0.0645564	0.0147802	0.0667453	0.100537	0.127258	0.0386219	0.109282	0.00345334	0.0109502	0.0947217	0.00340297	0.122308	0.0341543	0.1472768	2	50.49713	0.01972429	0.262911	0.626866	1.06265	2.04757	0.204386	0.182153	0.135638	0.122743	0.291768	0.0633132	0.1629252	0.9039532
600	-243.7562	-231.6939	-12.06225	1.936926	3.390763	0.0555071	0.124819	0.147614	0.0351089	0.159399	0.199514	0.0145929	0.0635205	0.174345	0.0302254	0.00748401	0.0775901	0.152659	0.0335919	0.00681634	0.115286	0.1059227	-0.002203095	0.120346	0.0141995	0.153289	0.00649357	0.0730146	0.164843	0.0493626	0.0448527	0.00946139	0.148154	0.0270756	0.125524	0.00283923	0.0592262	0.00131894	0.1246049	4	75.64163	0.0543338	0.417402	0.7511	1.08387	1.74763	0.113067	0.21552	0.206716	0.102354	0.276758	0.085585	0.1224018	1.017999
700	-259.0487	-247.8696	-11.17911	5.923187	1.619994	0.0298295	0.0418795	0.0216778	0.0830818	0.0288016	0.0164842	0.116758	0.0360963	0.0145479	0.0135039	0.0436192	0.037452	0.145954	0.0752737	0.110926	0.0324168	0.0528591	0.05125455	0.102244	0.0271268	0.12895	0.0160092	0.0870865	0.111809	0.0368587	0.0683188	0.00830334	0.0308833	0.0190719	0.0802781	0.00477254	0.0486688	0.229619	0.1542076	1	54.56585	0.0268701	0.243278	0.607383	1.05675	2.09258	0.166589	0.116681	0.300849	0.0980441	0.23473	0.0831076	0.2054622	0.7505402
800	-244.0883	-235.3037	-8.784625	6.744561	3.11378	0.0306588	0.00988761	0.00967656	0.0696803	0.00603839	0.0467562	0.0806508	0.0139941	0.0698304	0.144596	0.13622	0.174643	0.00210869	0.0359711	0.0376423	0.177754	0.07204019	-0.07124536	0.074429	0.0699533	0.0575592	0.00115329	0.108105	0.106069	0.0631434	0.0412403	0.0680009	0.059226	0.00126462	0.111977	0.00175433	0.235752	0.000372907	0.17704	2	51.50902	0.07710544	0.397877	0.737639	1.08302	1.78146	0.146308	0.246744	0.124559	0.127118	0.309163	0.0461083	0.1057947	1.67343
900	-254.4619	-237.6988	-16.76305	1.834036	1.283427	0.00817838	0.000820391	0.43747	0.240505	0.00110834	0.0719143	0.269212	0.148192	0.0841164	0.123104	0.153745	0.193773	0.0340145	0.115763	0.242503	0.0172401	0.09949488	0.06658341	0.123821	0.0371796	0.116627	0.00393299	0.0434079	0.005561	0.0453218	0.0227199	0.111768	0.15505	0.00159739	0.122871	0.085773	0.0310321	0.0933364	0.08466658	3	56.33661	0.03065479	0.189847	0.548033	1.03469	2.22743	0.195898	0.211293	0.171576	0.0850763	0.200817	0.13534	0.15125	0.5597791
