Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-261.0768	-246.9518	-14.12495	3.364948	2.897502	0.0847041	0.0391767	0.00201129	0.104209	0.154433	0.0874559	0.140797	0.00879527	0.0895359	0.0214166	0.287638	0.00987001	0.00719855	0.00401828	0.0807485	0.0223998	0.07682833	-0.005294137	0.0331286	0.0189969	0.0881424	0.229554	0.0777298	0.021848	0.0423502	0.0389448	0.0634126	0.0904038	0.0041575	0.0404327	0.0568362	0.0503568	0.143706	0.1403005	1	56.0607	0.01934639	0.381174	0.72569	1.08196	1.81118	0.258125	0.234405	0.11735	0.125542	0.1866	0.0779784	0.1350063	1.039214
1100	-287.4457	-249.5807	-37.86493	3.208929	1.055542	0.277349	0.0270518	0.180547	0.11345	0.601548	0.236503	0.321217	0.00639503	1.17895	0.0203933	0.154738	0.276742	0.0267027	0.147875	0.425241	1.52535	0.3137237	0.009752706	0.020993	0.024949	0.0642707	0.0378772	0.0559111	0.0099186	0.055351	0.152302	0.180765	0.101933	0.0477726	0.126939	0.0423429	0.00691475	0.0717604	0.1332105	1	58.42317	0.0205796	0.147901	0.492832	1.00863	2.35064	0.228394	0.212517	0.132107	0.20521	0.170802	0.0509699	0.1429632	0.9317817
1200	-269.2402	-253.0914	-16.14873	1.526846	2.302171	0.118867	0.0205771	0.0290056	0.160349	0.0562459	0.108556	0.288144	0.0587833	0.0696251	0.0287593	0.265877	0.085122	0.165399	0.0406638	0.00114734	0.172858	0.1316508	-0.05529023	0.0474561	0.0861329	0.0404343	0.154136	0.0512451	0.057279	0.080974	0.0593814	0.163698	0.00598812	0.0195988	0.0209837	0.0748854	0.0683791	0.0694276	0.1950445	3	56.39218	0.04449856	0.326861	0.683727	1.07599	1.91342	0.243926	0.253391	0.108109	0.143596	0.171863	0.0791135	0.1397543	1.395625
1300	-268.5181	-244.8259	-23.69225	0.7023051	6.186678	0.388379	0.029305	0.191661	0.0404549	0.0297972	0.0624309	0.26022	0.0102188	0.0224359	0.0254328	0.115512	0.056732	0.0330573	0.056734	0.354088	0.0134855	0.1004958	0.02511318	0.0387279	0.031093	0.014707	0.105982	0.0329682	0.0319697	0.0409705	0.0172068	0.0918138	0.132333	0.0315293	0.119289	0.0666833	0.198168	0.0465582	0.1496042	2	56.73408	0.02207698	0.544968	0.827792	1.08084	1.5464	0.219063	0.273539	0.168916	0.0764324	0.195913	0.066136	0.1747174	0.856264
1400	-267.8138	-245.9209	-21.89294	2.918358	2.145828	0.275793	0.0237548	0.415193	0.100334	0.159185	0.205557	0.190583	0.00532837	0.0856733	0.0832769	0.0560013	0.00374884	0.0957215	0.280134	0.320932	0.109603	0.1547032	-0.03323365	0.0227437	0.078863	0.178835	0.0165182	0.0813339	0.01528	0.0630589	0.0938661	0.112866	0.0510024	0.00966708	0.070971	0.0429871	0.0434536	0.118554	0.2416676	2	60.2338	0.01329593	0.310082	0.669676	1.07324	1.947	0.212371	0.256706	0.131001	0.073802	0.260306	0.0658149	0.208434	1.159444
1500	-272.1649	-247.6528	-24.51215	1.225819	2.96164	0.00566231	0.0628017	0.192242	0.129775	0.703722	0.00660389	0.164915	0.0178208	0.227707	0.0792463	0.0226451	0.032097	0.00784099	0.0429379	0.114358	0.188707	0.1612776	-0.004475705	0.0108663	0.0413936	0.0281677	0.0191354	0.049571	0.0119691	0.035253	0.00708629	0.158814	0.0637787	0.0341299	0.360253	0.154979	0.0212164	0.00338639	0.1830531	1	72.93694	0.01764545	0.386272	0.729382	1.08232	1.80203	0.265562	0.22446	0.153441	0.115827	0.184515	0.0561948	0.1785774	1.025063
1600	-276.756	-249.0222	-27.73383	1.423642	2.410324	0.0192225	0.0368197	0.274629	0.156076	0.145342	0.370883	0.502686	0.0408651	0.301933	0.0649543	0.104043	0.162741	0.587557	0.0779139	0.0422186	1.03464	0.2314344	0.05047827	0.0577194	0.0876017	0.0919425	0.0916937	0.0863832	0.0167092	0.0346386	0.173817	0.0382023	0.0197604	0.0099871	0.114691	0.0905023	0.0822482	0.00410285	0.1418098	2	54.49053	0.02569418	0.337786	0.692583	1.07753	1.8921	0.172764	0.311306	0.205182	0.0778947	0.177576	0.0552765	0.1922881	0.7374862
1700	-268.1517	-244.9058	-23.2459	1.30602	1.992549	0.510238	0.0398232	0.381079	0.751584	0.000681483	0.279596	0.553916	0.0103347	0.173497	0.239489	0.185267	0.487864	0.0772442	0.052134	0.174449	0.0148182	0.2141523	-0.007479423	0.0119142	0.0357145	0.0754496	0.194882	0.018327	0.00744036	0.0261168	0.0762337	0.204277	0.0201109	0.0131413	0.0766993	0.0838506	0.0707582	0.0850839	0.1463053	2	51.21908	0.04024196	0.292384	0.654219	1.0698	1.9836	0.191908	0.282635	0.148386	0.108239	0.194651	0.0741823	0.1388258	1.053876
1800	-271.8411	-249.4484	-22.39266	3.534118	2.217081	0.100136	0.032692	0.130034	0.0422131	0.338086	0.131101	0.244378	0.0323346	0.423869	0.322852	0.0181553	0.0247153	0.215995	0.0642556	0.0421695	0.00808004	0.1844399	0.0282456	0.00920266	0.0139962	0.0652084	0.157592	0.0380657	0.0287029	0.0657272	0.0180274	0.153988	0.107531	0.0456269	0.0696318	0.0275009	0.0451409	0.154058	0.0702224	1	52.83496	0.03854179	0.31788	0.676276	1.07458	1.93126	0.250355	0.322854	0.133202	0.0784246	0.142256	0.0729089	0.098468	0.7131495
1900	-270.1173	-249.4598	-20.65748	6.629412	1.277478	0.0371186	0.0598549	0.231877	0.122892	0.266412	0.105961	0.0398479	0.0175347	0.251917	0.116581	0.00820821	0.0266309	0.12182	0.169889	0.0217852	0.129466	0.152915	-0.0001053773	0.0272048	0.0897347	0.117448	0.109739	0.00371617	0.0490776	0.0468604	0.0352146	0.175502	0.116064	0.0824457	0.0765489	0.00947278	0.0590879	0.00188414	0.1138711	1	60.57902	0.02364144	0.188814	0.546777	1.03416	2.23025	0.281974	0.241521	0.138429	0.113264	0.167533	0.0572791	0.1137658	1.000926
2000	-264.5302	-240.7602	-23.77	3.248255	1.823424	0.0421405	0.0257523	0.0448202	0.123221	0.217667	0.0492061	0.258846	0.00157476	0.0976887	0.0272726	0.024849	0.327164	0.367944	0.116563	0.0211098	0.0790035	0.1219895	0.01233836	0.0400183	0.00978249	0.156404	0.0829825	0.0400852	0.0358811	0.216859	0.0549	0.0528585	0.11249	0.00751631	0.12279	0.0148577	0.0322499	0.0203245	0.05987108	1	59.40036	0.0756252	0.271245	0.63482	1.06487	2.02906	0.242149	0.242	0.117642	0.0988125	0.229528	0.0698682	0.07220943	0.829131
2100	-264.2616	-245.6412	-18.6204	2.136078	1.901848	0.0424119	0.0234315	0.26403	0.0111189	0.239887	0.0722638	0.235536	0.0265003	0.0176894	0.0263143	0.0329783	0.000567021	0.181855	0.0464143	0.163857	0.278772	0.1114194	0.06297962	0.0226452	0.0949083	0.0813374	0.136686	0.0153661	0.0196404	0.0867802	0.0462952	0.195148	0.124253	0.00152981	0.126138	0.00232274	0.0418283	0.00512034	0.08043124	1	55.28724	0.04798267	0.28127	0.644153	1.06733	2.00725	0.253516	0.156517	0.18921	0.0880306	0.231886	0.0808411	0.1434109	0.5608449
2200	-274.6062	-247.6448	-26.96133	5.273704	3.095599	0.426539	0.145991	0.0277654	0.0561444	0.20943	0.140603	0.0855423	0.000107783	0.243089	0.1561	0.135105	0.0336396	0.0420898	0.0353712	0.250503	0.480826	0.1803438	0.05937554	0.0214321	0.012421	0.0412089	0.23601	0.0601107	0.00263938	0.0691058	0.0486307	0.14964	0.0473302	0.0333979	0.0459909	0.0040957	0.207513	0.0204734	0.05501726	1	62.34573	0.04028891	0.396525	0.736687	1.08295	1.78384	0.208466	0.206753	0.131781	0.164615	0.227166	0.0612187	0.1143928	0.4809504
2300	-259.7115	-244.4234	-15.28802	5.457272	2.683506	0.00922567	0.0248275	0.00955126	0.0224209	0.0934514	0.0855751	0.131973	0.0635174	0.0976329	0.187314	0.0634021	0.0392033	0.0479282	0.00340547	0.483542	0.0955679	0.1050604	-0.04011553	0.00476523	0.0407901	0.0895468	0.242948	0.000963043	0.0241521	0.0319796	0.0716155	0.120253	0.0397884	0.00614082	0.101142	0.0110803	0.156654	0.0581808	0.1529035	0	50.07225	0.03570903	0.363192	0.712348	1.08043	1.84403	0.233484	0.247407	0.181941	0.10282	0.165363	0.0689841	0.1127879	1.355672
2400	-264.7432	-245.6994	-19.04376	2.979373	2.454955	0.016482	0.0346894	0.146712	0.0507419	0.215431	0.137272	0.115666	0.0037697	0.0866513	0.121076	0.10689	0.216776	0.12129	0.0487836	0.375235	0.0896055	0.1100789	-0.02916673	0.0186111	0.0707656	0.119646	0.0172608	0.0657872	0.0141897	0.0997409	0.0255497	0.0422745	0.183148	0.00697835	0.148426	0.00524763	0.0635851	0.11879	0.1622611	2	57.94189	0.03041069	0.342144	0.696053	1.0781	1.88371	0.232891	0.2093	0.190364	0.0631754	0.22796	0.0763099	0.1330943	1.219143
2500	-269.4994	-248.5542	-20.94516	2.785074	1.307915	0.0073812	0.0201984	0.00419235	0.19192	0.232373	0.209833	0.329838	0.112379	0.0188346	0.0203738	0.056036	0.296259	0.0233087	0.0309914	0.162467	0.166626	0.1140837	-0.02186951	0.0132691	0.00423748	0.0819859	0.0963218	0.0579562	0.0746254	0.0989419	0.0474938	0.0569733	0.0195182	0.0160591	0.188957	0.0108172	0.187634	0.04521	0.09864549	2	50.09208	0.02788641	0.194067	0.553113	1.03682	2.216	0.214403	0.227246	0.163657	0.103509	0.19362	0.0975649	0.07677598	1.284848
2600	-281.0714	-249.8606	-31.21078	3.172888	3.80719	0.173162	0.0211049	0.265024	0.194965	0.505326	0.659979	0.156617	0.00641494	0.605623	0.204066	0.340487	0.0213612	0.0813856	0.348148	0.316672	0.13956	0.1887763	0.04792405	0.0618859	0.0853493	0.0182983	0.0258613	0.132828	0.0120286	0.0202449	0.218772	0.0981652	0.0374393	0.0165623	0.124941	0.0433727	0.100221	0.0040294	0.208433	1	50.59286	0.0237228	0.443446	0.768266	1.08438	1.70391	0.162283	0.266785	0.135689	0.136614	0.26774	0.0308891	0.256357	0.8130574
2700	-261.0286	-245.2117	-15.81687	1.569995	1.348957	0.0241045	0.0488954	0.00937397	0.108877	0.151896	0.0695305	0.306047	0.0988183	0.056027	0.0306837	0.118873	0.0264642	0.137539	0.120579	0.208992	0.0441439	0.07499737	0.08653722	0.0186518	0.0311501	0.176566	0.23051	0.0291674	0.018884	0.0791979	0.0241525	0.0793656	0.042526	0.000525472	0.131069	0.0436239	0.0817501	0.0128608	0.1403214	1	51.07212	0.0291432	0.201018	0.561319	1.04017	2.1975	0.264338	0.214329	0.169734	0.0988382	0.191938	0.0608223	0.2268586	0.6185412
2800	-277.7902	-245.316	-32.47412	2.828705	2.043377	0.615312	0.0117409	0.130945	0.231536	0.358318	0.469891	0.271051	0.0533366	0.390457	0.40844	0.391071	0.103308	0.0514714	0.117894	0.72254	0.00922137	0.2353419	-0.04378839	0.0604342	0.149053	0.222759	0.0390625	0.0250684	0.0254624	0.0085383	0.0797343	0.183165	0.00243163	0.00306354	0.0856067	0.00619865	0.0974033	0.01202	0.2675367	2	53.0054	0.02504443	0.298398	0.659548	1.07104	1.97102	0.195407	0.276564	0.16345	0.0990594	0.206931	0.0585886	0.2237483	1.195704
2900	-276.7966	-256.5876	-20.209	6.772993	3.539977	0.0637966	0.00248689	0.0556604	0.355024	0.37633	0.0268256	0.0335992	0.00598589	0.132239	0.0128519	0.30203	0.26511	0.0820605	0.119188	0.0190893	0.474836	0.1037654	0.02382843	0.0326181	0.142399	0.165502	0.0469183	0.0615122	0.06333	0.060489	0.0672581	0.0490969	0.0895451	0.0165503	0.0270377	0.00236045	0.139466	0.0359175	0.1119638	1	51.64436	0.07398082	0.427155	0.757631	1.08414	1.73108	0.243872	0.293772	0.121453	0.054823	0.218936	0.0671441	0.1357922	0.8245228
3000	-275.9185	-245.892	-30.0265	0.8963213	1.790122	0.04745	0.00588218	0.14311	0.0542218	0.613904	0.390956	0.446002	0.17543	0.0534921	0.172749	0.0611095	0.229558	0.249846	0.241778	0.130398	0.26176	0.1219415	0.04542248	0.0277551	0.0265276	0.0632944	0.132326	0.0759926	0.0284875	0.0473747	0.0290398	0.0699606	0.0539864	0.0245285	0.169791	0.0087465	0.155227	0.086963	0.2286412	3	70.87649	0.0141913	0.266866	0.630663	1.06373	2.03874	0.314581	0.219084	0.150406	0.085073	0.177762	0.0530944	0.2740637	0.834263
3100	-275.8748	-242.7591	-33.11571	0.6234827	3.055377	0.0102518	0.135493	0.554118	0.11152	0.0203534	0.525477	0.953193	0.0182931	0.633361	0.194553	0.120359	0.601361	0.255498	0.166313	0.0626638	0.438104	0.3220089	-0.0115748	0.0661646	0.0484752	0.115389	0.0389538	0.0285723	0.0013789	0.0781317	0.118125	0.156583	0.0587447	0.014659	0.127389	0.0453198	0.0589318	0.043182	0.190808	1	50.92664	0.01930294	0.393501	0.734549	1.08278	1.78917	0.265314	0.176165	0.216474	0.111627	0.172052	0.0583668	0.1792332	1.06458
3200	-273.0899	-244.5102	-28.57972	0.2180776	2.669683	0.0846723	0.0218322	0.0300197	0.0959819	0.894831	0.2746	0.851815	0.0285046	0.0323172	0.180005	0.0881587	0.505241	0.0357488	0.113057	0.754447	0.198247	0.3115317	-0.01451588	0.0194931	0.110057	0.102369	0.104519	0.10247	0.0118252	0.044826	0.0185641	0.11929	0.0736992	0.00315205	0.10528	0.0492018	0.0956369	0.0396159	0.2021804	3	55.49486	0.03277929	0.361976	0.711427	1.08032	1.84628	0.156279	0.267978	0.169902	0.0625228	0.296716	0.0466012	0.1876646	1.07735
3300	-278.8251	-246.9708	-31.85434	0.7913874	1.951994	0.0734123	0.0492247	0.553273	0.00960379	0.0713144	0.0893005	0.705817	0.060966	0.520196	0.158347	0.306518	0.225995	0.011394	0.789289	0.113734	0.609913	0.2178789	0.04448857	0.0342425	0.011431	0.168517	0.08442	0.100622	0.00290719	0.0595291	0.0436548	0.182597	0.203701	0.0211832	0.048589	0.0296458	0.00761447	0.001346	0.2054985	1	50.03479	0.04513479	0.287476	0.64981	1.06874	1.99397	0.236039	0.258895	0.169877	0.0581309	0.215052	0.0620069	0.2499871	0.8220365
3400	-270.1895	-242.6634	-27.52617	6.740008	3.713898	0.0534664	0.0500459	0.0992041	0.516472	0.317889	0.249643	0.0638901	0.00259222	0.130855	0.0240171	0.17805	0.178839	0.0596055	0.015214	0.353796	0.0851725	0.1717471	-0.04527862	0.0190014	0.0323682	0.0988153	0.242343	0.0754151	0.00465127	0.12028	0.0101066	0.133334	0.0280499	0.01587	0.133724	0.0267078	0.00794951	0.051384	0.2005341	1	56.40017	0.02219874	0.43792	0.764696	1.08433	1.71306	0.218213	0.277384	0.175807	0.0709884	0.187695	0.0699118	0.1552555	1.291639
3500	-265.9968	-244.9459	-21.05089	2.616839	1.878375	0.295609	0.0232714	0.319424	0.0697842	0.375029	0.0927417	0.0618741	0.0137004	0.212479	0.19257	0.0106852	0.564751	0.0336897	0.0714809	0.252283	0.0906172	0.1520674	-0.03961203	0.00432266	0.0855707	0.0713801	0.0907605	0.00652428	0.0314267	0.108527	0.0836801	0.0842096	0.102158	0.0256757	0.165934	0.0229772	0.0977129	0.0191409	0.1253395	2	51.59808	0.05822357	0.278311	0.641424	1.06663	2.01364	0.207598	0.250636	0.153261	0.140224	0.195389	0.0528932	0.0857275	1.462069
3600	-263.9698	-243.7173	-20.25248	1.604061	4.304729	0.0398984	0.0280478	0.0507357	0.112937	0.378225	0.151015	0.180018	0.031548	0.0589543	0.0417573	0.363844	0.0909488	0.124317	0.0855353	0.0145592	0.203808	0.1017824	-0.006792362	0.0545124	0.0123773	0.116453	0.028447	0.0127762	0.0041508	0.0549811	0.0444304	0.100355	0.251608	0.004787	0.21473	0.0138784	0.0424557	0.0440568	0.2098065	2	50.14896	0.05366628	0.470357	0.785129	1.08424	1.66027	0.185311	0.280424	0.113317	0.0965173	0.24903	0.0754004	0.2030141	1.033458
3700	-277.2151	-248.7632	-28.45198	2.337865	1.726502	0.266047	0.00483749	0.105575	0.410932	0.181788	0.0202903	0.408596	0.032629	0.231083	0.815277	0.0619869	0.279761	0.227984	0.128931	0.184222	0.339587	0.2330639	-0.06803297	0.0258728	0.0662912	0.0260515	0.0905015	0.0904143	0.00309847	0.0137965	0.132439	0.111943	0.134244	0.0109934	0.0544532	0.201438	0.0245596	0.0139035	0.3892299	3	53.54857	0.04373932	0.258289	0.622376	1.06135	2.05798	0.262333	0.275935	0.117898	0.119371	0.17529	0.0491727	0.321197	1.211811
3800	-271.0607	-252.4267	-18.63394	13.3709	1.753998	0.195335	0.0450218	0.12255	0.052666	0.0667799	0.005976	0.0265161	0.00249684	0.122915	0.0441786	0.0149296	0.317382	0.170679	0.0231354	0.0832212	0.0672491	0.06825817	-0.00829239	0.0121909	0.0233603	0.180525	0.243975	0.00941186	0.0112581	0.0196116	0.0882484	0.0811024	0.0305726	0.018842	0.156283	0.018095	0.0969765	0.00954771	0.1284498	0	57.93645	0.02080366	0.26203	0.626015	1.06241	2.04954	0.221443	0.282852	0.102681	0.123278	0.184248	0.0854977	0.1201574	1.069013
3900	-272.8612	-243.4303	-29.43085	4.584324	4.101394	0.241449	0.0418693	0.116935	0.339912	1.04179	0.15848	0.0827756	0.0338709	0.0239969	0.337759	0.254237	0.418948	0.0907829	0.110655	0.130886	0.0626268	0.2544267	0.07536791	0.0563606	0.114622	0.109047	0.0333493	0.132776	0.0145451	0.0402402	0.0642386	0.137809	0.0354409	0.00704665	0.146268	0.00200438	0.025361	0.0808898	0.1072277	2	56.20659	0.0406013	0.459847	0.778644	1.08437	1.67714	0.174143	0.246493	0.135432	0.105885	0.301691	0.0363558	0.1825956	0.5872414
4000	-273.0018	-246.5373	-26.4645	3.979639	2.814014	0.044912	0.046394	0.392688	0.131425	0.456445	0.290941	0.12246	0.00880657	0.536788	0.138957	0.048931	0.134151	0.154267	0.138628	0.332711	0.244915	0.1808552	-0.0263765	0.132694	0.118887	0.078218	0.0897044	0.0182061	0.0209769	0.0718268	0.0345578	0.164716	0.0787153	0.0411707	0.0258625	0.000132629	0.118372	0.00595966	0.1534515	2	51.35149	0.02329824	0.374342	0.720681	1.08143	1.82355	0.166853	0.24505	0.192134	0.0794271	0.237644	0.0788916	0.127075	1.207566
4100	-271.6533	-250.7717	-20.88163	1.555552	1.957892	0.0284634	0.0360927	0.181037	0.224378	0.0767194	0.149378	0.441224	0.00591314	0.310741	0.212397	0.200667	0.103452	0.053084	0.0539455	0.0404737	0.235109	0.2511276	0.005773146	0.00172502	0.0470528	0.128719	0.04707	0.113204	0.0239943	0.0954295	0.043395	0.00720087	0.147942	0.0226536	0.0527027	0.0773086	0.0766284	0.114974	0.1047099	2	51.5871	0.03646587	0.288196	0.65046	1.0689	1.99244	0.17884	0.304357	0.177046	0.0611952	0.163281	0.11528	0.110483	0.9477463
4200	-266.3568	-236.9443	-29.41248	8.170203	4.59851	0.102359	0.0352965	0.0696164	0.0381743	0.272722	0.0554433	0.135847	0.00214913	0.0168497	0.0823151	0.921862	0.168556	0.0300419	0.0594485	0.22872	0.0730052	0.1051991	-0.05870337	0.0116533	0.00782266	0.143991	0.175232	0.00944687	0.00127395	0.0421605	0.0801393	0.0917621	0.160492	0.00302504	0.053854	0.00910094	0.17249	0.0375555	0.1506866	1	52.96163	0.01675714	0.484497	0.793657	1.08392	1.63792	0.200308	0.308405	0.133791	0.121625	0.175577	0.0602937	0.09198318	1.638197
4300	-271.7943	-247.5121	-24.28221	2.240335	1.279888	0.0884419	0.0899616	0.0301593	0.0795694	0.261782	0.450954	0.264322	9.06344e-05	0.270123	0.398993	0.0949506	0.107075	0.0357544	0.262178	0.262539	0.153938	0.1632799	-0.02380984	0.0254097	0.0213469	0.198509	0.336768	0.0273689	0.014299	0.0185422	0.0863788	0.0889371	0.0246654	0.0132596	0.0368617	0.0174081	0.0224037	0.0678416	0.1456546	1	61.52947	0.03759613	0.189233	0.547286	1.03438	2.2291	0.218363	0.244193	0.199548	0.0845274	0.166964	0.0864044	0.1218447	1.195411
