Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-383.8939	-327.3932	-56.5007	11.0403	2.31686	0.0972135	0.0270462	0.455554	0.963519	0.029355	0.216818	0.112951	0.137097	0.239765	0.0861399	0.43163	0.668367	0.199558	0.149457	0.337394	0.216467	0.370227	0.689133	0.441396	0.156108	0.168507	0.29342	0.22782	-0.03328028	0.0981313	0.142432	0.0275686	0.0513235	0.00616238	0.0504023	0.0468502	0.00274497	0.173196	0.0103573	0.133562	0.00314049	0.00786171	0.213296	0.0329714	0.4494423	1	51.11151	0.05780551	0.328376	0.684968	1.07622	1.91044	0.184814	0.163667	0.195048	0.13233	0.254555	0.0695867	0.416162	1.07997
1	0	-395.6232	-333.3877	-62.23551	15.77822	2.304477	0.193213	1.96586	0.169632	0.228561	0.33767	0.200435	0.129849	0.123927	0.146568	0.177815	0.246667	0.14869	0.797483	0.153984	0.00820249	0.282381	0.49105	0.540241	0.0844294	0.0547845	0.214821	0.125725	0.3291272	-0.01778048	0.00333767	0.157398	0.0446023	0.0767026	0.0106779	0.0585539	0.0889056	0.000775956	0.0483212	0.0340317	0.28109	0.00261137	0.0325529	0.0938488	0.0665897	0.1670155	2	57.69694	0.0373534	0.327099	0.683923	1.07603	1.91295	0.236482	0.146941	0.250561	0.0756042	0.170251	0.120161	0.149235	1.119144
2	0	-380.3777	-327.664	-52.71367	16.23802	1.773622	0.0874132	0.0882978	0.241856	0.49972	0.0698075	0.104467	0.0741719	0.15989	0.21936	0.0635933	0.281172	0.374799	0.0776299	0.912506	0.228205	0.16471	0.130042	0.00606485	0.0193849	0.00322415	0.558061	0.244156	0.2157281	0.06877151	0.0336322	0.0201764	0.115806	0.23021	0.0249724	0.0280868	0.0407229	0.0173291	0.0529462	0.0217557	0.158867	0.018448	0.00148147	0.218559	0.017006	0.2338927	0	55.55083	0.05293799	0.264668	0.628559	1.06314	2.04364	0.148256	0.194263	0.164753	0.0858548	0.255663	0.151211	0.3026642	0.7727795
3	0	-397.4127	-331.0504	-66.36234	10.70368	2.208531	0.00705147	0.473447	1.09611	0.280803	0.267375	0.512609	0.219373	0.0637899	0.135472	0.874936	0.290994	3.03481	0.596152	0.524703	0.123762	0.584257	0.203426	0.033813	0.0344216	0.565467	0.397596	0.526302	0.4714088	0.03964825	0.0569715	0.003631	0.165068	0.0790529	0.0168534	0.0149427	0.117293	0.0054667	0.0547918	0.00163967	0.17999	0.00239398	0.102667	0.190179	0.00905977	0.3953489	3	54.79182	0.04975165	0.316958	0.675502	1.07443	1.93311	0.147631	0.186511	0.198641	0.070984	0.231053	0.165179	0.4349972	0.908854
4	0	-390.3032	-336.298	-54.00522	9.546389	3.411682	0.620598	0.0967462	0.594652	0.695724	0.0399291	0.861829	0.275084	0.139759	0.0881337	0.376011	0.293698	0.251722	0.344602	0.0951216	0.29021	0.656818	0.103018	0.18472	0.090261	0.034222	0.120533	0.600039	0.3118094	-0.03281448	0.0430338	0.0435266	0.114585	0.177444	0.00385799	0.00617555	0.166283	0.00114192	0.181431	0.0539739	0.0847196	0.00275946	0.0696722	0.0221405	0.0292566	0.3322672	3	54.88508	0.04675578	0.418799	0.752044	1.08391	1.74525	0.108083	0.109375	0.311243	0.056253	0.224309	0.190737	0.2994527	1.109582
5	0	-376.2577	-324.364	-51.89372	10.53395	2.733336	0.102983	0.514115	0.0226018	0.850265	0.329844	0.389166	0.252221	0.222055	0.248822	0.222579	0.0670208	0.017074	0.0687827	0.0149009	1.0072	0.251745	0.0549168	0.0256749	0.0894484	0.22184	0.162839	0.133126	0.2496686	-0.07260717	0.0289422	0.0694524	0.174313	0.10499	0.021387	0.0119846	0.122573	0.0137914	0.0579683	0.00730324	0.192851	0.000477721	0.0177331	0.142138	0.0340952	0.182893	1	56.04411	0.06337478	0.367519	0.715606	1.08084	1.83604	0.112001	0.18	0.274806	0.0640343	0.209775	0.159383	0.1102859	1.658354
6	0	-374.3374	-325.6067	-48.7307	10.48024	2.875853	0.251811	0.00476692	0.114128	1.39853	0.0236226	0.402145	0.108519	0.0415388	0.117731	0.333394	0.265505	0.219043	0.197854	0.331738	0.0294579	0.0170903	0.810908	0.101443	0.103845	0.272473	0.000402675	0.108757	0.2752539	0.07808532	0.0681957	0.0590492	0.02524	0.24467	0.0401519	0.0385981	0.126524	0.000650062	0.0764284	0.00306823	0.155128	0.0460435	0.0197475	0.0748021	0.0217025	0.2117627	1	51.85441	0.05203076	0.379424	0.724414	1.08183	1.81433	0.0955393	0.143849	0.298349	0.0894343	0.206827	0.166002	0.2898481	0.7305991
7	0	-388.9268	-335.3683	-53.55858	17.44536	2.437021	0.109586	0.293864	0.191535	0.165947	0.328834	0.0896329	0.0311581	0.252634	0.357808	0.428801	0.13415	0.137233	0.145836	0.135479	0.254901	0.416478	0.453426	0.492076	0.407386	0.569379	0.258362	0.0603846	0.2994147	0.0185	0.103801	0.12223	0.0235897	0.000169387	0.0739845	0.0119246	0.0985496	0.0255093	0.0519538	0.0300297	0.332033	0.00241463	0.0169727	0.0773647	0.0294735	0.3167148	2	50.11574	0.0402676	0.340403	0.694671	1.07788	1.88705	0.146621	0.110392	0.211595	0.167394	0.246903	0.117095	0.3352148	0.9448115
8	0	-384.7838	-322.6672	-62.11666	11.17535	2.144582	0.0798048	0.410476	0.411032	0.282199	0.128861	0.465338	0.38408	0.251996	0.278497	0.0722606	0.914367	0.234981	0.222156	0.0900057	0.855217	0.370906	0.397356	0.413995	0.206305	0.457077	0.192704	0.669131	0.2258027	-0.01263998	0.0430176	0.0296193	0.00734004	0.168129	0.00357867	0.00373175	0.0139134	0.00410259	0.0990372	0.0348727	0.298248	0.0463055	0.0081027	0.217377	0.0226237	0.3641963	3	55.62167	0.04341058	0.309943	0.669557	1.07322	1.94728	0.175757	0.121668	0.223542	0.0948516	0.27268	0.111501	0.3515563	1.035954
9	0	-390.4081	-328.5837	-61.82438	10.6543	3.208841	0.21523	0.29876	0.540443	0.309686	0.0172186	0.958081	0.176476	0.0398507	0.0705008	0.0740321	0.304761	0.274547	0.190546	0.446448	0.483385	0.0721257	0.00149008	0.404052	0.0839236	0.754889	0.117485	0.416844	0.2393303	-0.04109636	0.011356	0.0330446	0.157031	0.143229	0.0242166	0.0262434	0.0348561	0.0502093	0.135112	0.0533465	0.22917	0.00637531	0.0401028	0.0220801	0.0336265	0.4702091	2	67.92617	0.02980413	0.4048	0.742473	1.08337	1.76936	0.139668	0.193431	0.297071	0.0724722	0.172302	0.125056	0.4291127	1.095771
